Date,CELESTIAL
2015-01-01,40.95
2015-01-02,41.0
2015-01-05,43.3
2015-01-06,44.35
2015-01-07,44.35
2015-01-08,44.9
2015-01-09,45.2
2015-01-12,47.45
2015-01-13,49.95
2015-01-14,51.2
2015-01-15,52.1
2015-01-16,49.6
2015-01-19,50.2
2015-01-20,50.9
2015-01-21,50.95
2015-01-22,51.1
2015-01-23,50.25
2015-01-27,49.3
2015-01-28,50.05
2015-01-29,51.65
2015-01-30,53.6
2015-02-02,56.1
2015-02-03,58.4
2015-02-04,60.95
2015-02-05,62.45
2015-02-06,60.6
2015-02-09,57.35
2015-02-10,62.1
2015-02-11,61.5
2015-02-12,63.0
2015-02-13,59.8
2015-02-16,58.3
2015-02-18,62.0
2015-02-19,62.15
2015-02-20,63.35
2015-02-23,63.95
2015-02-24,63.75
2015-02-25,65.1
2015-02-26,66.9
2015-02-27,65.85
2015-02-28,68.05
2015-03-02,68.35
2015-03-03,71.4
2015-03-04,70.55
2015-03-05,68.15
2015-03-09,67.1
2015-03-10,67.7
2015-03-11,66.6
2015-03-12,64.4
2015-03-13,63.2
2015-03-16,64.8
2015-03-17,66.6
2015-03-18,66.05
2015-03-19,66.4
2015-03-20,66.8
2015-03-23,63.4
2015-03-24,63.35
2015-03-25,59.3
2015-03-26,57.9
2015-03-27,57.8
2015-03-30,58.65
2015-03-31,59.5
2015-04-01,60.05
2015-04-06,59.7
2015-04-07,59.8
2015-04-08,59.4
2015-04-09,59.65
2015-04-10,59.4
2015-04-13,60.2
2015-04-15,60.25
2015-04-16,59.85
2015-04-17,59.8
2015-04-20,60.35
2015-04-21,61.5
2015-04-22,62.85
2015-04-23,69.8
2015-04-24,74.7
2015-04-27,69.35
2015-04-28,63.2
2015-04-29,63.05
2015-04-30,63.85
2015-05-04,64.85
2015-05-05,65.45
2015-05-06,65.1
2015-05-07,65.55
2015-05-08,69.25
2015-05-11,70.7
2015-05-12,71.7
2015-05-13,70.35
2015-05-14,67.05
2015-05-15,65.15
2015-05-18,64.85
2015-05-19,63.2
2015-05-20,65.1
2015-05-21,64.45
2015-05-22,63.05
2015-05-25,61.85
2015-05-26,56.5
2015-05-27,45.2
2015-05-28,40.7
2015-05-29,36.65
2015-06-01,33.0
2015-06-02,31.35
2015-06-03,29.8
2015-06-04,28.35
2015-06-05,26.95
2015-06-08,25.65
2015-06-09,24.4
2015-06-10,23.2
2015-06-11,22.05
2015-06-12,20.95
2015-06-15,19.95
2015-06-16,19.0
2015-06-17,18.05
2015-06-18,17.15
2015-06-19,16.3
2015-06-22,15.5
2015-06-23,14.75
2015-06-24,15.45
2015-06-25,16.1
2015-06-26,16.8
2015-06-29,17.6
2015-06-30,18.45
2015-07-01,19.35
2015-07-02,20.3
2015-07-03,19.4
2015-07-06,18.45
2015-07-07,17.7
2015-07-08,16.85
2015-07-09,17.6
2015-07-10,18.45
2015-07-13,19.35
2015-07-14,20.3
2015-07-15,19.95
2015-07-16,19.05
2015-07-17,18.85
2015-07-20,19.75
2015-07-21,19.8
2015-07-22,19.85
2015-07-23,20.25
2015-07-24,19.35
2015-07-27,18.5
2015-07-28,19.4
2015-07-29,19.0
2015-07-30,18.5
2015-07-31,18.65
2015-08-03,18.8
2015-08-04,18.9
2015-08-05,18.5
2015-08-06,18.35
2015-08-07,18.55
2015-08-10,18.85
2015-08-11,18.5
2015-08-12,18.3
2015-08-13,18.55
2015-08-14,18.6
2015-08-17,18.5
2015-08-18,18.65
2015-08-19,18.35
2015-08-20,17.95
2015-08-21,18.1
2015-08-24,16.3
2015-08-25,14.95
2015-08-26,14.7
2015-08-27,15.85
2015-08-28,17.0
2015-08-31,17.15
2015-09-01,16.8
2015-09-02,16.35
2015-09-03,16.45
2015-09-04,15.95
2015-09-07,15.5
2015-09-08,15.8
2015-09-09,15.95
2015-09-10,15.55
2015-09-11,15.9
2015-09-14,16.0
2015-09-15,16.0
2015-09-16,15.25
2015-09-18,15.15
2015-09-21,14.95
2015-09-22,14.45
2015-09-23,15.0
2015-09-24,14.5
2015-09-28,14.5
2015-09-29,17.4
2015-09-30,19.0
2015-10-01,18.05
2015-10-05,17.05
2015-10-06,16.8
2015-10-07,17.6
2015-10-08,17.1
2015-10-09,16.6
2015-10-12,16.7
2015-10-13,15.95
2015-10-14,16.95
2015-10-15,17.0
2015-10-16,17.6
2015-10-19,17.85
2015-10-20,18.45
2015-10-21,18.95
2015-10-23,21.35
2015-10-26,21.55
2015-10-27,20.9
2015-10-28,20.6
2015-10-29,18.55
2015-10-30,21.3
2015-11-02,20.5
2015-11-03,20.6
2015-11-04,20.6
2015-11-05,19.75
2015-11-06,19.4
2015-11-09,19.6
2015-11-10,20.45
2015-11-11,21.1
2015-11-13,20.9
2015-11-16,20.85
2015-11-17,19.85
2015-11-18,19.55
2015-11-19,19.9
2015-11-20,20.2
2015-11-23,20.2
2015-11-24,20.5
2015-11-26,21.1
2015-11-27,23.65
2015-11-30,25.0
2015-12-01,24.8
2015-12-02,28.35
2015-12-03,28.8
2015-12-04,27.8
2015-12-07,27.85
2015-12-08,27.6
2015-12-09,25.9
2015-12-10,26.85
2015-12-11,27.0
2015-12-14,27.55
2015-12-15,27.5
2015-12-16,26.1
2015-12-17,27.35
2015-12-18,31.05
2015-12-21,33.6
2015-12-22,39.85
2015-12-23,37.45
2015-12-24,36.55
2015-12-28,37.6
2015-12-29,36.7
2015-12-30,36.1
2015-12-31,36.5
