Date,PEL
2015-01-01,832.8
2015-01-02,839.5
2015-01-05,838.1
2015-01-06,827.2
2015-01-07,835.25
2015-01-08,840.4
2015-01-09,842.05
2015-01-12,831.75
2015-01-13,840.35
2015-01-14,836.9
2015-01-15,831.65
2015-01-16,848.7
2015-01-19,845.35
2015-01-20,834.4
2015-01-21,833.25
2015-01-22,829.65
2015-01-23,834.95
2015-01-27,835.35
2015-01-28,846.6
2015-01-29,836.55
2015-01-30,833.85
2015-02-02,836.85
2015-02-03,829.15
2015-02-04,829.05
2015-02-05,837.85
2015-02-06,833.85
2015-02-09,849.65
2015-02-10,828.25
2015-02-11,840.45
2015-02-12,833.1
2015-02-13,857.3
2015-02-16,849.05
2015-02-18,862.4
2015-02-19,863.15
2015-02-20,866.4
2015-02-23,906.0
2015-02-24,880.85
2015-02-25,884.8
2015-02-26,910.6
2015-02-27,906.35
2015-02-28,890.45
2015-03-02,889.9
2015-03-03,898.8
2015-03-04,891.55
2015-03-05,910.95
2015-03-09,881.75
2015-03-10,857.25
2015-03-11,838.7
2015-03-12,851.2
2015-03-13,851.25
2015-03-16,834.25
2015-03-17,884.05
2015-03-18,877.65
2015-03-19,879.45
2015-03-20,888.95
2015-03-23,862.6
2015-03-24,854.3
2015-03-25,861.0
2015-03-26,858.05
2015-03-27,858.95
2015-03-30,866.25
2015-03-31,870.95
2015-04-01,878.55
2015-04-06,884.75
2015-04-07,900.6
2015-04-08,901.0
2015-04-09,913.65
2015-04-10,921.35
2015-04-13,980.75
2015-04-15,967.25
2015-04-16,971.05
2015-04-17,943.45
2015-04-20,945.25
2015-04-21,940.4
2015-04-22,945.0
2015-04-23,955.15
2015-04-24,949.95
2015-04-27,935.35
2015-04-28,980.6
2015-04-29,952.9
2015-04-30,938.1
2015-05-04,944.0
2015-05-05,982.2
2015-05-06,956.55
2015-05-07,953.4
2015-05-08,978.7
2015-05-11,1013.2
2015-05-12,984.75
2015-05-13,962.25
2015-05-14,987.4
2015-05-15,1002.9
2015-05-18,1014.75
2015-05-19,1035.1
2015-05-20,1023.95
2015-05-21,1001.7
2015-05-22,988.3
2015-05-25,991.5
2015-05-26,994.3
2015-05-27,992.05
2015-05-28,994.9
2015-05-29,934.45
2015-06-01,953.8
2015-06-02,953.4
2015-06-03,962.25
2015-06-04,976.15
2015-06-05,985.35
2015-06-08,960.0
2015-06-09,961.2
2015-06-10,962.95
2015-06-11,944.7
2015-06-12,937.95
2015-06-15,933.05
2015-06-16,927.2
2015-06-17,940.0
2015-06-18,955.35
2015-06-19,927.55
2015-06-22,929.75
2015-06-23,926.7
2015-06-24,921.6
2015-06-25,937.7
2015-06-26,930.8
2015-06-29,931.55
2015-06-30,928.05
2015-07-01,932.1
2015-07-02,955.55
2015-07-03,966.05
2015-07-06,963.55
2015-07-07,971.55
2015-07-08,975.05
2015-07-09,951.1
2015-07-10,940.55
2015-07-13,953.8
2015-07-14,971.8
2015-07-15,975.25
2015-07-16,972.95
2015-07-17,975.65
2015-07-20,973.95
2015-07-21,959.85
2015-07-22,939.4
2015-07-23,933.75
2015-07-24,927.45
2015-07-27,923.4
2015-07-28,888.9
2015-07-29,928.65
2015-07-30,901.65
2015-07-31,920.2
2015-08-03,901.05
2015-08-04,905.15
2015-08-05,944.05
2015-08-06,934.15
2015-08-07,936.4
2015-08-10,936.75
2015-08-11,914.4
2015-08-12,903.1
2015-08-13,925.4
2015-08-14,921.35
2015-08-17,930.25
2015-08-18,932.7
2015-08-19,924.2
2015-08-20,901.75
2015-08-21,924.15
2015-08-24,870.35
2015-08-25,874.6
2015-08-26,874.9
2015-08-27,893.25
2015-08-28,932.25
2015-08-31,973.85
2015-09-01,936.65
2015-09-02,893.8
2015-09-03,885.8
2015-09-04,877.35
2015-09-07,858.4
2015-09-08,848.8
2015-09-09,852.75
2015-09-10,866.6
2015-09-11,848.15
2015-09-14,846.85
2015-09-15,846.4
2015-09-16,839.25
2015-09-18,814.6
2015-09-21,827.15
2015-09-22,843.85
2015-09-23,840.15
2015-09-24,859.2
2015-09-28,868.6
2015-09-29,851.15
2015-09-30,869.95
2015-10-01,889.6
2015-10-05,916.2
2015-10-06,893.2
2015-10-07,917.75
2015-10-08,910.8
2015-10-09,922.55
2015-10-12,928.1
2015-10-13,950.5
2015-10-14,949.8
2015-10-15,923.45
2015-10-16,934.5
2015-10-19,953.85
2015-10-20,939.95
2015-10-21,935.6
2015-10-23,985.4
2015-10-26,997.85
2015-10-27,986.4
2015-10-28,991.3
2015-10-29,961.95
2015-10-30,934.95
2015-11-02,991.1
2015-11-03,997.7
2015-11-04,991.3
2015-11-05,972.45
2015-11-06,1008.3
2015-11-09,989.7
2015-11-10,976.95
2015-11-11,998.45
2015-11-13,985.75
2015-11-16,957.95
2015-11-17,996.65
2015-11-18,994.9
2015-11-19,997.6
2015-11-20,990.0
2015-11-23,981.8
2015-11-24,983.2
2015-11-26,980.9
2015-11-27,966.3
2015-11-30,943.1
2015-12-01,981.05
2015-12-02,969.45
2015-12-03,960.2
2015-12-04,948.1
2015-12-07,960.8
2015-12-08,939.6
2015-12-09,925.05
2015-12-10,917.65
2015-12-11,920.25
2015-12-14,931.05
2015-12-15,942.1
2015-12-16,932.7
2015-12-17,940.0
2015-12-18,939.35
2015-12-21,939.65
2015-12-22,942.35
2015-12-23,952.0
2015-12-24,968.9
2015-12-28,968.6
2015-12-29,987.6
2015-12-30,988.2
2015-12-31,1004.35
