Date,WEBELSOLAR
2015-01-01,19.05
2015-01-02,22.85
2015-01-05,27.4
2015-01-06,30.1
2015-01-07,33.1
2015-01-08,30.0
2015-01-09,27.0
2015-01-12,27.05
2015-01-13,27.2
2015-01-14,29.7
2015-01-15,28.05
2015-01-16,30.85
2015-01-19,33.9
2015-01-20,36.45
2015-01-21,34.65
2015-01-22,32.95
2015-01-23,31.8
2015-01-27,33.35
2015-01-28,31.75
2015-01-29,31.5
2015-01-30,30.9
2015-02-02,32.4
2015-02-03,34.0
2015-02-04,35.6
2015-02-05,33.85
2015-02-06,30.65
2015-02-09,28.9
2015-02-10,30.15
2015-02-11,30.55
2015-02-12,29.3
2015-02-13,29.3
2015-02-16,32.2
2015-02-18,35.4
2015-02-19,36.8
2015-02-20,36.4
2015-02-23,39.8
2015-02-24,37.85
2015-02-25,36.0
2015-02-26,37.75
2015-02-27,39.5
2015-02-28,37.55
2015-03-02,35.7
2015-03-03,33.95
2015-03-04,32.3
2015-03-05,31.15
2015-03-09,31.9
2015-03-10,30.85
2015-03-11,29.35
2015-03-12,28.05
2015-03-13,26.75
2015-03-16,25.7
2015-03-17,24.45
2015-03-18,24.5
2015-03-19,25.5
2015-03-20,24.25
2015-03-23,23.05
2015-03-24,21.9
2015-03-25,21.15
2015-03-26,20.1
2015-03-27,19.1
2015-03-30,20.05
2015-03-31,21.05
2015-04-01,22.1
2015-04-06,23.2
2015-04-07,24.35
2015-04-08,25.5
2015-04-09,25.85
2015-04-10,25.25
2015-04-13,24.5
2015-04-15,24.45
2015-04-16,23.6
2015-04-17,23.1
2015-04-20,23.2
2015-04-21,22.05
2015-04-22,21.8
2015-04-23,22.85
2015-04-24,22.7
2015-04-27,21.6
2015-04-28,20.65
2015-04-29,19.75
2015-04-30,19.4
2015-05-04,21.3
2015-05-05,20.4
2015-05-06,18.8
2015-05-07,19.4
2015-05-08,20.0
2015-05-11,20.5
2015-05-12,19.35
2015-05-13,19.5
2015-05-14,19.05
2015-05-15,19.0
2015-05-18,20.7
2015-05-19,19.75
2015-05-20,19.8
2015-05-21,19.8
2015-05-22,19.8
2015-05-25,19.4
2015-05-26,19.0
2015-05-27,19.6
2015-05-28,18.8
2015-05-29,18.95
2015-06-01,19.0
2015-06-02,17.9
2015-06-03,16.9
2015-06-04,16.75
2015-06-05,16.85
2015-06-08,17.65
2015-06-09,17.3
2015-06-10,17.6
2015-06-11,17.1
2015-06-12,16.85
2015-06-15,16.7
2015-06-16,17.6
2015-06-17,20.15
2015-06-18,20.9
2015-06-19,20.3
2015-06-22,22.15
2015-06-23,22.2
2015-06-24,20.3
2015-06-25,20.2
2015-06-26,19.6
2015-06-29,19.4
2015-06-30,19.15
2015-07-01,22.95
2015-07-02,25.3
2015-07-03,24.3
2015-07-06,26.1
2015-07-07,24.05
2015-07-08,23.0
2015-07-09,23.15
2015-07-10,22.25
2015-07-13,23.15
2015-07-14,23.55
2015-07-15,23.5
2015-07-16,23.3
2015-07-17,23.95
2015-07-20,24.15
2015-07-21,23.35
2015-07-22,23.5
2015-07-23,23.1
2015-07-24,22.5
2015-07-27,21.75
2015-07-28,21.7
2015-07-29,22.4
2015-07-30,21.75
2015-07-31,21.85
2015-08-03,22.85
2015-08-04,23.35
2015-08-05,23.7
2015-08-06,23.8
2015-08-07,22.0
2015-08-10,22.75
2015-08-11,22.65
2015-08-12,20.85
2015-08-13,20.5
2015-08-14,21.3
2015-08-17,21.3
2015-08-18,20.7
2015-08-19,20.7
2015-08-20,20.95
2015-08-21,19.5
2015-08-24,15.6
2015-08-25,15.6
2015-08-26,16.45
2015-08-27,18.0
2015-08-28,17.55
2015-08-31,17.05
2015-09-01,17.35
2015-09-02,16.95
2015-09-03,17.15
2015-09-04,16.2
2015-09-07,16.15
2015-09-08,16.9
2015-09-09,16.7
2015-09-10,16.8
2015-09-11,16.35
2015-09-14,17.35
2015-09-15,17.35
2015-09-16,17.25
2015-09-18,17.55
2015-09-21,17.35
2015-09-22,16.8
2015-09-23,17.5
2015-09-24,17.1
2015-09-28,17.4
2015-09-29,17.0
2015-09-30,16.75
2015-10-01,18.35
2015-10-05,19.0
2015-10-06,18.5
2015-10-07,19.2
2015-10-08,19.5
2015-10-09,23.25
2015-10-12,22.8
2015-10-13,22.7
2015-10-14,23.2
2015-10-15,22.85
2015-10-16,22.4
2015-10-19,21.8
2015-10-20,21.85
2015-10-21,22.35
2015-10-23,24.05
2015-10-26,24.15
2015-10-27,23.95
2015-10-28,24.35
2015-10-29,25.1
2015-10-30,24.3
2015-11-02,23.5
2015-11-03,23.1
2015-11-04,23.35
2015-11-05,22.75
2015-11-06,24.25
2015-11-09,24.2
2015-11-10,23.05
2015-11-11,23.6
2015-11-13,23.0
2015-11-16,22.7
2015-11-17,22.0
2015-11-18,21.55
2015-11-19,22.2
2015-11-20,22.1
2015-11-23,22.45
2015-11-24,23.55
2015-11-26,25.15
2015-11-27,29.9
2015-11-30,28.3
2015-12-01,26.95
2015-12-02,32.3
2015-12-03,36.0
2015-12-04,35.85
2015-12-07,34.8
2015-12-08,32.6
2015-12-09,30.6
2015-12-10,31.0
2015-12-11,30.75
2015-12-14,31.7
2015-12-15,33.3
2015-12-16,32.95
2015-12-17,32.6
2015-12-18,34.1
2015-12-21,37.5
2015-12-22,35.85
2015-12-23,35.5
2015-12-24,38.45
2015-12-28,38.8
2015-12-29,37.8
2015-12-30,38.85
2015-12-31,42.7
