Date,RPOWER
2015-01-01,62.4
2015-01-02,63.25
2015-01-05,63.4
2015-01-06,60.95
2015-01-07,60.5
2015-01-08,61.5
2015-01-09,60.95
2015-01-12,61.25
2015-01-13,60.15
2015-01-14,60.05
2015-01-15,61.6
2015-01-16,61.55
2015-01-19,62.15
2015-01-20,62.45
2015-01-21,62.0
2015-01-22,62.0
2015-01-23,64.8
2015-01-27,64.1
2015-01-28,63.0
2015-01-29,63.45
2015-01-30,65.1
2015-02-02,66.05
2015-02-03,64.45
2015-02-04,64.2
2015-02-05,60.65
2015-02-06,59.95
2015-02-09,56.55
2015-02-10,56.35
2015-02-11,57.8
2015-02-12,59.2
2015-02-13,59.2
2015-02-16,60.0
2015-02-18,61.4
2015-02-19,63.85
2015-02-20,63.35
2015-02-23,62.4
2015-02-24,62.75
2015-02-25,62.15
2015-02-26,62.45
2015-02-27,64.05
2015-02-28,62.45
2015-03-02,61.75
2015-03-03,62.65
2015-03-04,60.2
2015-03-05,60.95
2015-03-09,58.2
2015-03-10,57.85
2015-03-11,58.1
2015-03-12,59.85
2015-03-13,58.25
2015-03-16,57.8
2015-03-17,57.95
2015-03-18,58.05
2015-03-19,56.75
2015-03-20,56.7
2015-03-23,56.15
2015-03-24,55.95
2015-03-25,55.45
2015-03-26,54.75
2015-03-27,54.85
2015-03-30,56.5
2015-03-31,56.5
2015-04-01,57.3
2015-04-06,56.65
2015-04-07,57.85
2015-04-08,58.1
2015-04-09,58.4
2015-04-10,61.35
2015-04-13,61.7
2015-04-15,61.0
2015-04-16,60.3
2015-04-17,60.2
2015-04-20,58.2
2015-04-21,57.6
2015-04-22,58.5
2015-04-23,58.6
2015-04-24,57.55
2015-04-27,55.75
2015-04-28,58.3
2015-04-29,57.65
2015-04-30,56.65
2015-05-04,59.15
2015-05-05,59.4
2015-05-06,55.7
2015-05-07,53.25
2015-05-08,53.8
2015-05-11,54.35
2015-05-12,52.45
2015-05-13,53.5
2015-05-14,54.05
2015-05-15,53.5
2015-05-18,54.05
2015-05-19,54.55
2015-05-20,54.15
2015-05-21,53.7
2015-05-22,53.2
2015-05-25,53.7
2015-05-26,53.5
2015-05-27,54.2
2015-05-28,53.0
2015-05-29,52.85
2015-06-01,52.85
2015-06-02,51.55
2015-06-03,45.65
2015-06-04,45.25
2015-06-05,44.75
2015-06-08,45.5
2015-06-09,45.2
2015-06-10,45.3
2015-06-11,43.9
2015-06-12,43.8
2015-06-15,43.0
2015-06-16,43.4
2015-06-17,43.55
2015-06-18,43.7
2015-06-19,43.75
2015-06-22,45.2
2015-06-23,45.15
2015-06-24,44.7
2015-06-25,45.0
2015-06-26,46.5
2015-06-29,44.85
2015-06-30,44.85
2015-07-01,45.35
2015-07-02,45.2
2015-07-03,44.8
2015-07-06,45.35
2015-07-07,45.7
2015-07-08,44.95
2015-07-09,45.9
2015-07-10,44.7
2015-07-13,45.45
2015-07-14,44.95
2015-07-15,45.2
2015-07-16,45.7
2015-07-17,46.3
2015-07-20,46.1
2015-07-21,44.15
2015-07-22,45.25
2015-07-23,44.95
2015-07-24,44.2
2015-07-27,43.1
2015-07-28,42.3
2015-07-29,40.8
2015-07-30,42.35
2015-07-31,42.65
2015-08-03,43.3
2015-08-04,43.55
2015-08-05,43.95
2015-08-06,44.4
2015-08-07,43.9
2015-08-10,43.5
2015-08-11,44.55
2015-08-12,43.65
2015-08-13,40.75
2015-08-14,41.85
2015-08-17,42.2
2015-08-18,42.0
2015-08-19,42.0
2015-08-20,40.9
2015-08-21,41.35
2015-08-24,35.9
2015-08-25,35.95
2015-08-26,36.7
2015-08-27,37.35
2015-08-28,37.7
2015-08-31,37.5
2015-09-01,36.4
2015-09-02,36.5
2015-09-03,37.55
2015-09-04,35.6
2015-09-07,35.2
2015-09-08,36.4
2015-09-09,37.9
2015-09-10,38.25
2015-09-11,38.25
2015-09-14,39.95
2015-09-15,39.0
2015-09-16,39.8
2015-09-18,40.8
2015-09-21,42.7
2015-09-22,41.2
2015-09-23,41.95
2015-09-24,41.55
2015-09-28,42.55
2015-09-29,42.55
2015-09-30,43.0
2015-10-01,43.5
2015-10-05,44.5
2015-10-06,45.05
2015-10-07,46.65
2015-10-08,46.2
2015-10-09,46.15
2015-10-12,47.95
2015-10-13,47.9
2015-10-14,47.5
2015-10-15,48.05
2015-10-16,48.75
2015-10-19,48.7
2015-10-20,51.15
2015-10-21,50.5
2015-10-23,49.8
2015-10-26,49.3
2015-10-27,49.7
2015-10-28,49.15
2015-10-29,49.0
2015-10-30,50.45
2015-11-02,49.85
2015-11-03,49.45
2015-11-04,51.4
2015-11-05,51.4
2015-11-06,48.5
2015-11-09,49.4
2015-11-10,47.15
2015-11-11,48.0
2015-11-13,48.6
2015-11-16,49.6
2015-11-17,49.65
2015-11-18,49.15
2015-11-19,48.15
2015-11-20,48.15
2015-11-23,48.25
2015-11-24,48.9
2015-11-26,52.25
2015-11-27,51.15
2015-11-30,52.55
2015-12-01,52.45
2015-12-02,52.55
2015-12-03,53.15
2015-12-04,52.3
2015-12-07,52.05
2015-12-08,49.1
2015-12-09,48.5
2015-12-10,49.2
2015-12-11,48.2
2015-12-14,48.65
2015-12-15,48.55
2015-12-16,49.4
2015-12-17,50.65
2015-12-18,51.25
2015-12-21,52.5
2015-12-22,51.95
2015-12-23,52.5
2015-12-24,54.7
2015-12-28,54.9
2015-12-29,55.2
2015-12-30,55.5
2015-12-31,56.8
