Date,BEML
2015-01-01,789.7
2015-01-02,785.55
2015-01-05,774.55
2015-01-06,758.35
2015-01-07,792.35
2015-01-08,790.0
2015-01-09,793.45
2015-01-12,873.0
2015-01-13,871.65
2015-01-14,887.7
2015-01-15,887.85
2015-01-16,919.35
2015-01-19,926.4
2015-01-20,910.2
2015-01-21,915.65
2015-01-22,913.45
2015-01-23,912.25
2015-01-27,924.35
2015-01-28,913.0
2015-01-29,908.55
2015-01-30,905.05
2015-02-02,925.65
2015-02-03,937.25
2015-02-04,913.8
2015-02-05,912.35
2015-02-06,902.35
2015-02-09,855.4
2015-02-10,866.35
2015-02-11,959.4
2015-02-12,933.1
2015-02-13,922.85
2015-02-16,955.9
2015-02-18,990.85
2015-02-19,989.35
2015-02-20,980.05
2015-02-23,989.6
2015-02-24,986.45
2015-02-25,981.7
2015-02-26,962.95
2015-02-27,979.85
2015-02-28,976.0
2015-03-02,977.15
2015-03-03,980.35
2015-03-04,1037.0
2015-03-05,1040.35
2015-03-09,1006.3
2015-03-10,1019.4
2015-03-11,1013.35
2015-03-12,1015.8
2015-03-13,1022.6
2015-03-16,1021.4
2015-03-17,1100.8
2015-03-18,1107.55
2015-03-19,1094.5
2015-03-20,1056.15
2015-03-23,1041.4
2015-03-24,1058.2
2015-03-25,1025.25
2015-03-26,1020.3
2015-03-27,1009.0
2015-03-30,1066.6
2015-03-31,1097.0
2015-04-01,1139.2
2015-04-06,1161.35
2015-04-07,1163.3
2015-04-08,1159.05
2015-04-09,1168.8
2015-04-10,1158.45
2015-04-13,1135.95
2015-04-15,1098.05
2015-04-16,1065.1
2015-04-17,1091.6
2015-04-20,1067.2
2015-04-21,1062.65
2015-04-22,1022.0
2015-04-23,1025.25
2015-04-24,994.45
2015-04-27,929.7
2015-04-28,931.2
2015-04-29,966.3
2015-04-30,980.5
2015-05-04,1001.2
2015-05-05,1026.5
2015-05-06,949.1
2015-05-07,869.2
2015-05-08,881.65
2015-05-11,907.2
2015-05-12,878.9
2015-05-13,914.25
2015-05-14,920.9
2015-05-15,924.55
2015-05-18,940.0
2015-05-19,943.3
2015-05-20,946.0
2015-05-21,934.65
2015-05-22,945.4
2015-05-25,939.9
2015-05-26,947.8
2015-05-27,944.9
2015-05-28,977.25
2015-05-29,1037.15
2015-06-01,1059.05
2015-06-02,1038.3
2015-06-03,1061.35
2015-06-04,1135.95
2015-06-05,1186.1
2015-06-08,1183.95
2015-06-09,1215.95
2015-06-10,1219.25
2015-06-11,1227.7
2015-06-12,1241.95
2015-06-15,1223.0
2015-06-16,1238.15
2015-06-17,1255.25
2015-06-18,1251.05
2015-06-19,1245.65
2015-06-22,1259.8
2015-06-23,1263.55
2015-06-24,1240.4
2015-06-25,1208.1
2015-06-26,1216.75
2015-06-29,1196.5
2015-06-30,1211.0
2015-07-01,1240.45
2015-07-02,1300.95
2015-07-03,1328.3
2015-07-06,1323.3
2015-07-07,1350.35
2015-07-08,1312.2
2015-07-09,1311.5
2015-07-10,1326.4
2015-07-13,1348.1
2015-07-14,1347.35
2015-07-15,1357.0
2015-07-16,1424.7
2015-07-17,1474.1
