Date,OFSS
2015-01-01,3357.65
2015-01-02,3411.15
2015-01-05,3405.6
2015-01-06,3300.6
2015-01-07,3300.7
2015-01-08,3325.15
2015-01-09,3289.2
2015-01-12,3273.25
2015-01-13,3302.6
2015-01-14,3368.3
2015-01-15,3371.25
2015-01-16,3345.15
2015-01-19,3345.65
2015-01-20,3369.95
2015-01-21,3369.65
2015-01-22,3346.05
2015-01-23,3322.15
2015-01-27,3291.95
2015-01-28,3256.5
2015-01-29,3341.9
2015-01-30,3397.35
2015-02-02,3396.75
2015-02-03,3400.75
2015-02-04,3412.25
2015-02-05,3300.2
2015-02-06,3318.15
2015-02-09,3277.0
2015-02-10,3269.85
2015-02-11,3304.75
2015-02-12,3345.45
2015-02-13,3443.4
2015-02-16,3353.55
2015-02-18,3368.25
2015-02-19,3343.25
2015-02-20,3301.0
2015-02-23,3270.9
2015-02-24,3268.2
2015-02-25,3261.25
2015-02-26,3258.25
2015-02-27,3260.5
2015-02-28,3277.25
2015-03-02,3373.7
2015-03-03,3375.85
2015-03-04,3349.75
2015-03-05,3329.05
2015-03-09,3318.7
2015-03-10,3318.7
2015-03-11,3302.95
2015-03-12,3298.25
2015-03-13,3280.0
2015-03-16,3282.45
2015-03-17,3290.55
2015-03-18,3265.05
2015-03-19,3261.0
2015-03-20,3247.55
2015-03-23,3207.25
2015-03-24,3199.45
2015-03-25,3184.05
2015-03-26,3223.45
2015-03-27,3246.15
2015-03-30,3255.15
2015-03-31,3260.05
2015-04-01,3254.15
2015-04-06,3229.9
2015-04-07,3359.65
2015-04-08,3338.8
2015-04-09,3364.85
2015-04-10,3352.65
2015-04-13,3433.05
2015-04-15,3362.6
2015-04-16,3420.6
2015-04-17,3354.55
2015-04-20,3297.45
2015-04-21,3306.45
2015-04-22,3291.8
2015-04-23,3297.45
2015-04-24,3253.15
2015-04-27,3177.65
2015-04-28,3193.0
2015-04-29,3321.3
2015-04-30,3315.7
2015-05-04,3349.4
2015-05-05,3379.0
2015-05-06,3352.0
2015-05-07,3366.4
2015-05-08,3383.5
2015-05-11,3392.15
2015-05-12,3475.35
2015-05-13,3479.5
2015-05-14,3517.85
2015-05-15,3495.65
2015-05-18,3484.95
2015-05-19,3508.3
2015-05-20,3568.45
2015-05-21,3580.55
2015-05-22,3630.6
2015-05-25,3583.5
2015-05-26,3588.75
2015-05-27,3593.45
2015-05-28,3629.65
2015-05-29,3631.0
2015-06-01,3593.3
2015-06-02,3545.9
2015-06-03,3519.2
2015-06-04,3496.1
2015-06-05,3466.45
2015-06-08,3440.75
2015-06-09,3493.9
2015-06-10,3509.35
2015-06-11,3530.7
2015-06-12,3611.4
2015-06-15,3558.35
2015-06-16,3617.6
2015-06-17,3754.65
2015-06-18,3760.1
2015-06-19,3719.55
2015-06-22,3746.7
2015-06-23,3767.8
2015-06-24,3767.1
2015-06-25,3775.4
2015-06-26,3749.25
2015-06-29,3703.45
2015-06-30,3780.1
2015-07-01,3846.3
2015-07-02,3926.35
2015-07-03,3878.0
2015-07-06,3911.95
2015-07-07,3896.4
2015-07-08,3881.15
2015-07-09,3798.05
2015-07-10,3781.75
2015-07-13,3846.45
2015-07-14,3817.5
2015-07-15,3823.6
2015-07-16,3826.9
2015-07-17,3845.1
2015-07-20,3870.05
2015-07-21,3827.45
2015-07-22,3855.7
