Date,LUMAXTECH
2015-01-01,377.75
2015-01-02,372.9
2015-01-05,371.2
2015-01-06,350.1
2015-01-07,357.3
2015-01-08,366.95
2015-01-09,362.15
2015-01-12,356.25
2015-01-13,370.6
2015-01-14,368.95
2015-01-15,372.6
2015-01-16,372.35
2015-01-19,377.6
2015-01-20,368.05
2015-01-21,369.3
2015-01-22,369.35
2015-01-23,356.95
2015-01-27,362.85
2015-01-28,359.9
2015-01-29,349.4
2015-01-30,353.8
2015-02-02,372.9
2015-02-03,374.95
2015-02-04,360.9
2015-02-05,357.9
2015-02-06,348.25
2015-02-09,336.25
2015-02-10,337.55
2015-02-11,349.35
2015-02-12,357.15
2015-02-13,361.05
2015-02-16,350.45
2015-02-18,357.15
2015-02-19,344.75
2015-02-20,348.05
2015-02-23,341.95
2015-02-24,334.75
2015-02-25,320.95
2015-02-26,327.15
2015-02-27,326.95
2015-02-28,334.45
2015-03-02,330.0
2015-03-03,323.35
2015-03-04,313.75
2015-03-05,319.35
2015-03-09,305.0
2015-03-10,304.8
2015-03-11,292.5
2015-03-12,298.25
2015-03-13,292.4
2015-03-16,271.85
2015-03-17,275.65
2015-03-18,282.7
2015-03-19,288.85
2015-03-20,274.9
2015-03-23,269.35
2015-03-24,264.2
2015-03-25,266.9
2015-03-26,265.9
2015-03-27,255.5
2015-03-30,288.3
2015-03-31,284.55
2015-04-01,290.0
2015-04-06,299.0
2015-04-07,299.7
2015-04-08,296.6
2015-04-09,294.3
2015-04-10,298.85
2015-04-13,312.65
2015-04-15,319.35
2015-04-16,303.95
2015-04-17,309.2
2015-04-20,320.7
2015-04-21,318.6
2015-04-22,309.9
2015-04-23,307.05
2015-04-24,300.95
2015-04-27,288.5
2015-04-28,310.45
2015-04-29,301.25
2015-04-30,302.6
2015-05-04,302.6
2015-05-05,301.4
2015-05-06,295.5
2015-05-07,287.15
2015-05-08,291.45
2015-05-11,294.5
2015-05-12,291.8
2015-05-13,287.95
2015-05-14,289.75
2015-05-15,293.7
2015-05-18,294.65
2015-05-19,293.15
2015-05-20,293.25
2015-05-21,291.2
2015-05-22,287.15
2015-05-25,290.35
2015-05-26,263.85
2015-05-27,266.8
2015-05-28,256.3
2015-05-29,255.7
2015-06-01,252.65
2015-06-02,252.15
2015-06-03,241.85
2015-06-04,241.75
2015-06-05,241.75
2015-06-08,230.8
2015-06-09,227.45
2015-06-10,231.4
2015-06-11,230.05
2015-06-12,227.2
2015-06-15,224.7
2015-06-16,226.15
2015-06-17,222.85
2015-06-18,224.05
2015-06-19,250.4
2015-06-22,242.9
2015-06-23,235.0
2015-06-24,243.3
2015-06-25,239.45
2015-06-26,236.5
2015-06-29,220.85
2015-06-30,234.6
2015-07-01,236.75
2015-07-02,237.05
2015-07-03,247.3
2015-07-06,239.35
2015-07-07,253.95
2015-07-08,243.5
2015-07-09,248.7
2015-07-10,246.1
2015-07-13,248.05
2015-07-14,244.95
2015-07-15,248.05
2015-07-16,240.2
2015-07-17,249.5
2015-07-20,259.0
2015-07-21,250.55
2015-07-22,253.0
2015-07-23,249.75
2015-07-24,248.15
2015-07-27,255.8
2015-07-28,272.05
2015-07-29,282.7
2015-07-30,281.6
2015-07-31,288.95
2015-08-03,294.05
2015-08-04,292.75
2015-08-05,288.55
2015-08-06,285.95
2015-08-07,292.9
2015-08-10,296.85
2015-08-11,287.3
2015-08-12,274.65
2015-08-13,269.8
2015-08-14,273.15
2015-08-17,271.25
2015-08-18,269.6
2015-08-19,277.65
2015-08-20,265.55
2015-08-21,264.45
2015-08-24,253.8
2015-08-25,246.3
2015-08-26,245.85
2015-08-27,267.45
2015-08-28,263.55
2015-08-31,257.25
2015-09-01,250.95
2015-09-02,239.4
2015-09-03,246.25
2015-09-04,251.55
2015-09-07,230.0
2015-09-08,234.4
2015-09-09,244.2
2015-09-10,239.7
2015-09-11,245.15
2015-09-14,248.85
2015-09-15,247.4
2015-09-16,248.25
2015-09-18,251.85
2015-09-21,257.75
2015-09-22,250.8
2015-09-23,247.05
2015-09-24,243.5
2015-09-28,245.35
2015-09-29,244.4
2015-09-30,246.0
2015-10-01,247.75
2015-10-05,244.25
2015-10-06,250.1
2015-10-07,247.9
2015-10-08,246.0
2015-10-09,243.6
2015-10-12,247.7
2015-10-13,258.45
2015-10-14,257.85
2015-10-15,286.75
2015-10-16,282.3
2015-10-19,282.75
2015-10-20,301.25
2015-10-21,309.45
2015-10-23,315.0
2015-10-26,314.35
2015-10-27,307.6
2015-10-28,300.7
2015-10-29,307.85
2015-10-30,301.2
2015-11-02,309.55
2015-11-03,310.35
2015-11-04,315.2
2015-11-05,299.2
2015-11-06,299.9
2015-11-09,300.45
2015-11-10,298.8
2015-11-11,312.5
2015-11-13,307.95
2015-11-16,305.1
2015-11-17,303.45
2015-11-18,298.0
2015-11-19,296.35
2015-11-20,306.4
2015-11-23,303.95
2015-11-24,337.4
2015-11-26,370.05
2015-11-27,368.45
2015-11-30,364.05
2015-12-01,366.65
2015-12-02,360.4
2015-12-03,356.25
2015-12-04,352.2
2015-12-07,355.75
2015-12-08,356.2
2015-12-09,330.85
2015-12-10,332.45
2015-12-11,319.9
2015-12-14,345.35
2015-12-15,363.2
2015-12-16,365.35
2015-12-17,366.8
2015-12-18,373.2
2015-12-21,381.65
2015-12-22,392.25
2015-12-23,402.05
2015-12-24,408.45
2015-12-28,393.05
2015-12-29,393.7
2015-12-30,393.5
2015-12-31,402.2
