Date,IOB
2015-01-01,63.75
2015-01-02,63.85
2015-01-05,62.55
2015-01-06,59.45
2015-01-07,59.05
2015-01-08,60.35
2015-01-09,59.85
2015-01-12,60.75
2015-01-13,59.6
2015-01-14,59.0
2015-01-15,61.2
2015-01-16,60.0
2015-01-19,60.5
2015-01-20,60.75
2015-01-21,60.65
2015-01-22,59.45
2015-01-23,59.4
2015-01-27,59.25
2015-01-28,59.0
2015-01-29,59.55
2015-01-30,56.9
2015-02-02,58.65
2015-02-03,56.4
2015-02-04,55.7
2015-02-05,50.25
2015-02-06,50.15
2015-02-09,49.1
2015-02-10,48.1
2015-02-11,48.85
2015-02-12,47.3
2015-02-13,48.2
2015-02-16,47.7
2015-02-18,47.8
2015-02-19,47.45
2015-02-20,49.6
2015-02-23,48.25
2015-02-24,48.35
2015-02-25,48.15
2015-02-26,46.45
2015-02-27,48.55
2015-02-28,49.1
2015-03-02,49.1
2015-03-03,49.95
2015-03-04,47.65
2015-03-05,47.65
2015-03-09,46.5
2015-03-10,45.65
2015-03-11,46.3
2015-03-12,46.55
2015-03-13,43.55
2015-03-16,43.7
2015-03-17,43.7
2015-03-18,44.05
2015-03-19,43.45
2015-03-20,43.1
2015-03-23,42.6
2015-03-24,41.65
2015-03-25,41.4
2015-03-26,42.9
2015-03-27,41.6
2015-03-30,42.7
2015-03-31,42.35
2015-04-01,42.8
2015-04-06,42.5
2015-04-07,42.75
2015-04-08,43.25
2015-04-09,44.65
2015-04-10,45.1
2015-04-13,46.05
2015-04-15,46.3
2015-04-16,45.75
2015-04-17,45.35
2015-04-20,44.2
2015-04-21,44.4
2015-04-22,43.9
2015-04-23,43.7
2015-04-24,42.7
2015-04-27,42.2
2015-04-28,42.65
2015-04-29,42.8
2015-04-30,44.35
2015-05-04,45.05
2015-05-05,44.8
2015-05-06,42.7
2015-05-07,41.2
2015-05-08,40.5
2015-05-11,42.0
2015-05-12,40.95
2015-05-13,41.4
2015-05-14,42.55
2015-05-15,42.45
2015-05-18,42.4
2015-05-19,42.8
2015-05-20,42.45
2015-05-21,42.05
2015-05-22,42.1
2015-05-25,41.85
2015-05-26,41.6
2015-05-27,42.75
2015-05-28,43.0
2015-05-29,43.2
2015-06-01,42.75
2015-06-02,41.15
2015-06-03,39.8
2015-06-04,38.75
2015-06-05,38.25
2015-06-08,37.25
2015-06-09,37.3
2015-06-10,37.55
2015-06-11,36.65
2015-06-12,36.75
2015-06-15,36.35
2015-06-16,36.75
2015-06-17,36.9
2015-06-18,37.1
2015-06-19,37.7
2015-06-22,38.75
2015-06-23,38.9
2015-06-24,38.55
2015-06-25,38.85
2015-06-26,38.0
2015-06-29,36.95
2015-06-30,37.05
2015-07-01,37.9
2015-07-02,37.35
2015-07-03,37.4
2015-07-06,37.7
2015-07-07,38.05
2015-07-08,37.4
2015-07-09,37.75
2015-07-10,38.4
2015-07-13,38.65
2015-07-14,38.55
2015-07-15,38.2
2015-07-16,39.1
2015-07-17,39.65
2015-07-20,39.15
2015-07-21,38.7
2015-07-22,38.75
2015-07-23,38.7
2015-07-24,38.1
2015-07-27,35.65
2015-07-28,35.7
2015-07-29,35.9
2015-07-30,36.5
2015-07-31,38.0
2015-08-03,38.5
2015-08-04,39.6
2015-08-05,39.05
2015-08-06,39.5
2015-08-07,39.0
2015-08-10,37.95
2015-08-11,37.4
2015-08-12,36.75
2015-08-13,36.7
2015-08-14,38.65
2015-08-17,40.25
2015-08-18,39.75
2015-08-19,38.95
2015-08-20,38.1
2015-08-21,37.85
2015-08-24,35.9
2015-08-25,35.25
2015-08-26,35.45
2015-08-27,37.5
2015-08-28,35.35
2015-08-31,34.8
2015-09-01,34.2
2015-09-02,34.05
2015-09-03,34.15
2015-09-04,33.65
2015-09-07,33.05
2015-09-08,33.3
2015-09-09,34.0
2015-09-10,33.7
2015-09-11,33.85
2015-09-14,35.0
2015-09-15,34.7
2015-09-16,34.9
2015-09-18,35.55
2015-09-21,35.85
2015-09-22,35.05
2015-09-23,36.05
2015-09-24,36.45
2015-09-28,36.5
2015-09-29,36.2
2015-09-30,36.25
2015-10-01,36.85
2015-10-05,37.45
2015-10-06,37.1
2015-10-07,37.35
2015-10-08,37.65
2015-10-09,37.3
2015-10-12,37.45
2015-10-13,37.15
2015-10-14,37.15
2015-10-15,37.15
2015-10-16,36.6
2015-10-19,36.6
2015-10-20,36.5
2015-10-21,36.3
2015-10-23,35.85
2015-10-26,35.25
2015-10-27,35.5
2015-10-28,35.35
2015-10-29,36.2
2015-10-30,35.0
2015-11-02,31.0
2015-11-03,30.65
2015-11-04,30.85
2015-11-05,30.45
2015-11-06,30.6
2015-11-09,30.65
2015-11-10,30.65
2015-11-11,30.85
2015-11-13,30.5
2015-11-16,30.85
2015-11-17,30.7
2015-11-18,30.4
2015-11-19,30.9
2015-11-20,30.85
2015-11-23,30.7
2015-11-24,31.85
2015-11-26,32.0
2015-11-27,32.25
2015-11-30,32.25
2015-12-01,33.1
2015-12-02,32.6
2015-12-03,32.2
2015-12-04,31.45
2015-12-07,31.3
2015-12-08,30.7
2015-12-09,30.7
2015-12-10,30.75
2015-12-11,30.5
2015-12-14,30.8
2015-12-15,30.6
2015-12-16,30.55
2015-12-17,31.0
2015-12-18,30.8
2015-12-21,30.9
2015-12-22,30.55
2015-12-23,30.9
2015-12-24,30.8
2015-12-28,30.7
2015-12-29,30.95
2015-12-30,30.95
2015-12-31,31.05
