Date,MARALOVER
2015-01-01,19.05
2015-01-02,19.45
2015-01-05,19.0
2015-01-06,18.5
2015-01-07,19.0
2015-01-08,19.4
2015-01-09,19.15
2015-01-12,19.25
2015-01-13,21.05
2015-01-14,21.65
2015-01-15,21.9
2015-01-16,23.0
2015-01-19,22.85
2015-01-20,22.5
2015-01-21,22.6
2015-01-22,24.05
2015-01-23,24.05
2015-01-27,24.1
2015-01-28,23.5
2015-01-29,22.5
2015-01-30,21.95
2015-02-02,21.95
2015-02-03,21.8
2015-02-04,22.5
2015-02-05,24.0
2015-02-06,24.75
2015-02-09,23.45
2015-02-10,22.8
2015-02-11,22.75
2015-02-12,22.6
2015-02-13,22.45
2015-02-16,23.25
2015-02-18,26.05
2015-02-19,26.25
2015-02-20,26.35
2015-02-23,26.85
2015-02-24,28.9
2015-02-25,29.9
2015-02-26,28.9
2015-02-27,32.25
2015-02-28,30.8
2015-03-02,28.8
2015-03-03,31.65
2015-03-04,29.7
2015-03-05,29.05
2015-03-09,28.35
2015-03-10,29.7
2015-03-11,30.3
2015-03-12,29.4
2015-03-13,28.2
2015-03-16,27.6
2015-03-17,27.15
2015-03-18,27.0
2015-03-19,26.85
2015-03-20,26.05
2015-03-23,26.05
2015-03-24,25.35
2015-03-25,25.1
2015-03-26,23.85
2015-03-27,24.9
2015-03-30,25.95
2015-03-31,26.0
2015-04-01,27.9
2015-04-06,30.3
2015-04-07,30.25
2015-04-08,29.55
2015-04-09,30.7
2015-04-10,30.0
2015-04-13,30.9
2015-04-15,33.75
2015-04-16,35.65
2015-04-17,38.0
2015-04-20,36.55
2015-04-21,33.8
2015-04-22,35.45
2015-04-23,36.55
2015-04-24,34.45
2015-04-27,31.3
2015-04-28,32.3
2015-04-29,32.95
2015-04-30,33.5
2015-05-04,35.5
2015-05-05,33.9
2015-05-06,30.0
2015-05-07,28.1
2015-05-08,26.7
2015-05-11,27.65
2015-05-12,26.55
2015-05-13,27.2
2015-05-14,27.55
2015-05-15,27.95
2015-05-18,28.1
2015-05-19,28.15
2015-05-20,28.85
2015-05-21,28.55
2015-05-22,28.5
2015-05-25,28.0
2015-05-26,28.85
2015-05-27,28.65
2015-05-28,28.0
2015-05-29,28.15
2015-06-01,27.6
2015-06-02,26.7
2015-06-03,25.7
2015-06-04,25.65
2015-06-05,25.4
2015-06-08,24.15
2015-06-09,24.8
2015-06-10,25.95
2015-06-11,24.5
2015-06-12,25.0
2015-06-15,25.1
2015-06-16,24.55
2015-06-17,24.9
2015-06-18,25.8
2015-06-19,26.9
2015-06-22,27.4
2015-06-23,29.2
2015-06-24,29.1
2015-06-25,29.6
2015-06-26,29.85
2015-06-29,28.4
2015-06-30,34.05
2015-07-01,35.0
2015-07-02,37.1
2015-07-03,36.55
2015-07-06,43.15
2015-07-07,40.85
2015-07-08,39.0
2015-07-09,38.9
2015-07-10,36.6
2015-07-13,37.5
2015-07-14,39.0
2015-07-15,38.0
2015-07-16,37.15
2015-07-17,37.5
2015-07-20,37.45
2015-07-21,34.8
2015-07-22,34.75
2015-07-23,33.85
2015-07-24,33.3
2015-07-27,32.05
2015-07-28,31.75
2015-07-29,34.9
2015-07-30,38.35
2015-07-31,37.95
2015-08-03,37.8
2015-08-04,38.95
2015-08-05,36.75
2015-08-06,36.95
2015-08-07,38.55
2015-08-10,40.6
2015-08-11,38.45
2015-08-12,35.7
2015-08-13,34.25
2015-08-14,36.2
2015-08-17,37.15
2015-08-18,35.65
2015-08-19,35.6
2015-08-20,33.35
2015-08-21,32.4
2015-08-24,29.2
2015-08-25,27.65
2015-08-26,28.6
2015-08-27,30.4
2015-08-28,29.5
2015-08-31,29.15
2015-09-01,26.9
2015-09-02,25.4
2015-09-03,25.05
2015-09-04,25.1
2015-09-07,24.1
2015-09-08,25.2
2015-09-09,26.25
2015-09-10,25.95
2015-09-11,25.0
2015-09-14,26.2
2015-09-15,26.0
2015-09-16,25.6
2015-09-18,26.85
2015-09-21,26.25
2015-09-22,26.5
2015-09-23,27.3
2015-09-24,27.15
2015-09-28,26.3
2015-09-29,26.05
2015-09-30,26.4
2015-10-01,26.35
2015-10-05,27.3
2015-10-06,27.75
2015-10-07,27.6
2015-10-08,28.35
2015-10-09,28.75
2015-10-12,27.9
2015-10-13,28.3
2015-10-14,31.1
2015-10-15,31.05
2015-10-16,30.7
2015-10-19,30.7
2015-10-20,29.3
2015-10-21,28.75
2015-10-23,29.05
2015-10-26,28.7
2015-10-27,28.85
2015-10-28,28.6
2015-10-29,28.45
2015-10-30,28.3
2015-11-02,27.4
2015-11-03,26.9
2015-11-04,26.75
2015-11-05,25.75
2015-11-06,26.4
2015-11-09,26.15
2015-11-10,25.65
2015-11-11,25.6
2015-11-13,23.1
2015-11-16,26.3
2015-11-17,28.95
2015-11-18,28.15
2015-11-19,29.75
2015-11-20,30.1
2015-11-23,31.4
2015-11-24,31.5
2015-11-26,31.8
2015-11-27,31.8
2015-11-30,32.2
2015-12-01,33.4
2015-12-02,36.15
2015-12-03,35.85
2015-12-04,34.75
2015-12-07,34.0
2015-12-08,32.15
2015-12-09,30.9
2015-12-10,31.8
2015-12-11,31.45
2015-12-14,31.55
2015-12-15,33.3
2015-12-16,33.25
2015-12-17,33.25
2015-12-18,34.0
2015-12-21,34.1
2015-12-22,35.0
2015-12-23,35.35
2015-12-24,35.7
2015-12-28,36.6
2015-12-29,36.2
2015-12-30,35.65
2015-12-31,35.25
