Date,VICEROY
2015-01-01,18.2
2015-01-02,18.8
2015-01-05,18.65
2015-01-06,17.9
2015-01-07,17.25
2015-01-08,17.9
2015-01-09,17.65
2015-01-12,17.7
2015-01-13,17.6
2015-01-14,17.45
2015-01-15,17.7
2015-01-16,17.45
2015-01-19,17.35
2015-01-20,17.5
2015-01-21,17.4
2015-01-22,18.3
2015-01-23,17.65
2015-01-27,17.55
2015-01-28,17.55
2015-01-29,17.9
2015-01-30,18.0
2015-02-02,17.8
2015-02-03,17.35
2015-02-04,17.35
2015-02-05,17.35
2015-02-06,16.7
2015-02-09,16.3
2015-02-10,16.35
2015-02-11,16.6
2015-02-12,17.55
2015-02-13,16.9
2015-02-16,16.85
2015-02-18,17.85
2015-02-19,17.3
2015-02-20,17.1
2015-02-23,16.8
2015-02-24,17.2
2015-02-25,16.9
2015-02-26,16.55
2015-02-27,17.0
2015-02-28,16.9
2015-03-02,16.7
2015-03-03,16.8
2015-03-04,16.8
2015-03-05,16.5
2015-03-09,16.25
2015-03-10,15.95
2015-03-11,15.9
2015-03-12,15.75
2015-03-13,15.8
2015-03-16,15.6
2015-03-17,15.25
2015-03-18,15.25
2015-03-19,15.8
2015-03-20,15.3
2015-03-23,15.1
2015-03-24,15.05
2015-03-25,14.9
2015-03-26,14.85
2015-03-27,14.55
2015-03-30,15.1
2015-03-31,15.15
2015-04-01,15.5
2015-04-06,17.8
2015-04-07,19.1
2015-04-08,18.2
2015-04-09,17.75
2015-04-10,17.7
2015-04-13,18.0
2015-04-15,17.7
2015-04-16,17.45
2015-04-17,17.1
2015-04-20,16.4
2015-04-21,16.4
2015-04-22,16.3
2015-04-23,16.25
2015-04-24,16.0
2015-04-27,15.8
2015-04-28,15.9
2015-04-29,15.5
2015-04-30,15.6
2015-05-04,16.05
2015-05-05,16.2
2015-05-06,15.65
2015-05-07,15.5
2015-05-08,15.4
2015-05-11,15.5
2015-05-12,15.15
2015-05-13,15.1
2015-05-14,14.95
2015-05-15,14.9
2015-05-18,14.55
2015-05-19,14.85
2015-05-20,15.35
2015-05-21,15.05
2015-05-22,14.9
2015-05-25,14.65
2015-05-26,14.7
2015-05-27,14.6
2015-05-28,14.65
2015-05-29,14.65
2015-06-01,15.25
2015-06-02,14.7
2015-06-03,13.6
2015-06-04,13.4
2015-06-05,13.35
2015-06-08,13.7
2015-06-09,13.55
2015-06-10,13.7
2015-06-11,13.25
2015-06-12,13.15
2015-06-15,13.3
2015-06-16,13.15
2015-06-17,13.4
2015-06-18,13.8
2015-06-19,13.95
2015-06-22,14.15
2015-06-23,14.35
2015-06-24,14.3
2015-06-25,14.25
2015-06-26,13.8
2015-06-29,13.5
2015-06-30,13.5
2015-07-01,14.25
2015-07-02,14.95
2015-07-03,15.1
2015-07-06,15.25
2015-07-07,15.6
2015-07-08,15.15
2015-07-09,15.85
2015-07-10,15.65
2015-07-13,15.05
2015-07-14,14.85
2015-07-15,16.3
2015-07-16,16.35
2015-07-17,17.35
2015-07-20,17.8
2015-07-21,16.8
2015-07-22,16.95
2015-07-23,16.25
2015-07-24,16.0
2015-07-27,15.9
2015-07-28,15.75
2015-07-29,15.75
2015-07-30,15.85
2015-07-31,16.15
2015-08-03,16.5
2015-08-04,16.45
2015-08-05,17.75
2015-08-06,17.35
2015-08-07,17.15
2015-08-10,16.95
2015-08-11,16.45
2015-08-12,15.6
2015-08-13,15.2
2015-08-14,15.4
2015-08-17,15.15
2015-08-18,15.2
2015-08-19,15.25
2015-08-20,14.75
2015-08-21,15.75
2015-08-24,13.15
2015-08-25,12.5
2015-08-26,12.35
2015-08-27,13.2
2015-08-28,13.15
2015-08-31,13.3
2015-09-01,12.9
2015-09-02,12.95
2015-09-03,13.15
2015-09-04,12.9
2015-09-07,12.9
2015-09-08,12.75
2015-09-09,12.8
2015-09-10,12.75
2015-09-11,12.8
2015-09-14,13.0
2015-09-15,12.8
2015-09-16,13.0
2015-09-18,13.15
2015-09-21,13.35
2015-09-22,13.3
2015-09-23,13.3
2015-09-24,13.15
2015-09-28,12.95
2015-09-29,13.15
2015-09-30,13.2
2015-10-01,13.15
2015-10-05,13.5
2015-10-06,13.95
2015-10-07,14.1
2015-10-08,13.95
2015-10-09,14.25
2015-10-12,14.1
2015-10-13,14.8
2015-10-14,15.75
2015-10-15,16.45
2015-10-16,16.9
2015-10-19,17.5
2015-10-20,16.6
2015-10-21,16.25
2015-10-23,16.05
2015-10-26,15.6
2015-10-27,15.2
2015-10-28,14.95
2015-10-29,15.35
2015-10-30,16.1
2015-11-02,15.45
2015-11-03,15.2
2015-11-04,15.45
2015-11-05,14.85
2015-11-06,14.85
2015-11-09,15.2
2015-11-10,14.9
2015-11-11,14.9
2015-11-13,14.7
2015-11-16,14.6
2015-11-17,14.85
2015-11-18,14.65
2015-11-19,14.75
2015-11-20,14.5
2015-11-23,17.4
2015-11-24,17.6
2015-11-26,17.05
2015-11-27,18.15
2015-11-30,18.15
2015-12-01,18.05
2015-12-02,19.5
2015-12-03,18.9
2015-12-04,18.3
2015-12-07,17.65
2015-12-08,17.6
2015-12-09,17.85
2015-12-10,18.1
2015-12-11,17.75
2015-12-14,18.0
2015-12-15,18.05
2015-12-16,18.0
2015-12-17,18.2
2015-12-18,18.35
2015-12-21,17.95
2015-12-22,17.8
2015-12-23,18.25
2015-12-24,18.15
2015-12-28,18.05
2015-12-29,17.45
2015-12-30,17.6
2015-12-31,20.45
