Date,OMKARCHEM
2015-01-01,162.35
2015-01-02,162.05
2015-01-05,166.3
2015-01-06,162.75
2015-01-07,165.4
2015-01-08,168.15
2015-01-09,169.5
2015-01-12,167.7
2015-01-13,166.95
2015-01-14,168.95
2015-01-15,170.0
2015-01-16,173.5
2015-01-19,174.0
2015-01-20,170.35
2015-01-21,172.4
2015-01-22,171.55
2015-01-23,169.85
2015-01-27,166.85
2015-01-28,169.8
2015-01-29,168.15
2015-01-30,168.25
2015-02-02,169.55
2015-02-03,170.0
2015-02-04,166.35
2015-02-05,165.25
2015-02-06,167.25
2015-02-09,166.45
2015-02-10,167.3
2015-02-11,164.6
2015-02-12,166.7
2015-02-13,164.75
2015-02-16,164.55
2015-02-18,164.45
2015-02-19,163.8
2015-02-20,161.95
2015-02-23,161.1
2015-02-24,163.4
2015-02-25,161.65
2015-02-26,158.95
2015-02-27,162.45
2015-02-28,167.4
2015-03-02,161.4
2015-03-03,160.05
2015-03-04,155.65
2015-03-05,165.85
2015-03-09,156.15
2015-03-10,159.65
2015-03-11,164.25
2015-03-12,158.8
2015-03-13,152.45
2015-03-16,151.4
2015-03-17,147.0
2015-03-18,150.25
2015-03-19,149.35
2015-03-20,148.0
2015-03-23,145.7
2015-03-24,147.65
2015-03-25,145.5
2015-03-26,149.75
2015-03-27,148.35
2015-03-30,154.9
2015-03-31,160.9
2015-04-01,167.5
2015-04-06,166.15
2015-04-07,166.9
2015-04-08,166.1
2015-04-09,159.7
2015-04-10,159.8
2015-04-13,156.1
2015-04-15,155.3
2015-04-16,156.3
2015-04-17,155.2
2015-04-20,151.55
2015-04-21,152.65
2015-04-22,152.55
2015-04-23,151.95
2015-04-24,149.0
2015-04-27,146.6
2015-04-28,143.35
2015-04-29,143.6
2015-04-30,141.75
2015-05-04,142.15
2015-05-05,149.05
2015-05-06,145.35
2015-05-07,141.95
2015-05-08,159.55
2015-05-11,165.95
2015-05-12,165.6
2015-05-13,164.0
2015-05-14,158.9
2015-05-15,158.35
2015-05-18,162.5
2015-05-19,159.25
2015-05-20,157.25
2015-05-21,158.6
2015-05-22,158.7
2015-05-25,164.95
2015-05-26,161.45
2015-05-27,160.85
2015-05-28,154.7
2015-05-29,156.45
2015-06-01,160.15
2015-06-02,158.35
2015-06-03,158.8
2015-06-04,155.2
2015-06-05,156.0
2015-06-08,154.4
2015-06-09,151.65
2015-06-10,154.05
2015-06-11,157.35
2015-06-12,157.4
2015-06-15,156.25
2015-06-16,155.65
2015-06-17,158.1
2015-06-18,158.8
2015-06-19,157.1
2015-06-22,157.2
2015-06-23,159.3
2015-06-24,162.75
2015-06-25,158.5
2015-06-26,159.3
2015-06-29,155.65
2015-06-30,157.4
2015-07-01,159.4
2015-07-02,160.95
2015-07-03,160.8
2015-07-06,159.1
2015-07-07,159.05
2015-07-08,157.0
2015-07-09,158.0
2015-07-10,160.2
2015-07-13,168.1
2015-07-14,166.45
2015-07-15,166.1
2015-07-16,169.1
2015-07-17,162.9
2015-07-20,179.75
2015-07-21,177.8
2015-07-22,175.75
2015-07-23,182.5
2015-07-24,184.05
2015-07-27,184.2
2015-07-28,186.35
2015-07-29,184.1
2015-07-30,184.25
2015-07-31,210.65
2015-08-03,206.75
2015-08-04,205.75
2015-08-05,211.2
2015-08-06,205.45
2015-08-07,219.35
2015-08-10,208.55
2015-08-11,204.5
2015-08-12,199.4
2015-08-13,205.35
2015-08-14,202.5
2015-08-17,202.15
2015-08-18,201.15
2015-08-19,196.4
2015-08-20,194.95
2015-08-21,195.45
2015-08-24,171.4
2015-08-25,164.15
2015-08-26,161.8
2015-08-27,174.75
2015-08-28,176.95
2015-08-31,175.6
2015-09-01,165.65
2015-09-02,165.55
2015-09-03,178.25
2015-09-04,168.15
2015-09-07,163.95
2015-09-08,161.45
2015-09-09,161.25
2015-09-10,160.1
2015-09-11,162.85
2015-09-14,166.5
2015-09-15,163.45
2015-09-16,163.2
2015-09-18,168.9
2015-09-21,168.1
2015-09-22,165.05
2015-09-23,164.7
2015-09-24,165.25
2015-09-28,172.55
2015-09-29,185.65
2015-09-30,192.55
2015-10-01,190.4
2015-10-05,202.05
2015-10-06,203.4
2015-10-07,197.35
2015-10-08,193.25
2015-10-09,193.2
2015-10-12,192.85
2015-10-13,197.6
2015-10-14,197.1
2015-10-15,196.65
2015-10-16,194.2
2015-10-19,218.75
2015-10-20,231.2
2015-10-21,224.5
2015-10-23,235.05
2015-10-26,220.75
2015-10-27,225.25
2015-10-28,229.9
2015-10-29,219.3
2015-10-30,215.25
2015-11-02,216.4
2015-11-03,213.35
2015-11-04,209.7
2015-11-05,197.55
2015-11-06,200.5
2015-11-09,197.3
2015-11-10,195.0
2015-11-11,201.75
2015-11-13,199.6
2015-11-16,202.55
2015-11-17,196.45
2015-11-18,193.55
2015-11-19,192.6
2015-11-20,198.8
2015-11-23,197.3
2015-11-24,196.1
2015-11-26,197.4
2015-11-27,199.35
2015-11-30,195.3
2015-12-01,212.05
2015-12-02,210.7
2015-12-03,205.95
2015-12-04,205.15
2015-12-07,213.4
2015-12-08,205.4
2015-12-09,198.2
2015-12-10,205.55
2015-12-11,203.3
2015-12-14,209.55
2015-12-15,214.2
2015-12-16,209.7
2015-12-17,217.3
2015-12-18,220.05
2015-12-21,229.9
2015-12-22,229.0
2015-12-23,234.4
2015-12-24,231.25
2015-12-28,228.55
2015-12-29,224.75
2015-12-30,227.25
2015-12-31,225.1
