Date,NIPPOBATRY
2015-05-21,727.2
2015-05-22,742.7
2015-05-25,730.95
2015-05-26,717.25
2015-05-27,696.6
2015-05-28,694.7
2015-05-29,701.05
2015-06-01,697.15
2015-06-02,683.5
2015-06-03,670.9
2015-06-04,669.3
2015-06-05,676.0
2015-06-08,659.85
2015-06-09,650.3
2015-06-10,670.2
2015-06-11,672.15
2015-06-12,675.0
2015-06-15,680.8
2015-06-16,675.8
2015-06-17,691.8
2015-06-18,680.5
2015-06-19,691.2
2015-06-22,758.45
2015-06-23,742.15
2015-06-24,747.45
2015-06-25,728.1
2015-06-26,718.25
2015-06-29,707.0
2015-06-30,723.9
2015-07-01,746.3
2015-07-02,735.7
2015-07-03,730.2
2015-07-06,735.05
2015-07-07,784.45
2015-07-08,759.65
2015-07-09,755.15
2015-07-10,756.7
2015-07-13,747.45
2015-07-14,757.9
2015-07-15,750.0
2015-07-16,763.4
2015-07-17,795.45
2015-07-20,808.55
2015-07-21,814.55
2015-07-22,820.15
2015-07-23,824.45
2015-07-24,868.85
2015-07-27,978.3
2015-07-28,1020.9
2015-07-29,1024.15
2015-07-30,1105.75
2015-07-31,1114.2
2015-08-03,1118.85
2015-08-04,1101.1
2015-08-05,1173.0
2015-08-06,1165.65
2015-08-07,1143.8
2015-08-10,1365.2
2015-08-11,1357.75
2015-08-12,1296.0
2015-08-13,1272.55
2015-08-14,1240.7
2015-08-17,1255.8
2015-08-18,1250.95
2015-08-19,1242.7
2015-08-20,1295.5
2015-08-21,1245.6
2015-08-24,1121.05
2015-08-25,1027.2
2015-08-26,999.6
2015-08-27,1096.6
2015-08-28,1066.6
2015-08-31,1059.3
2015-09-01,998.85
2015-09-02,994.1
2015-09-03,1045.95
2015-09-04,977.9
2015-09-07,951.45
2015-09-08,991.7
2015-09-09,1010.7
2015-09-10,1064.75
2015-09-11,1053.45
2015-09-14,1097.9
2015-09-15,1047.95
2015-09-16,1048.1
2015-09-18,1044.3
2015-09-21,1052.35
2015-09-22,1002.8
2015-09-23,1012.45
2015-09-24,1032.7
2015-09-28,1000.9
2015-09-29,1037.0
2015-09-30,1063.3
2015-10-01,1042.25
2015-10-05,1065.65
2015-10-06,1046.05
2015-10-07,1055.05
2015-10-08,1050.6
2015-10-09,1040.25
2015-10-12,1092.0
2015-10-13,1075.45
2015-10-14,1109.4
2015-10-15,1099.85
2015-10-16,1251.3
2015-10-19,1238.5
2015-10-20,1204.7
2015-10-21,1213.35
2015-10-23,1196.35
2015-10-26,1173.0
2015-10-27,1155.5
2015-10-28,1158.2
2015-10-29,1138.5
2015-10-30,1129.7
2015-11-02,1159.8
2015-11-03,1153.8
2015-11-04,1146.5
2015-11-05,1139.3
2015-11-06,1076.6
2015-11-09,1102.75
2015-11-10,1095.45
2015-11-11,1105.15
2015-11-13,1081.55
2015-11-16,1085.3
2015-11-17,1103.7
2015-11-18,1106.05
2015-11-19,1092.75
2015-11-20,1126.2
2015-11-23,1118.35
2015-11-24,1116.15
2015-11-26,1127.1
2015-11-27,1130.6
2015-11-30,1169.35
2015-12-01,1154.25
2015-12-02,1167.15
2015-12-03,1145.75
2015-12-04,1154.95
2015-12-07,1121.65
2015-12-08,1103.9
2015-12-09,1048.95
2015-12-10,1056.4
2015-12-11,1066.95
2015-12-14,1077.5
2015-12-15,1072.7
2015-12-16,1070.2
2015-12-17,1078.1
2015-12-18,1100.55
2015-12-21,1104.35
2015-12-22,1100.0
2015-12-23,1115.45
2015-12-24,1116.6
2015-12-28,1101.05
2015-12-29,1104.75
2015-12-30,1095.45
2015-12-31,1129.7
