Date,KIRIINDUS
2015-01-01,72.55
2015-01-02,73.8
2015-01-05,74.25
2015-01-06,71.15
2015-01-07,67.1
2015-01-08,60.5
2015-01-09,61.2
2015-01-12,62.0
2015-01-13,74.35
2015-01-14,75.05
2015-01-15,72.9
2015-01-16,69.7
2015-01-19,69.7
2015-01-20,70.6
2015-01-21,69.2
2015-01-22,68.0
2015-01-23,65.15
2015-01-27,65.75
2015-01-28,62.8
2015-01-29,66.7
2015-01-30,70.85
2015-02-02,72.5
2015-02-03,72.05
2015-02-04,72.75
2015-02-05,72.0
2015-02-06,70.0
2015-02-09,73.75
2015-02-10,71.85
2015-02-11,70.65
2015-02-12,69.3
2015-02-13,73.75
2015-02-16,78.25
2015-02-18,79.15
2015-02-19,77.45
2015-02-20,78.15
2015-02-23,76.2
2015-02-24,72.85
2015-02-25,72.6
2015-02-26,72.7
2015-02-27,72.75
2015-02-28,71.1
2015-03-02,77.9
2015-03-03,74.35
2015-03-04,74.25
2015-03-05,72.7
2015-03-09,76.85
2015-03-10,76.8
2015-03-11,76.45
2015-03-12,76.25
2015-03-13,74.3
2015-03-16,72.25
2015-03-17,73.55
2015-03-18,81.95
2015-03-19,98.05
2015-03-20,114.5
2015-03-23,125.95
2015-03-24,126.2
2015-03-25,113.7
2015-03-26,112.35
2015-03-27,123.55
2015-03-30,135.9
2015-03-31,138.4
2015-04-01,139.35
2015-04-06,135.8
2015-04-07,138.85
2015-04-08,137.1
2015-04-09,133.35
2015-04-10,137.0
2015-04-13,135.65
2015-04-15,131.95
2015-04-16,132.75
2015-04-17,132.75
2015-04-20,127.7
2015-04-21,127.15
2015-04-22,127.0
2015-04-23,127.1
2015-04-24,121.4
2015-04-27,111.05
2015-04-28,103.95
2015-04-29,114.3
2015-04-30,125.7
2015-05-04,127.8
2015-05-05,118.35
2015-05-06,118.6
2015-05-07,109.3
2015-05-08,109.85
2015-05-11,109.35
2015-05-12,107.85
2015-05-13,104.9
2015-05-14,109.4
2015-05-15,104.75
2015-05-18,109.2
2015-05-19,109.1
2015-05-20,110.85
2015-05-21,111.6
2015-05-22,107.9
2015-05-25,103.8
2015-05-26,105.1
2015-05-27,100.75
2015-05-28,98.05
2015-05-29,106.45
2015-06-01,117.05
2015-06-02,111.65
2015-06-03,103.75
2015-06-04,104.25
2015-06-05,104.55
2015-06-08,102.95
2015-06-09,100.45
2015-06-10,100.2
2015-06-11,95.25
2015-06-12,93.7
2015-06-15,96.6
2015-06-16,93.25
2015-06-17,94.5
2015-06-18,96.5
2015-06-19,95.9
2015-06-22,98.1
2015-06-23,100.25
2015-06-24,98.45
2015-06-25,98.25
2015-06-26,98.15
2015-06-29,94.2
2015-06-30,100.5
2015-07-01,102.6
2015-07-02,106.4
2015-07-03,109.85
2015-07-06,108.55
2015-07-07,110.0
2015-07-08,107.55
2015-07-09,109.2
2015-07-10,109.0
2015-07-13,109.75
2015-07-14,113.5
2015-07-15,116.0
2015-07-16,117.4
2015-07-17,119.6
2015-07-20,116.95
2015-07-21,113.65
2015-07-22,118.1
2015-07-23,118.4
2015-07-24,111.9
2015-07-27,112.25
2015-07-28,110.5
2015-07-29,112.3
2015-07-30,114.75
2015-07-31,113.05
2015-08-03,115.3
2015-08-04,115.1
2015-08-05,116.0
2015-08-06,124.05
2015-08-07,121.35
2015-08-10,109.7
2015-08-11,109.55
2015-08-12,102.9
2015-08-13,99.9
2015-08-14,101.25
2015-08-17,100.5
2015-08-18,100.15
2015-08-19,98.55
2015-08-20,96.1
2015-08-21,98.25
2015-08-24,80.25
2015-08-25,84.7
2015-08-26,88.25
2015-08-27,93.0
2015-08-28,94.95
2015-08-31,92.3
2015-09-01,91.55
2015-09-02,90.2
2015-09-03,91.5
2015-09-04,89.3
2015-09-07,87.35
2015-09-08,86.05
2015-09-09,88.45
2015-09-10,88.3
2015-09-11,88.75
2015-09-14,89.25
2015-09-15,89.1
2015-09-16,88.8
2015-09-18,88.3
2015-09-21,89.15
2015-09-22,84.6
2015-09-23,85.85
2015-09-24,85.6
2015-09-28,88.4
2015-09-29,90.9
2015-09-30,90.05
2015-10-01,91.9
2015-10-05,98.85
2015-10-06,114.6
2015-10-07,109.45
2015-10-08,110.25
2015-10-09,109.2
2015-10-12,109.25
2015-10-13,110.6
2015-10-14,111.0
2015-10-15,111.9
2015-10-16,112.05
2015-10-19,120.55
2015-10-20,123.85
2015-10-21,117.45
2015-10-23,113.25
2015-10-26,113.75
2015-10-27,117.9
2015-10-28,119.25
2015-10-29,121.8
2015-10-30,120.45
2015-11-02,118.35
2015-11-03,120.9
2015-11-04,121.65
2015-11-05,121.65
2015-11-06,120.05
2015-11-09,120.7
2015-11-10,121.0
2015-11-11,119.8
2015-11-13,116.25
2015-11-16,114.3
2015-11-17,113.5
2015-11-18,112.25
2015-11-19,111.1
2015-11-20,113.0
2015-11-23,110.35
2015-11-24,110.05
2015-11-26,109.85
2015-11-27,110.85
2015-11-30,109.1
2015-12-01,110.05
2015-12-02,107.9
2015-12-03,105.0
2015-12-04,103.6
2015-12-07,102.4
2015-12-08,101.75
2015-12-09,100.5
2015-12-10,101.05
2015-12-11,102.15
2015-12-14,100.1
2015-12-15,100.6
2015-12-16,100.05
2015-12-17,99.8
2015-12-18,100.7
2015-12-21,99.2
2015-12-22,106.65
2015-12-23,106.65
2015-12-24,106.3
2015-12-28,104.95
2015-12-29,105.0
2015-12-30,104.45
2015-12-31,105.6
