Date,COSMOFILMS
2015-01-01,95.6
2015-01-02,97.35
2015-01-05,96.4
2015-01-06,93.8
2015-01-07,92.95
2015-01-08,95.8
2015-01-09,94.65
2015-01-12,95.55
2015-01-13,95.85
2015-01-14,93.55
2015-01-15,92.8
2015-01-16,96.5
2015-01-19,95.9
2015-01-20,97.45
2015-01-21,97.3
2015-01-22,97.05
2015-01-23,95.35
2015-01-27,94.65
2015-01-28,98.9
2015-01-29,98.55
2015-01-30,98.85
2015-02-02,95.95
2015-02-03,94.15
2015-02-04,93.9
2015-02-05,92.95
2015-02-06,91.0
2015-02-09,89.1
2015-02-10,88.85
2015-02-11,91.15
2015-02-12,91.25
2015-02-13,93.1
2015-02-16,90.9
2015-02-18,87.65
2015-02-19,86.1
2015-02-20,85.8
2015-02-23,82.95
2015-02-24,82.65
2015-02-25,80.55
2015-02-26,79.05
2015-02-27,83.55
2015-02-28,81.6
2015-03-02,81.7
2015-03-03,81.2
2015-03-04,85.55
2015-03-05,86.85
2015-03-09,86.85
2015-03-10,86.55
2015-03-11,84.85
2015-03-12,84.0
2015-03-13,83.2
2015-03-16,81.95
2015-03-17,81.85
2015-03-18,80.35
2015-03-19,79.55
2015-03-20,78.4
2015-03-23,78.1
2015-03-24,76.8
2015-03-25,76.0
2015-03-26,74.15
2015-03-27,74.1
2015-03-30,75.9
2015-03-31,77.05
2015-04-01,79.25
2015-04-06,81.75
2015-04-07,85.55
2015-04-08,84.2
2015-04-09,85.85
2015-04-10,88.5
2015-04-13,89.9
2015-04-15,92.1
2015-04-16,91.7
2015-04-17,90.75
2015-04-20,87.35
2015-04-21,86.9
2015-04-22,86.7
2015-04-23,86.15
2015-04-24,83.5
2015-04-27,83.85
2015-04-28,84.3
2015-04-29,84.2
2015-04-30,84.15
2015-05-04,85.95
2015-05-05,86.6
2015-05-06,83.2
2015-05-07,83.1
2015-05-08,84.05
2015-05-11,87.85
2015-05-12,87.6
2015-05-13,90.15
2015-05-14,91.35
2015-05-15,92.95
2015-05-18,92.35
2015-05-19,92.85
2015-05-20,93.15
2015-05-21,93.3
2015-05-22,93.3
2015-05-25,109.65
2015-05-26,108.45
2015-05-27,113.55
2015-05-28,110.75
2015-05-29,111.05
2015-06-01,111.95
2015-06-02,109.1
2015-06-03,102.4
2015-06-04,105.0
2015-06-05,103.85
2015-06-08,102.7
2015-06-09,101.85
2015-06-10,102.1
2015-06-11,102.45
2015-06-12,102.2
2015-06-15,106.0
2015-06-16,107.75
2015-06-17,105.9
2015-06-18,109.9
2015-06-19,111.7
2015-06-22,111.9
2015-06-23,112.95
2015-06-24,114.2
2015-06-25,115.0
2015-06-26,114.8
2015-06-29,112.35
2015-06-30,113.9
2015-07-01,115.4
2015-07-02,116.65
2015-07-03,122.25
2015-07-06,123.8
2015-07-07,127.4
2015-07-08,126.8
2015-07-09,128.05
2015-07-10,130.5
2015-07-13,131.2
2015-07-14,127.55
2015-07-15,126.6
2015-07-16,133.2
2015-07-17,131.1
2015-07-20,133.8
2015-07-21,132.35
2015-07-22,133.75
2015-07-23,138.85
2015-07-24,140.35
2015-07-27,139.3
2015-07-28,141.3
2015-07-29,147.1
2015-07-30,145.55
2015-07-31,147.7
2015-08-03,170.95
2015-08-04,173.75
2015-08-05,167.95
2015-08-06,161.1
2015-08-07,164.2
2015-08-10,173.65
2015-08-11,170.5
2015-08-12,165.15
2015-08-13,159.25
2015-08-14,164.2
2015-08-17,166.9
2015-08-18,170.7
2015-08-19,182.65
2015-08-20,175.45
2015-08-21,171.4
2015-08-24,152.35
2015-08-25,150.15
2015-08-26,148.35
2015-08-27,152.1
2015-08-28,153.75
2015-08-31,154.35
2015-09-01,151.4
2015-09-02,150.3
2015-09-03,154.0
2015-09-04,145.8
2015-09-07,139.5
2015-09-08,139.45
2015-09-09,141.9
2015-09-10,142.3
2015-09-11,141.15
2015-09-14,141.9
2015-09-15,139.75
2015-09-16,139.7
2015-09-18,148.6
2015-09-21,159.65
2015-09-22,164.35
2015-09-23,179.15
2015-09-24,180.85
2015-09-28,181.5
2015-09-29,182.6
2015-09-30,181.55
2015-10-01,178.25
2015-10-05,187.3
2015-10-06,203.4
2015-10-07,201.75
2015-10-08,194.25
2015-10-09,200.8
2015-10-12,202.35
2015-10-13,205.75
2015-10-14,215.4
2015-10-15,212.5
2015-10-16,219.4
2015-10-19,232.8
2015-10-20,239.35
2015-10-21,234.35
2015-10-23,228.4
2015-10-26,217.1
2015-10-27,250.6
2015-10-28,249.0
2015-10-29,247.35
2015-10-30,248.2
2015-11-02,248.2
2015-11-03,246.0
2015-11-04,256.75
2015-11-05,246.35
2015-11-06,250.95
2015-11-09,267.35
2015-11-10,262.5
2015-11-11,269.15
2015-11-13,276.6
2015-11-16,287.05
2015-11-17,284.4
2015-11-18,275.95
2015-11-19,279.3
2015-11-20,270.45
2015-11-23,273.0
2015-11-24,283.4
2015-11-26,283.95
2015-11-27,275.2
2015-11-30,280.05
2015-12-01,280.45
2015-12-02,276.45
2015-12-03,270.85
2015-12-04,270.45
2015-12-07,262.85
2015-12-08,262.65
2015-12-09,247.6
2015-12-10,260.15
2015-12-11,252.2
2015-12-14,253.15
2015-12-15,263.6
2015-12-16,261.4
2015-12-17,266.1
2015-12-18,262.9
2015-12-21,261.4
2015-12-22,265.9
2015-12-23,268.3
2015-12-24,275.25
2015-12-28,275.1
2015-12-29,271.4
2015-12-30,273.25
2015-12-31,272.2
