Date,ICICIGOLD
2015-01-01,2516.15
2015-01-02,2525.0
2015-01-05,2542.7
2015-01-06,2575.35
2015-01-07,2559.45
2015-01-08,2531.1
2015-01-09,2525.7
2015-01-12,2550.1
2015-01-13,2570.2
2015-01-14,2555.25
2015-01-15,2545.8
2015-01-16,2603.6
2015-01-19,2627.0
2015-01-20,2651.45
2015-01-21,2667.3
2015-01-22,2650.2
2015-01-23,2658.9
2015-01-27,2618.5
2015-01-28,2636.5
2015-01-29,2631.0
2015-01-30,2613.4
2015-02-02,2623.65
2015-02-03,2627.5
2015-02-04,2602.2
2015-02-05,2606.1
2015-02-06,2591.5
2015-02-09,2567.35
2015-02-10,2560.0
2015-02-11,2547.5
2015-02-12,2558.95
2015-02-13,2548.25
2015-02-16,2576.0
2015-02-18,2545.0
2015-02-19,2541.0
2015-02-20,2548.0
2015-02-23,2504.3
2015-02-24,2496.1
2015-02-25,2505.65
2015-02-26,2519.35
2015-02-27,2492.5
2015-02-28,2479.7
2015-03-02,2525.0
2015-03-03,2500.0
2015-03-04,2491.7
2015-03-05,2514.0
2015-03-09,2487.95
2015-03-10,2480.45
2015-03-11,2467.5
2015-03-12,2391.05
2015-03-13,2438.0
2015-03-16,2443.55
2015-03-17,2443.5
2015-03-18,2424.1
2015-03-19,2447.55
2015-03-20,2442.6
2015-03-23,2467.85
2015-03-24,2472.55
2015-03-25,2462.2
2015-03-26,2539.55
2015-03-27,2482.95
2015-03-30,2478.05
2015-03-31,2470.55
2015-04-01,2494.0
2015-04-06,2523.55
2015-04-07,2530.0
2015-04-08,2505.65
2015-04-09,2491.2
2015-04-10,2509.0
2015-04-13,2508.85
2015-04-15,2486.0
2015-04-16,2522.95
2015-04-17,2508.8
2015-04-20,2527.7
2015-04-21,2580.9
2015-04-22,2534.95
2015-04-23,2513.95
2015-04-24,2530.0
2015-04-27,2507.0
2015-04-28,2569.3
2015-04-29,2550.0
2015-04-30,2552.8
2015-05-04,2514.3
2015-05-05,2507.8
2015-05-06,2542.15
2015-05-07,2527.1
2015-05-08,2521.55
2015-05-11,2537.0
2015-05-12,2549.5
2015-05-13,2560.0
2015-05-14,2578.15
2015-05-15,2587.5
2015-05-18,2605.0
2015-05-19,2572.95
2015-05-20,2571.95
2015-05-21,2552.8
2015-05-22,2547.9
2015-05-25,2547.7
2015-05-26,2552.0
2015-05-27,2531.6
2015-05-28,2522.4
2015-05-29,2536.6
2015-06-01,2536.6
2015-06-02,2540.0
2015-06-03,2523.6
2015-06-04,2540.0
2015-06-05,2510.0
2015-06-08,2515.0
2015-06-09,2525.0
2015-06-10,2525.0
2015-06-11,2501.5
2015-06-12,2511.5
2015-06-15,2504.0
2015-06-16,2508.0
2015-06-17,2503.4
2015-06-18,2529.0
2015-06-19,2519.1
2015-06-22,2507.0
2015-06-23,2486.0
2015-06-24,2483.05
2015-06-25,2482.0
2015-06-26,2497.85
2015-06-29,2490.8
2015-06-30,2495.0
2015-07-01,2490.0
2015-07-02,2453.85
2015-07-03,2476.65
2015-07-06,2471.1
2015-07-07,2499.4
2015-07-08,2455.95
2015-07-09,2469.0
2015-07-10,2475.0
2015-07-13,2474.5
2015-07-14,2458.2
2015-07-15,2457.0
2015-07-16,2436.2
2015-07-17,2450.0
2015-07-20,2416.1
2015-07-21,2405.3
2015-07-22,2385.65
2015-07-23,2450.45
2015-07-24,2435.0
2015-07-27,2400.3
2015-07-28,2360.05
2015-07-29,2362.2
2015-07-30,2360.0
2015-07-31,2350.0
2015-08-03,2353.25
2015-08-04,2356.0
2015-08-05,2349.0
2015-08-06,2339.15
2015-08-07,2334.0
2015-08-10,2349.0
2015-08-11,2383.25
2015-08-12,2424.4
2015-08-13,2434.95
2015-08-14,2431.4
2015-08-17,2437.0
2015-08-18,2474.0
2015-08-19,2441.95
2015-08-20,2478.0
2015-08-21,2501.3
2015-08-24,2508.1
2015-08-25,2445.75
2015-08-26,2467.0
2015-08-27,2416.0
2015-08-28,2449.8
2015-08-31,2443.0
2015-09-01,2470.0
2015-09-02,2454.35
2015-09-03,2434.0
2015-09-04,2443.85
2015-09-07,2430.0
2015-09-08,2428.45
2015-09-09,2418.95
2015-09-10,2393.95
2015-09-11,2448.45
2015-09-14,2437.0
2015-09-15,2458.95
