Date,SYNDIBANK
2015-01-01,133.75
2015-01-02,133.55
2015-01-05,132.3
2015-01-06,125.3
2015-01-07,124.25
2015-01-08,127.95
2015-01-09,127.55
2015-01-12,131.05
2015-01-13,128.6
2015-01-14,126.55
2015-01-15,131.45
2015-01-16,128.4
2015-01-19,128.1
2015-01-20,129.2
2015-01-21,129.45
2015-01-22,127.3
2015-01-23,126.45
2015-01-27,125.45
2015-01-28,124.15
2015-01-29,121.9
2015-01-30,117.15
2015-02-02,120.0
2015-02-03,117.0
2015-02-04,117.75
2015-02-05,113.85
2015-02-06,113.0
2015-02-09,108.1
2015-02-10,104.4
2015-02-11,114.95
2015-02-12,113.4
2015-02-13,118.0
2015-02-16,117.75
2015-02-18,117.2
2015-02-19,116.4
2015-02-20,119.9
2015-02-23,117.4
2015-02-24,117.95
2015-02-25,117.05
2015-02-26,114.25
2015-02-27,119.0
2015-02-28,119.15
2015-03-02,119.7
2015-03-03,122.75
2015-03-04,118.1
2015-03-05,117.6
2015-03-09,113.45
2015-03-10,112.2
2015-03-11,112.25
2015-03-12,113.4
2015-03-13,111.4
2015-03-16,109.9
2015-03-17,110.7
2015-03-18,112.2
2015-03-19,108.25
2015-03-20,106.3
2015-03-23,104.95
2015-03-24,104.25
2015-03-25,103.3
2015-03-26,100.9
2015-03-27,99.75
2015-03-30,102.25
2015-03-31,101.2
2015-04-01,103.4
2015-04-06,101.95
2015-04-07,102.45
2015-04-08,102.6
2015-04-09,105.8
2015-04-10,106.85
2015-04-13,109.35
2015-04-15,110.6
2015-04-16,107.75
2015-04-17,108.45
2015-04-20,103.85
2015-04-21,103.6
2015-04-22,103.8
2015-04-23,101.9
2015-04-24,99.8
2015-04-27,97.85
2015-04-28,99.45
2015-04-29,99.85
2015-04-30,99.3
2015-05-04,104.4
2015-05-05,105.0
2015-05-06,100.15
2015-05-07,98.65
2015-05-08,103.15
2015-05-11,106.5
2015-05-12,101.95
2015-05-13,105.9
2015-05-14,111.0
2015-05-15,110.15
2015-05-18,108.8
2015-05-19,109.2
2015-05-20,110.8
2015-05-21,109.25
2015-05-22,107.7
2015-05-25,108.9
2015-05-26,108.4
2015-05-27,112.35
2015-05-28,115.7
2015-05-29,116.5
2015-06-01,116.85
2015-06-02,112.0
2015-06-03,111.05
2015-06-04,110.0
2015-06-05,109.75
2015-06-08,107.05
2015-06-09,107.8
2015-06-10,108.35
2015-06-11,106.0
2015-06-12,106.7
2015-06-15,105.55
2015-06-16,107.45
2015-06-17,107.6
2015-06-18,102.2
2015-06-19,102.15
2015-06-22,104.7
2015-06-23,105.8
2015-06-24,103.0
2015-06-25,102.9
2015-06-26,99.95
2015-06-29,97.8
2015-06-30,98.25
2015-07-01,101.0
2015-07-02,99.95
2015-07-03,100.9
2015-07-06,102.4
2015-07-07,103.05
2015-07-08,100.55
2015-07-09,102.95
2015-07-10,104.3
2015-07-13,105.45
2015-07-14,104.05
2015-07-15,103.1
2015-07-16,103.95
2015-07-17,103.75
2015-07-20,101.0
2015-07-21,100.0
2015-07-22,102.1
2015-07-23,104.55
2015-07-24,102.4
2015-07-27,99.0
2015-07-28,90.0
2015-07-29,89.4
2015-07-30,92.1
2015-07-31,94.95
2015-08-03,97.35
2015-08-04,99.8
2015-08-05,101.65
2015-08-06,102.35
2015-08-07,102.25
2015-08-10,102.0
2015-08-11,102.25
2015-08-12,98.65
2015-08-13,96.4
2015-08-14,102.0
2015-08-17,105.35
2015-08-18,103.85
2015-08-19,102.65
2015-08-20,99.7
2015-08-21,99.4
2015-08-24,85.95
2015-08-25,85.85
2015-08-26,83.7
2015-08-27,85.45
2015-08-28,84.4
2015-08-31,85.55
2015-09-01,81.9
2015-09-02,80.8
2015-09-03,82.2
2015-09-04,77.75
2015-09-07,77.25
2015-09-08,77.6
2015-09-09,78.15
2015-09-10,77.05
2015-09-11,78.0
2015-09-14,80.55
2015-09-15,79.55
2015-09-16,80.05
2015-09-18,81.3
2015-09-21,84.25
2015-09-22,80.6
2015-09-23,82.75
2015-09-24,82.05
2015-09-28,82.8
2015-09-29,83.35
2015-09-30,82.45
2015-10-01,81.8
2015-10-05,86.3
2015-10-06,86.55
2015-10-07,87.9
2015-10-08,89.85
2015-10-09,90.2
2015-10-12,88.45
2015-10-13,90.9
2015-10-14,92.45
2015-10-15,94.25
2015-10-16,94.7
2015-10-19,93.8
2015-10-20,93.85
2015-10-21,92.8
2015-10-23,95.4
2015-10-26,93.7
2015-10-27,97.2
2015-10-28,95.6
2015-10-29,94.55
2015-10-30,93.9
2015-11-02,94.55
2015-11-03,93.3
2015-11-04,92.05
2015-11-05,91.6
2015-11-06,91.35
2015-11-09,91.6
2015-11-10,90.3
2015-11-11,90.7
2015-11-13,91.5
2015-11-16,94.7
2015-11-17,93.05
2015-11-18,90.0
2015-11-19,90.75
2015-11-20,90.65
2015-11-23,91.5
2015-11-24,91.0
2015-11-26,89.9
2015-11-27,94.7
2015-11-30,95.8
2015-12-01,96.05
2015-12-02,93.2
2015-12-03,92.35
2015-12-04,90.65
2015-12-07,90.35
2015-12-08,88.4
2015-12-09,87.4
2015-12-10,86.45
2015-12-11,85.25
2015-12-14,85.0
2015-12-15,84.65
2015-12-16,84.85
2015-12-17,87.05
2015-12-18,87.85
2015-12-21,88.15
2015-12-22,86.6
2015-12-23,87.75
2015-12-24,86.7
2015-12-28,87.6
2015-12-29,87.55
2015-12-30,87.15
2015-12-31,87.75
