Date,AIAENG
2015-01-01,1088.2
2015-01-02,1107.0
2015-01-05,1111.45
2015-01-06,1069.5
2015-01-07,1052.6
2015-01-08,1029.75
2015-01-09,1016.35
2015-01-12,1008.25
2015-01-13,1012.65
2015-01-14,1052.2
2015-01-15,1085.0
2015-01-16,1055.9
2015-01-19,1047.2
2015-01-20,1060.95
2015-01-21,1107.3
2015-01-22,1172.05
2015-01-23,1138.6
2015-01-27,1136.0
2015-01-28,1159.75
2015-01-29,1138.0
2015-01-30,1137.5
2015-02-02,1119.35
2015-02-03,1147.25
2015-02-04,1140.1
2015-02-05,1091.5
2015-02-06,1069.15
2015-02-09,1045.4
2015-02-10,1030.95
2015-02-11,1040.4
2015-02-12,1031.75
2015-02-13,1045.35
2015-02-16,1033.1
2015-02-18,1052.65
2015-02-19,1051.0
2015-02-20,1082.05
2015-02-23,1087.15
2015-02-24,1088.45
2015-02-25,1093.8
2015-02-26,1113.05
2015-02-27,1149.7
2015-02-28,1134.8
2015-03-02,1149.45
2015-03-03,1145.05
2015-03-04,1175.05
2015-03-05,1194.15
2015-03-09,1206.65
2015-03-10,1230.55
2015-03-11,1256.65
2015-03-12,1269.4
2015-03-13,1262.55
2015-03-16,1288.3
2015-03-17,1281.75
2015-03-18,1295.6
2015-03-19,1244.75
2015-03-20,1264.4
2015-03-23,1238.95
2015-03-24,1184.1
2015-03-25,1167.45
2015-03-26,1222.45
2015-03-27,1245.2
2015-03-30,1241.0
2015-03-31,1252.55
2015-04-01,1214.1
2015-04-06,1240.1
2015-04-07,1215.7
2015-04-08,1234.95
2015-04-09,1247.45
2015-04-10,1255.85
2015-04-13,1225.6
2015-04-15,1230.2
2015-04-16,1215.8
2015-04-17,1197.45
2015-04-20,1209.5
2015-04-21,1180.65
2015-04-22,1173.3
2015-04-23,1136.8
2015-04-24,1066.3
2015-04-27,1005.35
2015-04-28,1050.1
2015-04-29,1148.35
2015-04-30,1150.6
2015-05-04,1209.25
2015-05-05,1178.65
2015-05-06,1093.45
2015-05-07,1082.95
2015-05-08,1113.9
2015-05-11,1155.15
2015-05-12,1112.85
2015-05-13,1151.5
2015-05-14,1156.75
2015-05-15,1182.5
