Date,JBMA
2015-01-01,187.5
2015-01-02,199.65
2015-01-05,201.5
2015-01-06,187.85
2015-01-07,182.75
2015-01-08,188.75
2015-01-09,182.35
2015-01-12,182.15
2015-01-13,176.95
2015-01-14,176.25
2015-01-15,207.0
2015-01-16,209.6
2015-01-19,210.05
2015-01-20,213.25
2015-01-21,208.0
2015-01-22,202.5
2015-01-23,207.5
2015-01-27,203.45
2015-01-28,204.05
2015-01-29,202.15
2015-01-30,197.0
2015-02-02,204.3
2015-02-03,213.75
2015-02-04,215.95
2015-02-05,207.3
2015-02-06,220.9
2015-02-09,210.35
2015-02-10,209.45
2015-02-11,204.8
2015-02-12,205.3
2015-02-13,204.25
2015-02-16,201.15
2015-02-18,204.05
2015-02-19,203.6
2015-02-20,212.4
2015-02-23,223.45
2015-02-24,220.4
2015-02-25,215.55
2015-02-26,209.95
2015-02-27,215.15
2015-02-28,214.8
2015-03-02,235.05
2015-03-03,249.95
2015-03-04,241.25
2015-03-05,242.0
2015-03-09,247.95
2015-03-10,249.45
2015-03-11,246.2
2015-03-12,246.05
2015-03-13,235.85
2015-03-16,231.65
2015-03-17,229.3
2015-03-18,227.05
2015-03-19,236.85
2015-03-20,226.15
2015-03-23,217.8
2015-03-24,229.6
2015-03-25,223.6
2015-03-26,219.0
2015-03-27,212.0
2015-03-30,222.55
2015-03-31,218.0
2015-04-01,219.9
2015-04-06,221.45
2015-04-07,219.5
2015-04-08,240.55
2015-04-09,241.75
2015-04-10,254.2
2015-04-13,269.85
2015-04-15,260.25
2015-04-16,250.15
2015-04-17,240.6
2015-04-20,232.25
2015-04-21,241.95
2015-04-22,236.5
2015-04-23,237.9
2015-04-24,224.85
2015-04-27,216.1
2015-04-28,215.4
2015-04-29,216.8
2015-04-30,212.45
2015-05-04,220.9
2015-05-05,232.5
2015-05-06,220.45
2015-05-07,218.6
2015-05-08,221.0
2015-05-11,225.6
2015-05-12,227.9
2015-05-13,233.25
2015-05-14,230.3
2015-05-15,246.9
2015-05-18,237.5
2015-05-19,207.55
2015-05-20,215.1
2015-05-21,216.2
2015-05-22,215.0
2015-05-25,215.05
2015-05-26,213.15
2015-05-27,212.45
2015-05-28,208.55
2015-05-29,213.7
2015-06-01,213.9
2015-06-02,208.1
2015-06-03,190.4
2015-06-04,185.95
2015-06-05,184.55
2015-06-08,176.1
2015-06-09,168.1
2015-06-10,182.25
2015-06-11,179.7
2015-06-12,179.2
2015-06-15,181.0
2015-06-16,179.0
2015-06-17,179.9
2015-06-18,179.9
2015-06-19,176.05
2015-06-22,179.15
2015-06-23,174.95
2015-06-24,176.15
2015-06-25,177.1
2015-06-26,174.6
2015-06-29,163.95
2015-06-30,168.2
2015-07-01,180.35
2015-07-02,181.15
2015-07-03,187.55
2015-07-06,180.4
2015-07-07,178.85
2015-07-08,173.4
2015-07-09,176.8
2015-07-10,176.9
2015-07-13,177.55
2015-07-14,177.2
2015-07-15,184.1
2015-07-16,183.0
2015-07-17,179.7
2015-07-20,176.45
2015-07-21,171.35
2015-07-22,172.8
2015-07-23,170.65
2015-07-24,176.95
2015-07-27,172.55
2015-07-28,179.4
2015-07-29,175.95
2015-07-30,175.15
2015-07-31,174.65
2015-08-03,189.95
2015-08-04,183.65
2015-08-05,188.95
2015-08-06,190.15
2015-08-07,191.0
2015-08-10,190.05
2015-08-11,182.55
2015-08-12,153.1
2015-08-13,138.9
2015-08-14,148.6
2015-08-17,146.25
2015-08-18,152.4
2015-08-19,160.1
2015-08-20,151.95
2015-08-21,147.3
2015-08-24,140.75
2015-08-25,145.05
2015-08-26,152.4
2015-08-27,155.45
2015-08-28,161.35
2015-08-31,167.45
2015-09-01,163.8
2015-09-02,169.65
2015-09-03,169.05
2015-09-04,160.15
2015-09-07,162.25
2015-09-08,169.95
2015-09-09,171.75
2015-09-10,171.75
2015-09-11,169.85
2015-09-14,185.6
2015-09-15,197.15
2015-09-16,187.3
2015-09-18,191.85
2015-09-21,190.2
2015-09-22,187.4
2015-09-23,194.45
2015-09-24,193.5
2015-09-28,190.55
2015-09-29,189.75
2015-09-30,195.25
2015-10-01,195.95
2015-10-05,199.95
2015-10-06,203.6
2015-10-07,196.25
2015-10-08,193.1
2015-10-09,193.7
2015-10-12,186.45
2015-10-13,185.85
2015-10-14,182.2
2015-10-15,184.15
2015-10-16,180.9
2015-10-19,184.05
2015-10-20,180.5
2015-10-21,177.2
2015-10-23,175.25
2015-10-26,170.85
2015-10-27,175.3
2015-10-28,177.7
2015-10-29,176.15
2015-10-30,176.7
2015-11-02,177.4
2015-11-03,178.85
2015-11-04,186.65
2015-11-05,174.2
2015-11-06,174.25
2015-11-09,173.4
2015-11-10,175.55
2015-11-11,176.4
2015-11-13,173.1
2015-11-16,176.6
2015-11-17,180.95
2015-11-18,180.05
2015-11-19,182.45
2015-11-20,179.5
2015-11-23,180.6
2015-11-24,182.6
2015-11-26,182.3
2015-11-27,187.25
2015-11-30,184.85
2015-12-01,182.75
2015-12-02,185.9
2015-12-03,188.05
2015-12-04,191.3
2015-12-07,195.8
2015-12-08,196.0
2015-12-09,198.5
2015-12-10,207.3
2015-12-11,211.1
2015-12-14,192.05
2015-12-15,193.3
2015-12-16,193.95
2015-12-17,194.95
2015-12-18,192.95
2015-12-21,192.4
2015-12-22,190.05
2015-12-23,188.5
2015-12-24,190.65
2015-12-28,192.8
2015-12-29,193.95
2015-12-30,192.5
2015-12-31,189.55
