Date,ORIENTBANK
2015-01-01,338.15
2015-01-02,334.75
2015-01-05,332.75
2015-01-06,322.4
2015-01-07,314.35
2015-01-08,320.55
2015-01-09,320.9
2015-01-12,328.5
2015-01-13,321.15
2015-01-14,314.5
2015-01-15,334.2
2015-01-16,328.45
2015-01-19,327.05
2015-01-20,328.65
2015-01-21,334.05
2015-01-22,325.05
2015-01-23,322.15
2015-01-27,317.7
2015-01-28,313.3
2015-01-29,281.15
2015-01-30,265.65
2015-02-02,265.05
2015-02-03,266.3
2015-02-04,261.7
2015-02-05,248.35
2015-02-06,246.5
2015-02-09,231.55
2015-02-10,234.0
2015-02-11,241.7
2015-02-12,234.1
2015-02-13,243.6
2015-02-16,240.55
2015-02-18,240.35
2015-02-19,237.6
2015-02-20,243.4
2015-02-23,239.05
2015-02-24,240.4
2015-02-25,236.95
2015-02-26,229.15
2015-02-27,241.05
2015-02-28,239.7
2015-03-02,241.4
2015-03-03,254.4
2015-03-04,246.35
2015-03-05,242.55
2015-03-09,236.1
2015-03-10,236.35
2015-03-11,234.0
2015-03-12,238.3
2015-03-13,234.1
2015-03-16,234.4
2015-03-17,235.0
2015-03-18,237.0
2015-03-19,226.8
2015-03-20,223.3
2015-03-23,221.15
2015-03-24,218.7
2015-03-25,214.0
2015-03-26,208.1
2015-03-27,208.55
2015-03-30,210.0
2015-03-31,204.6
2015-04-01,210.3
2015-04-06,207.8
2015-04-07,205.05
2015-04-08,201.65
2015-04-09,212.05
2015-04-10,220.95
2015-04-13,220.7
2015-04-15,229.3
2015-04-16,228.25
2015-04-17,229.2
2015-04-20,223.05
2015-04-21,224.75
2015-04-22,225.6
2015-04-23,221.9
2015-04-24,210.65
2015-04-27,202.65
2015-04-28,206.05
2015-04-29,205.95
2015-04-30,203.75
2015-05-04,211.7
2015-05-05,211.35
2015-05-06,201.9
2015-05-07,189.45
2015-05-08,187.9
2015-05-11,196.35
2015-05-12,186.5
2015-05-13,193.8
2015-05-14,212.7
2015-05-15,211.7
2015-05-18,206.5
2015-05-19,203.9
2015-05-20,204.7
2015-05-21,203.05
2015-05-22,202.55
2015-05-25,201.6
2015-05-26,199.4
2015-05-27,205.35
2015-05-28,206.45
2015-05-29,214.35
2015-06-01,214.4
2015-06-02,199.3
2015-06-03,197.35
2015-06-04,190.95
2015-06-05,189.45
2015-06-08,181.5
2015-06-09,181.8
2015-06-10,181.95
2015-06-11,174.7
2015-06-12,174.4
2015-06-15,171.1
2015-06-16,173.8
2015-06-17,173.8
2015-06-18,176.55
2015-06-19,177.95
2015-06-22,183.1
2015-06-23,186.85
2015-06-24,181.05
2015-06-25,182.05
2015-06-26,174.7
2015-06-29,167.7
2015-06-30,167.8
2015-07-01,173.8
2015-07-02,173.5
2015-07-03,180.95
2015-07-06,182.85
2015-07-07,182.2
2015-07-08,174.65
2015-07-09,179.3
2015-07-10,184.95
2015-07-13,186.45
2015-07-14,184.5
2015-07-15,179.75
2015-07-16,181.6
2015-07-17,179.8
2015-07-20,173.45
2015-07-21,171.5
2015-07-22,175.05
2015-07-23,174.0
2015-07-24,169.55
2015-07-27,161.05
2015-07-28,161.6
2015-07-29,157.45
2015-07-30,164.3
2015-07-31,171.6
2015-08-03,174.0
2015-08-04,182.2
2015-08-05,182.65
2015-08-06,183.4
2015-08-07,180.35
2015-08-10,175.5
2015-08-11,170.7
2015-08-12,161.5
2015-08-13,158.4
2015-08-14,171.0
2015-08-17,181.15
2015-08-18,177.45
2015-08-19,174.25
2015-08-20,162.6
2015-08-21,159.85
2015-08-24,135.8
2015-08-25,133.9
2015-08-26,130.2
2015-08-27,133.95
2015-08-28,133.4
2015-08-31,136.05
2015-09-01,127.0
2015-09-02,127.25
2015-09-03,130.0
2015-09-04,124.5
2015-09-07,122.15
2015-09-08,126.85
2015-09-09,127.35
2015-09-10,125.1
2015-09-11,125.7
2015-09-14,129.95
2015-09-15,128.45
2015-09-16,129.1
2015-09-18,132.6
2015-09-21,137.15
2015-09-22,131.05
2015-09-23,132.15
2015-09-24,130.2
2015-09-28,130.85
2015-09-29,133.3
2015-09-30,130.45
2015-10-01,130.75
2015-10-05,137.55
2015-10-06,141.95
2015-10-07,144.95
2015-10-08,144.95
2015-10-09,145.25
2015-10-12,145.0
2015-10-13,143.35
2015-10-14,145.15
2015-10-15,145.95
2015-10-16,144.35
2015-10-19,144.45
2015-10-20,144.75
2015-10-21,141.85
2015-10-23,141.95
2015-10-26,137.75
2015-10-27,139.6
2015-10-28,136.95
2015-10-29,136.6
2015-10-30,134.7
2015-11-02,145.85
2015-11-03,143.15
2015-11-04,144.4
2015-11-05,141.35
2015-11-06,145.1
2015-11-09,146.9
2015-11-10,148.2
2015-11-11,148.8
2015-11-13,147.75
2015-11-16,151.7
2015-11-17,151.05
2015-11-18,145.65
2015-11-19,146.95
2015-11-20,147.55
2015-11-23,147.75
2015-11-24,146.9
2015-11-26,144.55
2015-11-27,155.15
2015-11-30,156.15
2015-12-01,155.05
2015-12-02,151.1
2015-12-03,149.05
2015-12-04,145.7
2015-12-07,143.15
2015-12-08,139.9
2015-12-09,135.1
2015-12-10,135.0
2015-12-11,133.4
2015-12-14,133.75
2015-12-15,133.15
2015-12-16,134.35
2015-12-17,136.75
2015-12-18,139.75
2015-12-21,140.3
2015-12-22,136.3
2015-12-23,137.7
2015-12-24,137.1
2015-12-28,139.2
2015-12-29,138.25
2015-12-30,138.45
2015-12-31,140.35
