Date,JISLJALEQS
2015-01-01,69.55
2015-01-02,71.15
2015-01-05,70.3
2015-01-06,66.65
2015-01-07,65.85
2015-01-08,67.25
2015-01-09,66.0
2015-01-12,66.65
2015-01-13,64.8
2015-01-14,65.45
2015-01-15,66.75
2015-01-16,69.2
2015-01-19,69.35
2015-01-20,69.35
2015-01-21,67.1
2015-01-22,66.85
2015-01-23,66.9
2015-01-27,65.95
2015-01-28,65.7
2015-01-29,65.65
2015-01-30,69.7
2015-02-02,69.55
2015-02-03,68.0
2015-02-04,70.9
2015-02-05,69.55
2015-02-06,67.45
2015-02-09,66.25
2015-02-10,63.95
2015-02-11,66.05
2015-02-12,64.5
2015-02-13,65.25
2015-02-16,66.4
2015-02-18,66.8
2015-02-19,66.85
2015-02-20,70.6
2015-02-23,69.5
2015-02-24,67.95
2015-02-25,69.85
2015-02-26,69.25
2015-02-27,71.8
2015-02-28,72.35
2015-03-02,69.45
2015-03-03,73.4
2015-03-04,69.35
2015-03-05,69.85
2015-03-09,66.75
2015-03-10,65.4
2015-03-11,64.9
2015-03-12,66.45
2015-03-13,64.05
2015-03-16,62.95
2015-03-17,62.2
2015-03-18,64.25
2015-03-19,62.95
2015-03-20,60.85
2015-03-23,60.8
2015-03-24,60.75
2015-03-25,60.7
2015-03-26,60.4
2015-03-27,61.2
2015-03-30,62.25
2015-03-31,61.6
2015-04-01,62.6
2015-04-06,62.25
2015-04-07,63.7
2015-04-08,65.15
2015-04-09,65.4
2015-04-10,67.0
2015-04-13,67.25
2015-04-15,66.0
2015-04-16,64.35
2015-04-17,64.05
2015-04-20,63.8
2015-04-21,64.3
2015-04-22,63.95
2015-04-23,63.15
2015-04-24,60.9
2015-04-27,58.1
2015-04-28,58.05
2015-04-29,58.4
2015-04-30,57.0
2015-05-04,59.3
2015-05-05,60.85
2015-05-06,57.55
2015-05-07,56.55
2015-05-08,57.25
2015-05-11,58.65
2015-05-12,55.95
2015-05-13,56.0
2015-05-14,57.4
2015-05-15,56.8
2015-05-18,66.15
2015-05-19,67.5
2015-05-20,66.0
2015-05-21,65.7
2015-05-22,65.2
2015-05-25,65.25
2015-05-26,64.7
2015-05-27,64.45
2015-05-28,66.8
2015-05-29,67.05
2015-06-01,66.55
2015-06-02,62.7
2015-06-03,61.55
2015-06-04,61.85
2015-06-05,62.45
2015-06-08,61.4
2015-06-09,60.65
2015-06-10,63.1
2015-06-11,61.7
2015-06-12,62.35
2015-06-15,63.9
2015-06-16,64.75
2015-06-17,64.8
2015-06-18,66.55
2015-06-19,67.2
2015-06-22,68.85
2015-06-23,69.35
2015-06-24,68.35
2015-06-25,68.45
2015-06-26,67.45
2015-06-29,64.15
2015-06-30,66.85
2015-07-01,69.55
2015-07-02,71.2
2015-07-03,71.0
2015-07-06,72.0
2015-07-07,71.0
2015-07-08,73.55
2015-07-09,72.35
2015-07-10,72.4
2015-07-13,73.05
2015-07-14,74.5
2015-07-15,73.1
2015-07-16,72.7
2015-07-17,73.95
2015-07-20,76.6
2015-07-21,75.55
2015-07-22,77.15
2015-07-23,77.3
2015-07-24,75.85
2015-07-27,72.7
2015-07-28,72.35
2015-07-29,72.2
2015-07-30,74.35
2015-07-31,74.4
2015-08-03,75.65
2015-08-04,76.2
2015-08-05,75.7
2015-08-06,74.85
2015-08-07,75.6
2015-08-10,76.1
2015-08-11,69.65
2015-08-12,65.75
2015-08-13,63.4
2015-08-14,64.6
2015-08-17,63.9
2015-08-18,65.85
2015-08-19,65.65
2015-08-20,63.25
2015-08-21,63.3
2015-08-24,52.95
2015-08-25,55.35
2015-08-26,56.5
2015-08-27,58.25
2015-08-28,58.2
2015-08-31,58.45
2015-09-01,55.25
2015-09-02,55.7
2015-09-03,57.6
2015-09-04,55.1
2015-09-07,54.4
2015-09-08,56.2
2015-09-09,56.9
2015-09-10,57.65
2015-09-11,59.6
2015-09-14,61.0
2015-09-15,58.75
2015-09-16,58.8
2015-09-18,60.25
2015-09-21,60.65
2015-09-22,58.9
2015-09-23,59.55
2015-09-24,59.15
2015-09-28,59.8
2015-09-29,60.85
2015-09-30,64.15
2015-10-01,63.3
2015-10-05,65.8
2015-10-06,65.1
2015-10-07,65.0
2015-10-08,63.5
2015-10-09,65.4
2015-10-12,66.15
2015-10-13,67.35
2015-10-14,66.75
2015-10-15,67.1
2015-10-16,66.65
2015-10-19,66.1
2015-10-20,67.95
2015-10-21,65.75
2015-10-23,66.3
2015-10-26,64.75
2015-10-27,65.45
2015-10-28,65.1
2015-10-29,64.15
2015-10-30,61.8
2015-11-02,62.7
2015-11-03,63.4
2015-11-04,67.75
2015-11-05,68.2
2015-11-06,65.55
2015-11-09,66.6
2015-11-10,65.5
2015-11-11,66.3
2015-11-13,66.75
2015-11-16,67.85
2015-11-17,67.25
2015-11-18,65.65
2015-11-19,66.6
2015-11-20,66.7
2015-11-23,66.45
2015-11-24,66.75
2015-11-26,67.2
2015-11-27,67.1
2015-11-30,67.0
2015-12-01,66.4
2015-12-02,66.0
2015-12-03,69.25
2015-12-04,68.35
2015-12-07,68.1
2015-12-08,65.55
2015-12-09,62.65
2015-12-10,63.35
2015-12-11,61.2
2015-12-14,61.05
2015-12-15,62.7
2015-12-16,62.3
2015-12-17,63.8
2015-12-18,64.05
2015-12-21,65.75
2015-12-22,64.05
2015-12-23,64.9
2015-12-24,65.75
2015-12-28,66.75
2015-12-29,66.85
2015-12-30,67.15
2015-12-31,69.1
