Date,CIGNITITEC
2015-01-01,463.05
2015-01-02,469.2
2015-01-05,468.45
2015-01-06,466.15
2015-01-07,459.4
2015-01-08,466.15
2015-01-09,466.3
2015-01-12,459.45
2015-01-13,458.0
2015-01-14,450.25
2015-01-15,447.4
2015-01-16,443.3
2015-01-19,444.5
2015-01-20,439.1
2015-01-21,436.85
2015-01-22,437.0
2015-01-23,439.45
2015-01-27,438.7
2015-01-28,439.95
2015-01-29,432.6
2015-01-30,430.7
2015-02-02,426.8
2015-02-03,430.85
2015-02-04,445.55
2015-02-05,446.75
2015-02-06,444.7
2015-02-09,443.45
2015-02-10,435.8
2015-02-11,443.9
2015-02-12,447.35
2015-02-13,450.7
2015-02-16,452.9
2015-02-18,447.8
2015-02-19,449.05
2015-02-20,445.75
2015-02-23,449.8
2015-02-24,446.05
2015-02-25,480.65
2015-02-26,477.5
2015-02-27,479.3
2015-02-28,476.05
2015-03-02,473.8
2015-03-03,473.3
2015-03-04,472.45
2015-03-05,472.15
2015-03-09,468.9
2015-03-10,466.8
2015-03-11,464.9
2015-03-12,459.75
2015-03-13,441.55
2015-03-16,440.5
2015-03-17,437.2
2015-03-18,432.45
2015-03-19,434.85
2015-03-20,430.4
2015-03-23,427.65
2015-03-24,419.85
2015-03-25,414.4
2015-03-26,403.25
2015-03-27,411.15
2015-03-30,430.85
2015-03-31,431.05
2015-04-01,440.0
2015-04-06,462.4
2015-04-07,461.0
2015-04-08,459.7
2015-04-09,452.0
2015-04-10,446.75
2015-04-13,448.05
2015-04-15,442.05
2015-04-16,451.15
2015-04-17,440.75
2015-04-20,432.25
2015-04-21,431.75
2015-04-22,431.5
2015-04-23,431.3
2015-04-24,426.05
2015-04-27,412.6
2015-04-28,417.65
2015-04-29,410.4
2015-04-30,404.9
2015-05-04,412.55
2015-05-05,404.8
2015-05-06,393.7
2015-05-07,383.5
2015-05-08,390.8
2015-05-11,391.0
2015-05-12,386.1
2015-05-13,390.7
2015-05-14,393.1
2015-05-15,384.75
2015-05-18,388.05
2015-05-19,385.5
2015-05-20,387.3
2015-05-21,384.55
2015-05-22,378.75
2015-05-25,370.2
2015-05-26,376.75
2015-05-27,377.9
2015-05-28,372.05
2015-05-29,377.8
2015-06-01,372.05
2015-06-02,368.3
2015-06-03,346.5
2015-06-04,337.75
2015-06-05,332.45
2015-06-08,329.35
2015-06-09,319.55
2015-06-10,311.2
2015-06-11,301.05
2015-06-12,292.1
2015-06-15,300.9
2015-06-16,322.5
2015-06-17,334.05
2015-06-18,347.15
2015-06-19,376.6
2015-06-22,395.55
2015-06-23,428.55
2015-06-24,421.9
2015-06-25,411.5
2015-06-26,410.05
2015-06-29,409.55
2015-06-30,409.15
2015-07-01,405.2
2015-07-02,404.35
2015-07-03,409.4
2015-07-06,409.05
2015-07-07,411.9
2015-07-08,410.45
2015-07-09,409.0
2015-07-10,404.1
2015-07-13,406.4
2015-07-14,411.05
2015-07-15,419.1
2015-07-16,413.85
2015-07-17,408.75
2015-07-20,406.45
2015-07-21,403.7
2015-07-22,407.75
2015-07-23,408.1
2015-07-24,411.15
2015-07-27,411.75
2015-07-28,407.95
2015-07-29,404.5
2015-07-30,405.35
2015-07-31,411.2
2015-08-03,403.6
2015-08-04,409.35
2015-08-05,411.1
2015-08-06,421.9
2015-08-07,439.75
2015-08-10,445.1
2015-08-11,445.55
2015-08-12,442.25
2015-08-13,430.75
2015-08-14,413.0
2015-08-17,385.45
2015-08-18,401.15
2015-08-19,400.2
2015-08-20,386.05
2015-08-21,381.05
2015-08-24,359.1
2015-08-25,356.5
2015-08-26,367.2
2015-08-27,388.25
2015-08-28,380.9
2015-08-31,377.3
2015-09-01,374.55
2015-09-02,365.75
2015-09-03,375.15
2015-09-04,360.45
2015-09-07,357.85
2015-09-08,359.0
2015-09-09,387.0
2015-09-10,379.2
2015-09-11,377.1
2015-09-14,380.4
2015-09-15,384.45
2015-09-16,378.1
2015-09-18,389.95
2015-09-21,395.95
2015-09-22,396.5
2015-09-23,368.95
2015-09-24,387.2
2015-09-28,384.9
2015-09-29,382.65
2015-09-30,378.5
2015-10-01,407.1
2015-10-05,436.35
2015-10-06,447.8
2015-10-07,443.15
2015-10-08,444.8
2015-10-09,448.3
2015-10-12,447.4
2015-10-13,443.2
2015-10-14,447.05
2015-10-15,448.15
2015-10-16,449.25
2015-10-19,454.8
2015-10-20,460.95
2015-10-21,463.85
2015-10-23,460.05
2015-10-26,450.4
2015-10-27,468.2
2015-10-28,475.95
2015-10-29,484.15
2015-10-30,486.45
2015-11-02,489.4
2015-11-03,488.5
2015-11-04,487.55
2015-11-05,488.95
2015-11-06,485.4
2015-11-09,484.35
2015-11-10,480.1
2015-11-11,484.25
2015-11-13,477.8
2015-11-16,471.1
2015-11-17,476.7
2015-11-18,469.6
2015-11-19,476.35
2015-11-20,480.0
2015-11-23,499.85
2015-11-24,500.05
2015-11-26,497.1
2015-11-27,492.15
2015-11-30,488.05
2015-12-01,488.3
2015-12-02,482.75
2015-12-03,478.65
2015-12-04,479.1
2015-12-07,482.2
2015-12-08,483.1
2015-12-09,479.95
2015-12-10,478.1
2015-12-11,479.6
2015-12-14,476.45
2015-12-15,477.65
2015-12-16,479.9
2015-12-17,485.5
2015-12-18,483.3
2015-12-21,478.5
2015-12-22,473.95
2015-12-23,477.05
2015-12-24,472.35
2015-12-28,470.15
2015-12-29,466.5
2015-12-30,460.35
2015-12-31,452.95
