Date,TIMKEN
2015-01-01,529.15
2015-01-02,526.7
2015-01-05,518.25
2015-01-06,501.45
2015-01-07,504.15
2015-01-08,507.95
2015-01-09,508.0
2015-01-12,512.5
2015-01-13,508.5
2015-01-14,511.8
2015-01-15,509.8
2015-01-16,509.15
2015-01-19,509.05
2015-01-20,506.5
2015-01-21,514.7
2015-01-22,515.9
2015-01-23,511.7
2015-01-27,514.9
2015-01-28,532.35
2015-01-29,541.75
2015-01-30,536.85
2015-02-02,548.8
2015-02-03,543.8
2015-02-04,541.05
2015-02-05,530.05
2015-02-06,514.3
2015-02-09,506.85
2015-02-10,509.0
2015-02-11,506.2
2015-02-12,511.5
2015-02-13,526.7
2015-02-16,563.6
2015-02-18,551.75
2015-02-19,543.2
2015-02-20,550.55
2015-02-23,550.6
2015-02-24,539.15
2015-02-25,540.6
2015-02-26,533.1
2015-02-27,544.9
2015-02-28,541.5
2015-03-02,549.25
2015-03-03,572.95
2015-03-04,556.25
2015-03-05,561.1
2015-03-09,551.35
2015-03-10,560.65
2015-03-11,564.25
2015-03-12,565.05
2015-03-13,555.05
2015-03-16,550.4
2015-03-17,549.9
2015-03-18,567.25
2015-03-19,574.1
2015-03-20,564.9
2015-03-23,565.05
2015-03-24,569.95
2015-03-25,565.7
2015-03-26,564.1
2015-03-27,561.85
2015-03-30,579.3
2015-03-31,611.1
2015-04-01,639.6
2015-04-06,635.2
2015-04-07,638.1
2015-04-08,652.75
2015-04-09,645.2
2015-04-10,643.5
2015-04-13,645.75
2015-04-15,636.05
2015-04-16,634.5
2015-04-17,620.1
2015-04-20,598.8
2015-04-21,610.3
2015-04-22,621.3
2015-04-23,618.1
2015-04-24,594.95
2015-04-27,585.95
2015-04-28,596.35
2015-04-29,600.05
2015-04-30,592.9
2015-05-04,620.9
2015-05-05,623.9
2015-05-06,603.8
2015-05-07,585.9
2015-05-08,606.05
2015-05-11,604.0
2015-05-12,591.15
2015-05-13,594.2
2015-05-14,592.4
2015-05-15,592.05
2015-05-18,582.0
2015-05-19,599.15
2015-05-20,605.8
2015-05-21,615.0
2015-05-22,615.2
2015-05-25,600.1
2015-05-26,601.15
2015-05-27,595.25
2015-05-28,593.05
2015-05-29,623.6
2015-06-01,636.1
2015-06-02,617.2
2015-06-03,593.6
2015-06-04,602.2
2015-06-05,601.75
2015-06-08,592.85
2015-06-09,588.25
2015-06-10,584.9
2015-06-11,576.3
2015-06-12,562.95
2015-06-15,564.8
2015-06-16,565.35
2015-06-17,579.1
2015-06-18,582.05
2015-06-19,586.05
2015-06-22,589.3
2015-06-23,586.6
2015-06-24,579.2
2015-06-25,576.7
2015-06-26,579.15
2015-06-29,566.6
2015-06-30,577.1
2015-07-01,583.3
2015-07-02,576.55
2015-07-03,566.75
2015-07-06,566.85
2015-07-07,571.95
2015-07-08,567.05
2015-07-09,564.85
2015-07-10,568.45
2015-07-13,589.7
2015-07-14,585.25
2015-07-15,581.55
2015-07-16,582.45
2015-07-17,582.55
2015-07-20,581.5
2015-07-21,589.75
2015-07-22,591.5
2015-07-23,577.55
2015-07-24,582.55
2015-07-27,588.4
2015-07-28,585.65
2015-07-29,592.9
2015-07-30,591.65
2015-07-31,602.4
2015-08-03,606.4
2015-08-04,615.6
2015-08-05,618.15
2015-08-06,614.55
2015-08-07,615.6
2015-08-10,623.3
2015-08-11,612.95
2015-08-12,599.4
2015-08-13,577.65
2015-08-14,576.5
2015-08-17,578.3
2015-08-18,590.4
2015-08-19,600.8
2015-08-20,601.4
2015-08-21,586.25
2015-08-24,541.25
2015-08-25,533.5
2015-08-26,541.2
2015-08-27,566.55
2015-08-28,570.7
2015-08-31,577.1
2015-09-01,566.3
2015-09-02,565.4
2015-09-03,575.7
2015-09-04,568.6
2015-09-07,559.9
2015-09-08,552.7
2015-09-09,568.55
2015-09-10,562.4
2015-09-11,566.75
2015-09-14,571.85
2015-09-15,568.35
2015-09-16,582.75
2015-09-18,578.4
2015-09-21,601.05
2015-09-22,593.7
2015-09-23,595.35
2015-09-24,592.25
2015-09-28,596.35
2015-09-29,588.5
2015-09-30,600.15
2015-10-01,611.65
2015-10-05,616.8
2015-10-06,616.15
2015-10-07,605.9
2015-10-08,624.2
2015-10-09,619.35
2015-10-12,618.25
2015-10-13,605.8
2015-10-14,606.15
2015-10-15,600.8
2015-10-16,601.75
2015-10-19,604.55
2015-10-20,605.65
2015-10-21,601.3
2015-10-23,599.4
2015-10-26,598.45
2015-10-27,596.3
2015-10-28,598.4
2015-10-29,594.3
2015-10-30,589.55
2015-11-02,593.8
2015-11-03,596.2
2015-11-04,597.1
2015-11-05,591.6
2015-11-06,592.4
2015-11-09,596.05
2015-11-10,578.2
2015-11-11,579.85
2015-11-13,570.25
2015-11-16,562.35
2015-11-17,561.35
2015-11-18,562.3
2015-11-19,577.25
2015-11-20,583.55
2015-11-23,569.0
2015-11-24,570.05
2015-11-26,567.35
2015-11-27,571.75
2015-11-30,571.45
2015-12-01,572.15
2015-12-02,571.35
2015-12-03,566.35
2015-12-04,546.1
2015-12-07,546.85
2015-12-08,546.0
2015-12-09,546.3
2015-12-10,544.6
2015-12-11,537.6
2015-12-14,540.1
2015-12-15,539.1
2015-12-16,549.45
2015-12-17,559.35
2015-12-18,550.6
2015-12-21,553.1
2015-12-22,550.15
2015-12-23,554.1
2015-12-24,557.75
2015-12-28,553.0
2015-12-29,547.15
2015-12-30,547.25
2015-12-31,542.65
