Date,AKZOINDIA
2015-01-01,1387.45
2015-01-02,1416.0
2015-01-05,1422.1
2015-01-06,1389.8
2015-01-07,1395.25
2015-01-08,1417.6
2015-01-09,1432.45
2015-01-12,1467.2
2015-01-13,1467.1
2015-01-14,1457.8
2015-01-15,1449.05
2015-01-16,1448.75
2015-01-19,1453.9
2015-01-20,1455.1
2015-01-21,1435.8
2015-01-22,1446.55
2015-01-23,1416.2
2015-01-27,1449.85
2015-01-28,1470.95
2015-01-29,1447.1
2015-01-30,1497.55
2015-02-02,1508.3
2015-02-03,1473.75
2015-02-04,1491.4
2015-02-05,1484.05
2015-02-06,1453.45
2015-02-09,1434.65
2015-02-10,1469.6
2015-02-11,1451.15
2015-02-12,1459.5
2015-02-13,1453.7
2015-02-16,1491.2
2015-02-18,1502.4
2015-02-19,1514.75
2015-02-20,1513.05
2015-02-23,1474.75
2015-02-24,1464.55
2015-02-25,1467.8
2015-02-26,1472.55
2015-02-27,1481.9
2015-02-28,1473.05
2015-03-02,1488.95
2015-03-03,1499.4
2015-03-04,1501.3
2015-03-05,1495.4
2015-03-09,1475.8
2015-03-10,1472.8
2015-03-11,1474.8
2015-03-12,1468.65
2015-03-13,1457.8
2015-03-16,1459.05
2015-03-17,1459.1
2015-03-18,1449.2
2015-03-19,1451.25
2015-03-20,1425.65
2015-03-23,1412.6
2015-03-24,1387.1
2015-03-25,1343.35
2015-03-26,1339.85
2015-03-27,1343.45
2015-03-30,1394.25
2015-03-31,1400.8
2015-04-01,1400.7
2015-04-06,1398.05
2015-04-07,1378.25
2015-04-08,1411.65
2015-04-09,1413.5
2015-04-10,1428.5
2015-04-13,1430.2
2015-04-15,1413.6
2015-04-16,1409.0
2015-04-17,1417.05
2015-04-20,1412.75
2015-04-21,1413.35
2015-04-22,1428.25
2015-04-23,1425.25
2015-04-24,1391.1
2015-04-27,1378.45
2015-04-28,1387.9
2015-04-29,1386.6
2015-04-30,1401.2
2015-05-04,1427.95
2015-05-05,1424.95
2015-05-06,1420.05
2015-05-07,1408.7
2015-05-08,1430.45
2015-05-11,1414.05
2015-05-12,1413.2
2015-05-13,1409.05
2015-05-14,1415.25
2015-05-15,1418.35
2015-05-18,1413.95
2015-05-19,1416.4
2015-05-20,1415.7
2015-05-21,1401.25
2015-05-22,1412.2
2015-05-25,1418.65
2015-05-26,1410.85
2015-05-27,1407.25
2015-05-28,1426.15
2015-05-29,1373.35
2015-06-01,1368.4
2015-06-02,1369.35
2015-06-03,1353.2
2015-06-04,1322.35
2015-06-05,1320.35
2015-06-08,1277.25
2015-06-09,1280.25
2015-06-10,1289.25
2015-06-11,1278.1
2015-06-12,1279.1
2015-06-15,1256.85
2015-06-16,1248.05
2015-06-17,1269.0
2015-06-18,1285.15
2015-06-19,1269.05
2015-06-22,1266.7
2015-06-23,1314.95
2015-06-24,1315.85
2015-06-25,1304.85
2015-06-26,1283.55
2015-06-29,1262.2
2015-06-30,1250.05
2015-07-01,1259.95
2015-07-02,1259.8
2015-07-03,1266.35
2015-07-06,1266.35
2015-07-07,1292.05
2015-07-08,1303.0
2015-07-09,1282.7
2015-07-10,1281.0
2015-07-13,1310.7
2015-07-14,1305.7
2015-07-15,1308.9
2015-07-16,1306.45
2015-07-17,1315.55
2015-07-20,1318.85
2015-07-21,1297.45
2015-07-22,1311.65
2015-07-23,1300.5
2015-07-24,1297.75
2015-07-27,1301.05
2015-07-28,1324.4
2015-07-29,1329.1
2015-07-30,1330.85
2015-07-31,1359.85
2015-08-03,1384.3
2015-08-04,1483.3
2015-08-05,1474.85
2015-08-06,1488.85
