Date,RELIANCE
2015-01-01,887.9
2015-01-02,885.55
2015-01-05,875.85
2015-01-06,836.1
2015-01-07,854.3
2015-01-08,842.05
2015-01-09,860.3
2015-01-12,850.3
2015-01-13,843.15
2015-01-14,834.95
2015-01-15,864.25
2015-01-16,869.7
2015-01-19,879.65
2015-01-20,903.05
2015-01-21,906.75
2015-01-22,883.75
2015-01-23,886.9
2015-01-27,889.05
2015-01-28,906.85
2015-01-29,929.4
2015-01-30,915.25
2015-02-02,908.05
2015-02-03,937.6
2015-02-04,928.8
2015-02-05,923.7
2015-02-06,909.9
2015-02-09,896.7
2015-02-10,882.0
2015-02-11,900.7
2015-02-12,909.15
2015-02-13,917.5
2015-02-16,902.8
2015-02-18,901.65
2015-02-19,902.05
2015-02-20,873.1
2015-02-23,851.45
2015-02-24,841.45
2015-02-25,843.15
2015-02-26,842.0
2015-02-27,855.55
2015-02-28,865.15
2015-03-02,864.25
2015-03-03,900.8
2015-03-04,887.85
2015-03-05,884.95
2015-03-09,869.65
2015-03-10,859.15
2015-03-11,855.95
2015-03-12,863.8
2015-03-13,850.1
2015-03-16,842.1
2015-03-17,856.85
2015-03-18,868.65
2015-03-19,856.15
2015-03-20,854.1
2015-03-23,841.95
2015-03-24,847.95
2015-03-25,844.9
2015-03-26,829.3
2015-03-27,811.7
2015-03-30,810.75
2015-03-31,826.0
2015-04-01,836.05
2015-04-06,824.65
2015-04-07,832.85
2015-04-08,865.9
2015-04-09,895.1
2015-04-10,904.35
2015-04-13,922.5
2015-04-15,923.65
2015-04-16,928.35
2015-04-17,926.85
2015-04-20,885.65
2015-04-21,876.45
2015-04-22,879.75
2015-04-23,877.05
2015-04-24,878.9
2015-04-27,875.3
2015-04-28,865.2
2015-04-29,850.0
2015-04-30,862.35
2015-05-04,890.95
2015-05-05,892.15
2015-05-06,880.25
2015-05-07,870.75
2015-05-08,889.7
2015-05-11,895.95
2015-05-12,868.7
2015-05-13,885.1
2015-05-14,878.2
2015-05-15,873.95
2015-05-18,891.55
2015-05-19,895.55
2015-05-20,908.85
2015-05-21,896.75
2015-05-22,903.85
2015-05-25,894.5
2015-05-26,884.6
2015-05-27,885.3
2015-05-28,875.8
2015-05-29,877.0
2015-06-01,902.25
2015-06-02,898.65
2015-06-03,896.35
2015-06-04,912.7
2015-06-05,907.75
2015-06-08,885.45
2015-06-09,883.7
2015-06-10,905.8
2015-06-11,877.15
2015-06-12,889.85
2015-06-15,901.75
2015-06-16,903.95
2015-06-17,931.2
2015-06-18,978.95
2015-06-19,996.65
2015-06-22,991.7
2015-06-23,995.0
2015-06-24,990.9
2015-06-25,1004.55
2015-06-26,1000.7
2015-06-29,990.85
2015-06-30,1000.1
2015-07-01,1005.65
2015-07-02,1010.85
2015-07-03,1007.2
2015-07-06,1015.55
2015-07-07,1003.25
2015-07-08,996.6
2015-07-09,987.4
2015-07-10,1001.8
2015-07-13,1007.0
2015-07-14,997.8
2015-07-15,1011.15
2015-07-16,1023.7
2015-07-17,1021.7
2015-07-20,1024.75
2015-07-21,1007.8
2015-07-22,1050.4
2015-07-23,1045.3
2015-07-24,1025.05
2015-07-27,1005.35
2015-07-28,1010.25
2015-07-29,996.0
2015-07-30,1000.15
2015-07-31,1001.85
2015-08-03,1002.45
2015-08-04,988.0
2015-08-05,987.75
2015-08-06,978.95
2015-08-07,984.35
2015-08-10,968.9
2015-08-11,966.0
2015-08-12,942.9
2015-08-13,933.35
2015-08-14,966.95
2015-08-17,950.7
2015-08-18,944.1
2015-08-19,954.6
2015-08-20,916.3
2015-08-21,907.95
2015-08-24,829.55
2015-08-25,848.15
2015-08-26,853.4
2015-08-27,869.15
2015-08-28,872.4
2015-08-31,855.9
2015-09-01,839.85
2015-09-02,849.55
2015-09-03,853.85
2015-09-04,835.9
2015-09-07,833.2
2015-09-08,848.6
2015-09-09,874.05
2015-09-10,867.0
2015-09-11,860.95
2015-09-14,863.85
2015-09-15,868.15
2015-09-16,872.55
2015-09-18,895.4
2015-09-21,878.1
2015-09-22,847.9
2015-09-23,850.35
2015-09-24,837.35
2015-09-28,834.25
2015-09-29,840.75
2015-09-30,862.3
2015-10-01,864.7
2015-10-05,888.0
2015-10-06,898.05
2015-10-07,913.8
2015-10-08,889.1
2015-10-09,887.35
2015-10-12,891.75
2015-10-13,893.6
2015-10-14,902.95
2015-10-15,903.7
2015-10-16,912.15
2015-10-19,963.5
2015-10-20,956.7
2015-10-21,955.0
2015-10-23,955.65
2015-10-26,942.85
2015-10-27,939.55
2015-10-28,936.95
2015-10-29,941.0
2015-10-30,947.7
2015-11-02,959.8
2015-11-03,967.2
2015-11-04,951.3
2015-11-05,936.6
2015-11-06,952.4
2015-11-09,961.25
2015-11-10,922.75
2015-11-11,928.45
2015-11-13,933.05
2015-11-16,934.3
2015-11-17,927.75
2015-11-18,912.0
2015-11-19,934.75
2015-11-20,946.85
2015-11-23,953.75
2015-11-24,967.7
2015-11-26,988.65
2015-11-27,979.05
2015-11-30,965.85
2015-12-01,965.9
2015-12-02,977.95
2015-12-03,977.2
2015-12-04,965.45
2015-12-07,952.05
2015-12-08,940.9
2015-12-09,915.9
2015-12-10,950.35
2015-12-11,952.95
2015-12-14,955.1
2015-12-15,975.9
2015-12-16,978.65
2015-12-17,1009.7
2015-12-18,991.9
2015-12-21,992.1
2015-12-22,987.3
2015-12-23,1003.8
2015-12-24,1000.55
2015-12-28,1010.4
2015-12-29,1015.4
2015-12-30,1004.5
2015-12-31,1014.6
