Date,TIMETECHNO
2015-01-01,53.8
2015-01-02,53.15
2015-01-05,53.9
2015-01-06,52.15
2015-01-07,50.95
2015-01-08,51.05
2015-01-09,50.7
2015-01-12,51.35
2015-01-13,52.85
2015-01-14,51.4
2015-01-15,52.3
2015-01-16,50.95
2015-01-19,51.0
2015-01-20,52.6
2015-01-21,51.75
2015-01-22,52.5
2015-01-23,52.15
2015-01-27,51.4
2015-01-28,51.45
2015-01-29,51.2
2015-01-30,51.35
2015-02-02,50.85
2015-02-03,51.55
2015-02-04,51.6
2015-02-05,50.6
2015-02-06,49.3
2015-02-09,49.7
2015-02-10,51.4
2015-02-11,50.7
2015-02-12,50.3
2015-02-13,49.85
2015-02-16,51.65
2015-02-18,52.85
2015-02-19,52.15
2015-02-20,52.1
2015-02-23,51.4
2015-02-24,51.55
2015-02-25,51.55
2015-02-26,51.05
2015-02-27,50.5
2015-02-28,50.45
2015-03-02,50.55
2015-03-03,52.65
2015-03-04,51.75
2015-03-05,51.3
2015-03-09,50.5
2015-03-10,53.95
2015-03-11,53.4
2015-03-12,54.0
2015-03-13,51.9
2015-03-16,51.0
2015-03-17,50.45
2015-03-18,50.8
2015-03-19,50.05
2015-03-20,49.05
2015-03-23,49.0
2015-03-24,49.55
2015-03-25,47.95
2015-03-26,47.65
2015-03-27,46.55
2015-03-30,49.55
2015-03-31,48.55
2015-04-01,49.7
2015-04-06,50.0
2015-04-07,50.2
2015-04-08,49.45
2015-04-09,49.9
2015-04-10,49.75
2015-04-13,50.0
2015-04-15,49.9
2015-04-16,50.2
2015-04-17,49.55
2015-04-20,48.15
2015-04-21,47.5
2015-04-22,47.8
2015-04-23,47.55
2015-04-24,46.85
2015-04-27,46.3
2015-04-28,45.7
2015-04-29,46.15
2015-04-30,45.9
2015-05-04,46.9
2015-05-05,46.5
2015-05-06,45.85
2015-05-07,43.85
2015-05-08,44.9
2015-05-11,43.95
2015-05-12,42.8
2015-05-13,43.05
2015-05-14,42.85
2015-05-15,44.85
2015-05-18,45.35
2015-05-19,47.4
2015-05-20,48.8
2015-05-21,47.6
2015-05-22,47.75
2015-05-25,49.0
2015-05-26,50.2
2015-05-27,49.6
2015-05-28,49.4
2015-05-29,51.05
2015-06-01,51.25
2015-06-02,49.35
2015-06-03,49.55
2015-06-04,52.15
2015-06-05,52.75
2015-06-08,52.25
2015-06-09,50.85
2015-06-10,49.45
2015-06-11,47.2
2015-06-12,46.75
2015-06-15,46.05
2015-06-16,46.9
2015-06-17,46.4
2015-06-18,48.55
2015-06-19,49.2
2015-06-22,50.05
2015-06-23,49.95
2015-06-24,49.55
2015-06-25,49.1
2015-06-26,50.05
2015-06-29,49.15
2015-06-30,51.6
2015-07-01,51.25
2015-07-02,50.25
2015-07-03,51.4
2015-07-06,51.6
2015-07-07,52.25
2015-07-08,54.45
2015-07-09,58.85
2015-07-10,58.8
2015-07-13,61.4
2015-07-14,59.35
2015-07-15,59.65
2015-07-16,58.75
2015-07-17,60.4
2015-07-20,61.35
2015-07-21,60.85
2015-07-22,60.2
2015-07-23,60.6
2015-07-24,60.55
2015-07-27,60.8
2015-07-28,64.95
2015-07-29,67.3
2015-07-30,64.75
2015-07-31,66.1
2015-08-03,68.75
2015-08-04,68.35
2015-08-05,66.85
2015-08-06,65.8
2015-08-07,67.1
2015-08-10,66.25
2015-08-11,62.25
2015-08-12,60.55
2015-08-13,60.6
2015-08-14,60.1
2015-08-17,62.5
2015-08-18,63.0
2015-08-19,60.95
2015-08-20,60.4
2015-08-21,60.35
2015-08-24,52.3
2015-08-25,54.2
2015-08-26,51.4
2015-08-27,52.5
2015-08-28,54.05
2015-08-31,53.3
2015-09-01,52.8
2015-09-02,51.75
2015-09-03,53.4
2015-09-04,51.75
2015-09-07,50.4
2015-09-08,50.0
2015-09-09,51.1
2015-09-10,50.3
2015-09-11,50.25
2015-09-14,50.45
2015-09-15,50.85
2015-09-16,50.95
2015-09-18,51.8
2015-09-21,52.5
2015-09-22,51.8
2015-09-23,51.75
2015-09-24,51.8
2015-09-28,51.6
2015-09-29,52.2
2015-09-30,52.65
2015-10-01,52.95
2015-10-05,54.6
2015-10-06,55.95
2015-10-07,55.45
2015-10-08,54.15
2015-10-09,54.65
2015-10-12,54.75
2015-10-13,55.5
2015-10-14,55.3
2015-10-15,55.15
2015-10-16,55.25
2015-10-19,56.05
2015-10-20,56.8
2015-10-21,60.9
2015-10-23,58.8
2015-10-26,57.45
2015-10-27,56.65
2015-10-28,57.75
2015-10-29,56.35
2015-10-30,56.05
2015-11-02,56.9
2015-11-03,55.5
2015-11-04,57.05
2015-11-05,57.05
2015-11-06,56.55
2015-11-09,56.55
2015-11-10,56.6
2015-11-11,57.1
2015-11-13,55.95
2015-11-16,54.45
2015-11-17,55.1
2015-11-18,55.35
2015-11-19,56.1
2015-11-20,56.25
2015-11-23,57.45
2015-11-24,57.65
2015-11-26,58.05
2015-11-27,57.35
2015-11-30,57.55
2015-12-01,58.15
2015-12-02,57.8
2015-12-03,57.85
2015-12-04,56.2
2015-12-07,57.1
2015-12-08,55.25
2015-12-09,52.85
2015-12-10,53.05
2015-12-11,52.8
2015-12-14,53.35
2015-12-15,53.8
2015-12-16,53.95
2015-12-17,55.4
2015-12-18,55.0
2015-12-21,56.65
2015-12-22,56.15
2015-12-23,57.05
2015-12-24,56.6
2015-12-28,56.2
2015-12-29,55.75
2015-12-30,55.55
2015-12-31,56.7
