Date,OMMETALS
2015-01-01,34.6
2015-01-02,32.95
2015-01-05,31.8
2015-01-06,29.7
2015-01-07,30.25
2015-01-08,30.85
2015-01-09,30.85
2015-01-12,31.15
2015-01-13,31.35
2015-01-14,30.95
2015-01-15,31.85
2015-01-16,31.7
2015-01-19,33.6
2015-01-20,33.25
2015-01-21,33.8
2015-01-22,34.25
2015-01-23,34.25
2015-01-27,33.7
2015-01-28,32.9
2015-01-29,33.8
2015-01-30,34.2
2015-02-02,34.1
2015-02-03,36.5
2015-02-04,35.95
2015-02-05,35.65
2015-02-06,34.25
2015-02-09,31.95
2015-02-10,32.7
2015-02-11,33.9
2015-02-12,34.35
2015-02-13,32.4
2015-02-16,31.7
2015-02-18,31.25
2015-02-19,31.6
2015-02-20,31.8
2015-02-23,32.35
2015-02-24,31.7
2015-02-25,31.55
2015-02-26,31.05
2015-02-27,31.7
2015-02-28,31.85
2015-03-02,31.45
2015-03-03,32.35
2015-03-04,31.85
2015-03-05,31.7
2015-03-09,33.7
2015-03-10,37.1
2015-03-11,39.75
2015-03-12,39.5
2015-03-13,38.35
2015-03-16,35.9
2015-03-17,36.1
2015-03-18,37.4
2015-03-19,36.9
2015-03-20,36.2
2015-03-23,35.15
2015-03-24,34.55
2015-03-25,38.0
2015-03-26,36.8
2015-03-27,37.0
2015-03-30,37.05
2015-03-31,38.55
2015-04-01,37.35
2015-04-06,40.2
2015-04-07,43.3
2015-04-08,45.8
2015-04-09,44.1
2015-04-10,43.55
2015-04-13,44.7
2015-04-15,43.45
2015-04-16,42.55
2015-04-17,42.1
2015-04-20,39.7
2015-04-21,42.8
2015-04-22,42.45
2015-04-23,41.2
2015-04-24,39.6
2015-04-27,38.1
2015-04-28,38.8
2015-04-29,39.15
2015-04-30,40.0
2015-05-04,40.4
2015-05-05,40.05
2015-05-06,38.4
2015-05-07,37.8
2015-05-08,38.1
2015-05-11,37.4
2015-05-12,37.0
2015-05-13,36.85
2015-05-14,36.65
2015-05-15,37.25
2015-05-18,36.6
2015-05-19,37.1
2015-05-20,37.05
2015-05-21,37.0
2015-05-22,36.85
2015-05-25,36.45
2015-05-26,36.15
2015-05-27,35.15
2015-05-28,35.65
2015-05-29,35.75
2015-06-01,33.85
2015-06-02,32.7
2015-06-03,31.25
2015-06-04,31.25
2015-06-05,32.7
2015-06-08,31.9
2015-06-09,30.65
2015-06-10,31.3
2015-06-11,30.3
2015-06-12,29.8
2015-06-15,31.75
2015-06-16,31.6
2015-06-17,32.0
2015-06-18,32.15
2015-06-19,31.9
2015-06-22,32.0
2015-06-23,32.1
2015-06-24,32.8
2015-06-25,33.5
2015-06-26,33.2
2015-06-29,32.7
2015-06-30,33.05
2015-07-01,33.9
2015-07-02,33.7
2015-07-03,33.6
2015-07-06,34.1
2015-07-07,36.85
2015-07-08,39.0
2015-07-09,41.05
2015-07-10,38.4
2015-07-13,39.2
2015-07-14,38.65
2015-07-15,40.7
2015-07-16,41.0
2015-07-17,42.05
2015-07-20,42.85
2015-07-21,41.0
2015-07-22,41.85
2015-07-23,41.8
2015-07-24,41.6
2015-07-27,41.4
2015-07-28,42.0
2015-07-29,43.2
2015-07-30,42.0
2015-07-31,42.35
2015-08-03,42.1
2015-08-04,44.3
2015-08-05,45.15
2015-08-06,43.95
2015-08-07,42.9
2015-08-10,44.55
2015-08-11,43.4
2015-08-12,41.3
2015-08-13,39.8
2015-08-14,42.3
2015-08-17,43.1
2015-08-18,42.6
2015-08-19,45.55
2015-08-20,50.9
2015-08-21,48.85
2015-08-24,41.05
2015-08-25,43.5
2015-08-26,43.0
2015-08-27,46.1
2015-08-28,48.8
2015-08-31,49.45
2015-09-01,45.9
2015-09-02,46.9
2015-09-03,47.15
2015-09-04,45.1
2015-09-07,43.95
2015-09-08,43.05
2015-09-09,45.25
2015-09-10,46.2
2015-09-11,46.1
2015-09-14,48.55
2015-09-15,48.25
2015-09-16,47.55
2015-09-18,47.3
2015-09-21,47.1
2015-09-22,46.1
2015-09-23,48.9
2015-09-24,49.15
2015-09-28,49.6
2015-09-29,56.4
2015-09-30,56.4
2015-10-01,54.2
2015-10-05,56.1
2015-10-06,56.5
2015-10-07,58.55
2015-10-08,58.5
2015-10-09,59.85
2015-10-12,60.65
2015-10-13,61.0
2015-10-14,60.7
2015-10-15,58.1
2015-10-16,57.25
2015-10-19,58.0
2015-10-20,57.15
2015-10-21,55.8
2015-10-23,54.3
2015-10-26,52.6
2015-10-27,54.4
2015-10-28,54.55
2015-10-29,53.0
2015-10-30,51.05
2015-11-02,52.15
2015-11-03,52.85
2015-11-04,52.55
2015-11-05,50.95
2015-11-06,49.45
2015-11-09,51.05
2015-11-10,51.75
2015-11-11,52.2
2015-11-13,52.25
2015-11-16,51.8
2015-11-17,51.65
2015-11-18,51.05
2015-11-19,52.5
2015-11-20,52.55
2015-11-23,52.3
2015-11-24,52.0
2015-11-26,52.1
2015-11-27,52.5
2015-11-30,54.1
2015-12-01,54.2
2015-12-02,53.95
2015-12-03,57.2
2015-12-04,58.2
2015-12-07,59.3
2015-12-08,56.35
2015-12-09,52.0
2015-12-10,53.85
2015-12-11,52.35
2015-12-14,52.6
2015-12-15,53.1
2015-12-16,52.45
2015-12-17,53.2
2015-12-18,53.3
2015-12-21,55.25
2015-12-22,54.3
2015-12-23,54.0
2015-12-24,54.15
2015-12-28,53.55
2015-12-29,52.9
2015-12-30,53.05
2015-12-31,53.0
