Date,MBLINFRA
2015-01-01,412.4
2015-01-02,432.6
2015-01-05,431.0
2015-01-06,423.4
2015-01-07,419.05
2015-01-08,433.15
2015-01-09,434.05
2015-01-12,450.45
2015-01-13,446.55
2015-01-14,448.4
2015-01-15,444.15
2015-01-16,441.05
2015-01-19,445.65
2015-01-20,450.0
2015-01-21,441.5
2015-01-22,445.05
2015-01-23,441.35
2015-01-27,447.05
2015-01-28,444.2
2015-01-29,449.5
2015-01-30,436.25
2015-02-02,440.1
2015-02-03,444.45
2015-02-04,444.8
2015-02-05,439.05
2015-02-06,434.7
2015-02-09,431.5
2015-02-10,419.65
2015-02-11,422.3
2015-02-12,420.5
2015-02-13,426.3
2015-02-16,436.4
2015-02-18,457.65
2015-02-19,471.25
2015-02-20,474.3
2015-02-23,496.25
2015-02-24,498.75
2015-02-25,502.2
2015-02-26,505.4
2015-02-27,532.0
2015-02-28,546.85
2015-03-02,571.65
2015-03-03,583.75
2015-03-04,565.5
2015-03-05,578.65
2015-03-09,579.85
2015-03-10,621.55
2015-03-11,632.75
2015-03-12,619.4
2015-03-13,632.2
2015-03-16,624.25
2015-03-17,629.95
2015-03-18,623.5
2015-03-19,607.85
2015-03-20,600.3
2015-03-23,622.35
2015-03-24,626.25
2015-03-25,612.25
2015-03-26,611.75
2015-03-27,605.2
2015-03-30,617.35
2015-03-31,619.5
2015-04-01,623.55
2015-04-06,627.7
2015-04-07,628.05
2015-04-08,628.3
2015-04-09,631.1
2015-04-10,627.4
2015-04-13,626.6
2015-04-15,612.95
2015-04-16,606.75
2015-04-17,598.85
2015-04-20,584.55
2015-04-21,591.65
2015-04-22,589.0
2015-04-23,586.8
2015-04-24,572.4
2015-04-27,552.05
2015-04-28,565.1
2015-04-29,582.25
2015-04-30,570.8
2015-05-04,588.0
2015-05-05,589.5
2015-05-06,574.9
2015-05-07,564.2
2015-05-08,563.45
2015-05-11,563.35
2015-05-12,547.7
2015-05-13,548.95
2015-05-14,558.85
2015-05-15,567.65
2015-05-18,556.7
2015-05-19,583.45
2015-05-20,588.85
2015-05-21,569.05
2015-05-22,567.65
2015-05-25,529.95
2015-05-26,539.0
2015-05-27,540.65
2015-05-28,542.4
2015-05-29,544.4
2015-06-01,546.45
2015-06-02,536.3
2015-06-03,501.15
2015-06-04,508.45
2015-06-05,520.95
2015-06-08,506.4
2015-06-09,513.25
2015-06-10,515.65
2015-06-11,510.25
2015-06-12,510.0
2015-06-15,509.95
2015-06-16,514.8
2015-06-17,512.5
2015-06-18,525.85
2015-06-19,516.25
2015-06-22,517.2
2015-06-23,522.85
2015-06-24,507.7
2015-06-25,500.65
2015-06-26,514.65
2015-06-29,503.7
2015-06-30,510.15
2015-07-01,531.65
2015-07-02,543.7
2015-07-03,557.2
2015-07-06,566.8
2015-07-07,577.55
2015-07-08,561.4
2015-07-09,566.85
2015-07-10,564.35
2015-07-13,567.05
2015-07-14,569.25
2015-07-15,559.4
2015-07-16,560.1
2015-07-17,564.15
2015-07-20,563.75
2015-07-21,540.75
2015-07-22,559.6
2015-07-23,576.0
2015-07-24,587.6
2015-07-27,568.1
2015-07-28,283.7
2015-07-29,283.6
2015-07-30,283.9
2015-07-31,282.95
2015-08-03,276.5
2015-08-04,267.0
2015-08-05,266.95
2015-08-06,269.95
2015-08-07,267.95
2015-08-10,265.3
2015-08-11,255.0
2015-08-12,251.9
2015-08-13,239.2
2015-08-14,256.45
2015-08-17,261.0
2015-08-18,264.55
2015-08-19,262.35
2015-08-20,255.95
2015-08-21,250.85
2015-08-24,223.25
2015-08-25,218.75
2015-08-26,232.9
2015-08-27,238.65
2015-08-28,236.0
2015-08-31,237.3
2015-09-01,234.0
2015-09-02,232.0
2015-09-03,235.3
2015-09-04,230.9
2015-09-07,229.75
2015-09-08,239.95
2015-09-09,244.55
2015-09-10,240.7
2015-09-11,245.3
2015-09-14,246.45
2015-09-15,242.25
2015-09-16,249.85
2015-09-18,245.35
2015-09-21,249.4
2015-09-22,244.55
2015-09-23,240.65
2015-09-24,241.55
2015-09-28,245.8
2015-09-29,243.55
2015-09-30,241.05
2015-10-01,246.55
2015-10-05,244.5
2015-10-06,244.05
2015-10-07,246.85
2015-10-08,244.55
2015-10-09,241.5
2015-10-12,235.8
2015-10-13,238.2
2015-10-14,236.5
2015-10-15,233.05
2015-10-16,232.0
2015-10-19,233.95
2015-10-20,225.0
2015-10-21,220.25
2015-10-23,218.1
2015-10-26,215.7
2015-10-27,209.95
2015-10-28,214.5
2015-10-29,210.15
2015-10-30,209.85
2015-11-02,209.7
2015-11-03,210.6
2015-11-04,208.6
2015-11-05,207.8
2015-11-06,211.05
2015-11-09,211.7
2015-11-10,210.0
2015-11-11,214.45
2015-11-13,208.45
2015-11-16,206.35
2015-11-17,208.0
2015-11-18,208.25
2015-11-19,213.55
2015-11-20,214.1
2015-11-23,217.7
2015-11-24,217.9
2015-11-26,217.85
2015-11-27,222.35
2015-11-30,220.1
2015-12-01,218.9
2015-12-02,217.85
2015-12-03,217.0
2015-12-04,215.85
2015-12-07,213.75
2015-12-08,212.9
2015-12-09,207.05
2015-12-10,207.9
2015-12-11,206.9
2015-12-14,206.85
2015-12-15,207.45
2015-12-16,209.5
2015-12-17,213.65
2015-12-18,216.15
2015-12-21,218.8
2015-12-22,216.8
2015-12-23,216.9
2015-12-24,217.7
2015-12-28,222.55
2015-12-29,219.7
2015-12-30,220.1
2015-12-31,227.75
