Date,NRBBEARING
2015-01-01,132.1
2015-01-02,136.15
2015-01-05,137.65
2015-01-06,132.25
2015-01-07,131.4
2015-01-08,133.65
2015-01-09,134.1
2015-01-12,138.4
2015-01-13,136.75
2015-01-14,135.35
2015-01-15,138.6
2015-01-16,135.0
2015-01-19,135.6
2015-01-20,136.25
2015-01-21,136.45
2015-01-22,136.8
2015-01-23,135.3
2015-01-27,132.4
2015-01-28,133.25
2015-01-29,133.5
2015-01-30,133.1
2015-02-02,134.35
2015-02-03,134.15
2015-02-04,132.6
2015-02-05,131.65
2015-02-06,124.95
2015-02-09,124.35
2015-02-10,125.2
2015-02-11,130.4
2015-02-12,136.25
2015-02-13,144.65
2015-02-16,139.9
2015-02-18,142.75
2015-02-19,142.55
2015-02-20,140.55
2015-02-23,136.9
2015-02-24,141.1
2015-02-25,142.35
2015-02-26,141.15
2015-02-27,140.9
2015-02-28,141.15
2015-03-02,141.25
2015-03-03,141.4
2015-03-04,141.7
2015-03-05,143.95
2015-03-09,146.35
2015-03-10,145.45
2015-03-11,141.75
2015-03-12,139.4
2015-03-13,138.25
2015-03-16,136.0
2015-03-17,134.75
2015-03-18,138.95
2015-03-19,136.95
2015-03-20,136.7
2015-03-23,135.6
2015-03-24,135.0
2015-03-25,133.0
2015-03-26,134.1
2015-03-27,133.9
2015-03-30,132.5
2015-03-31,131.55
2015-04-01,131.15
2015-04-06,130.7
2015-04-07,129.1
2015-04-08,129.95
2015-04-09,129.9
2015-04-10,129.1
2015-04-13,129.3
2015-04-15,128.25
2015-04-16,128.35
2015-04-17,127.7
2015-04-20,126.25
2015-04-21,125.45
2015-04-22,123.75
2015-04-23,121.95
2015-04-24,114.5
2015-04-27,118.45
2015-04-28,118.25
2015-04-29,115.35
2015-04-30,115.3
2015-05-04,127.85
2015-05-05,128.5
2015-05-06,120.85
2015-05-07,120.15
2015-05-08,124.15
2015-05-11,123.7
2015-05-12,123.6
2015-05-13,124.3
2015-05-14,132.55
2015-05-15,127.75
2015-05-18,129.65
2015-05-19,119.05
2015-05-20,118.6
2015-05-21,117.8
2015-05-22,115.6
2015-05-25,115.45
2015-05-26,115.1
2015-05-27,115.35
2015-05-28,112.05
2015-05-29,119.15
2015-06-01,116.9
2015-06-02,114.1
2015-06-03,108.6
2015-06-04,106.65
2015-06-05,102.65
2015-06-08,99.65
2015-06-09,99.3
2015-06-10,100.2
2015-06-11,97.95
2015-06-12,97.45
2015-06-15,100.95
2015-06-16,100.45
2015-06-17,103.65
2015-06-18,103.5
2015-06-19,106.7
2015-06-22,108.0
2015-06-23,108.3
2015-06-24,107.85
2015-06-25,107.85
2015-06-26,106.15
2015-06-29,105.3
2015-06-30,106.5
2015-07-01,107.2
2015-07-02,106.7
2015-07-03,108.15
2015-07-06,105.25
2015-07-07,105.5
2015-07-08,104.35
2015-07-09,101.25
2015-07-10,101.25
2015-07-13,102.6
2015-07-14,104.2
2015-07-15,108.4
2015-07-16,114.65
2015-07-17,117.35
2015-07-20,122.05
2015-07-21,118.0
2015-07-22,119.1
2015-07-23,110.0
2015-07-24,113.25
2015-07-27,105.55
2015-07-28,108.25
2015-07-29,111.05
2015-07-30,112.75
2015-07-31,110.75
2015-08-03,114.0
2015-08-04,111.45
2015-08-05,111.6
2015-08-06,112.35
2015-08-07,108.35
2015-08-10,113.3
2015-08-11,117.65
2015-08-12,114.2
2015-08-13,113.4
2015-08-14,114.2
2015-08-17,115.1
2015-08-18,116.75
2015-08-19,115.2
2015-08-20,113.2
2015-08-21,114.35
2015-08-24,111.35
2015-08-25,114.15
2015-08-26,113.15
2015-08-27,117.2
2015-08-28,115.25
2015-08-31,115.2
2015-09-01,115.4
2015-09-02,115.15
2015-09-03,115.9
2015-09-04,117.95
2015-09-07,111.1
2015-09-08,107.65
2015-09-09,114.3
2015-09-10,114.35
2015-09-11,111.95
2015-09-14,112.5
2015-09-15,114.15
2015-09-16,114.65
2015-09-18,117.2
2015-09-21,116.5
2015-09-22,117.0
2015-09-23,116.35
2015-09-24,115.35
2015-09-28,114.25
2015-09-29,119.2
2015-09-30,119.25
2015-10-01,119.0
2015-10-05,120.1
2015-10-06,119.1
2015-10-07,121.05
2015-10-08,122.85
2015-10-09,121.5
2015-10-12,124.4
2015-10-13,126.15
2015-10-14,128.15
2015-10-15,130.55
2015-10-16,128.7
2015-10-19,129.35
2015-10-20,130.95
2015-10-21,131.95
2015-10-23,132.35
2015-10-26,132.15
2015-10-27,135.45
2015-10-28,141.5
2015-10-29,144.2
2015-10-30,144.35
2015-11-02,144.25
2015-11-03,144.05
2015-11-04,142.75
2015-11-05,140.45
2015-11-06,139.95
2015-11-09,146.25
2015-11-10,149.25
2015-11-11,149.3
2015-11-13,142.45
2015-11-16,144.55
2015-11-17,144.0
2015-11-18,143.75
2015-11-19,144.0
2015-11-20,148.55
2015-11-23,150.05
2015-11-24,152.6
2015-11-26,157.5
2015-11-27,152.6
2015-11-30,150.1
2015-12-01,152.25
2015-12-02,154.7
2015-12-03,154.55
2015-12-04,147.85
2015-12-07,151.7
2015-12-08,150.0
2015-12-09,145.25
2015-12-10,150.5
2015-12-11,147.85
2015-12-14,148.75
2015-12-15,148.1
2015-12-16,146.65
2015-12-17,148.05
2015-12-18,144.95
2015-12-21,145.2
2015-12-22,141.8
2015-12-23,141.55
2015-12-24,136.85
2015-12-28,136.15
2015-12-29,136.05
2015-12-30,137.35
2015-12-31,140.5
