Date,TFCILTD
2015-01-01,84.25
2015-01-02,87.35
2015-01-05,86.85
2015-01-06,84.3
2015-01-07,82.85
2015-01-08,90.15
2015-01-09,88.75
2015-01-12,87.85
2015-01-13,86.6
2015-01-14,85.15
2015-01-15,88.2
2015-01-16,85.9
2015-01-19,85.65
2015-01-20,91.5
2015-01-21,90.3
2015-01-22,88.6
2015-01-23,90.7
2015-01-27,87.15
2015-01-28,88.05
2015-01-29,87.2
2015-01-30,86.05
2015-02-02,86.75
2015-02-03,92.95
2015-02-04,88.8
2015-02-05,85.35
2015-02-06,82.5
2015-02-09,80.7
2015-02-10,80.35
2015-02-11,82.35
2015-02-12,84.9
2015-02-13,81.7
2015-02-16,80.35
2015-02-18,80.4
2015-02-19,79.25
2015-02-20,80.3
2015-02-23,80.5
2015-02-24,79.2
2015-02-25,78.2
2015-02-26,78.8
2015-02-27,81.2
2015-02-28,78.15
2015-03-02,74.75
2015-03-03,74.9
2015-03-04,74.5
2015-03-05,71.55
2015-03-09,72.45
2015-03-10,71.45
2015-03-11,72.0
2015-03-12,73.8
2015-03-13,73.5
2015-03-16,73.2
2015-03-17,71.55
2015-03-18,74.4
2015-03-19,72.2
2015-03-20,69.3
2015-03-23,67.2
2015-03-24,67.35
2015-03-25,65.15
2015-03-26,63.4
2015-03-27,66.3
2015-03-30,70.75
2015-03-31,67.8
2015-04-01,71.4
2015-04-06,73.0
2015-04-07,73.45
2015-04-08,76.85
2015-04-09,74.8
2015-04-10,76.7
2015-04-13,82.45
2015-04-15,77.45
2015-04-16,75.2
2015-04-17,73.4
2015-04-20,69.9
2015-04-21,68.7
2015-04-22,68.0
2015-04-23,67.8
2015-04-24,65.15
2015-04-27,63.2
2015-04-28,65.95
2015-04-29,65.7
2015-04-30,64.4
2015-05-04,65.15
2015-05-05,66.25
2015-05-06,62.4
2015-05-07,59.6
2015-05-08,59.45
2015-05-11,59.0
2015-05-12,56.55
2015-05-13,54.9
2015-05-14,59.85
2015-05-15,62.9
2015-05-18,63.35
2015-05-19,62.8
2015-05-20,60.5
2015-05-21,60.6
2015-05-22,62.5
2015-05-25,62.85
2015-05-26,61.75
2015-05-27,61.3
2015-05-28,61.2
2015-05-29,60.5
2015-06-01,58.3
2015-06-02,60.05
2015-06-03,57.65
2015-06-04,55.55
2015-06-05,60.8
2015-06-08,58.75
2015-06-09,56.9
2015-06-10,58.2
2015-06-11,57.15
2015-06-12,55.65
2015-06-15,55.65
2015-06-16,56.55
2015-06-17,57.2
2015-06-18,58.5
2015-06-19,60.25
2015-06-22,59.85
2015-06-23,59.2
2015-06-24,58.95
2015-06-25,58.05
2015-06-26,57.85
2015-06-29,54.45
2015-06-30,55.15
2015-07-01,59.1
2015-07-02,60.25
2015-07-03,61.35
2015-07-06,65.2
2015-07-07,64.6
2015-07-08,61.9
2015-07-09,61.15
2015-07-10,61.4
2015-07-13,63.4
2015-07-14,62.9
2015-07-15,62.4
2015-07-16,63.9
2015-07-17,64.55
2015-07-20,63.85
2015-07-21,61.7
2015-07-22,62.8
2015-07-23,62.25
2015-07-24,61.4
2015-07-27,58.95
2015-07-28,56.35
2015-07-29,57.55
2015-07-30,59.3
2015-07-31,60.1
2015-08-03,60.85
2015-08-04,59.75
2015-08-05,61.35
2015-08-06,62.0
2015-08-07,61.85
2015-08-10,61.05
2015-08-11,59.2
2015-08-12,57.5
2015-08-13,56.2
2015-08-14,57.4
2015-08-17,58.1
2015-08-18,59.55
2015-08-19,61.15
2015-08-20,58.5
2015-08-21,56.6
2015-08-24,48.9
2015-08-25,46.05
2015-08-26,44.85
2015-08-27,48.15
2015-08-28,47.35
2015-08-31,49.8
2015-09-01,48.75
2015-09-02,47.6
2015-09-03,49.05
2015-09-04,46.5
2015-09-07,45.15
2015-09-08,46.1
2015-09-09,46.85
2015-09-10,46.3
2015-09-11,46.75
2015-09-14,46.8
2015-09-15,46.2
2015-09-16,45.9
2015-09-18,47.1
2015-09-21,48.25
2015-09-22,46.9
2015-09-23,47.4
2015-09-24,47.65
2015-09-28,48.0
2015-09-29,47.65
2015-09-30,49.75
2015-10-01,50.6
2015-10-05,52.85
2015-10-06,51.7
2015-10-07,54.15
2015-10-08,53.15
2015-10-09,56.0
2015-10-12,54.35
2015-10-13,59.5
2015-10-14,58.1
2015-10-15,58.75
2015-10-16,59.75
2015-10-19,59.5
2015-10-20,60.3
2015-10-21,59.45
2015-10-23,58.4
2015-10-26,57.4
2015-10-27,56.4
2015-10-28,55.5
2015-10-29,56.35
2015-10-30,57.65
2015-11-02,56.2
2015-11-03,55.8
2015-11-04,58.5
2015-11-05,57.0
2015-11-06,58.0
2015-11-09,56.85
2015-11-10,55.45
2015-11-11,56.75
2015-11-13,56.6
2015-11-16,56.45
2015-11-17,56.65
2015-11-18,55.3
2015-11-19,56.1
2015-11-20,56.3
2015-11-23,55.7
2015-11-24,57.4
2015-11-26,62.3
2015-11-27,61.9
2015-11-30,60.15
2015-12-01,59.4
2015-12-02,59.85
2015-12-03,58.95
2015-12-04,58.65
2015-12-07,58.7
2015-12-08,56.7
2015-12-09,55.35
2015-12-10,55.95
2015-12-11,55.85
2015-12-14,55.95
2015-12-15,57.6
2015-12-16,56.55
2015-12-17,56.95
2015-12-18,56.45
2015-12-21,56.65
2015-12-22,56.9
2015-12-23,57.7
2015-12-24,57.25
2015-12-28,58.8
2015-12-29,64.2
2015-12-30,61.15
2015-12-31,63.05
