Date,SEAMECLTD
2015-01-01,105.85
2015-01-02,107.1
2015-01-05,106.35
2015-01-06,100.4
2015-01-07,99.75
2015-01-08,101.95
2015-01-09,100.6
2015-01-12,98.8
2015-01-13,101.65
2015-01-14,101.45
2015-01-15,101.35
2015-01-16,101.95
2015-01-19,99.65
2015-01-20,99.05
2015-01-21,97.6
2015-01-22,100.7
2015-01-23,101.65
2015-01-27,103.7
2015-01-28,102.9
2015-01-29,101.6
2015-01-30,102.75
2015-02-02,105.6
2015-02-03,109.8
2015-02-04,112.55
2015-02-05,111.05
2015-02-06,108.15
2015-02-09,110.55
2015-02-10,106.55
2015-02-11,106.15
2015-02-12,103.6
2015-02-13,105.2
2015-02-16,97.3
2015-02-18,99.35
2015-02-19,96.9
2015-02-20,99.9
2015-02-23,101.1
2015-02-24,98.65
2015-02-25,98.6
2015-02-26,99.95
2015-02-27,100.55
2015-02-28,97.95
2015-03-02,100.05
2015-03-03,99.35
2015-03-04,97.85
2015-03-05,99.9
2015-03-09,98.8
2015-03-10,98.9
2015-03-11,98.4
2015-03-12,97.15
2015-03-13,94.75
2015-03-16,92.3
2015-03-17,90.05
2015-03-18,87.6
2015-03-19,88.6
2015-03-20,87.3
2015-03-23,87.3
2015-03-24,90.0
2015-03-25,87.15
2015-03-26,87.4
2015-03-27,86.2
2015-03-30,85.8
2015-03-31,86.5
2015-04-01,88.85
2015-04-06,89.1
2015-04-07,88.0
2015-04-08,88.45
2015-04-09,89.1
2015-04-10,93.95
2015-04-13,97.85
2015-04-15,95.45
2015-04-16,92.1
2015-04-17,92.15
2015-04-20,90.05
2015-04-21,89.95
2015-04-22,89.45
2015-04-23,90.25
2015-04-24,88.1
2015-04-27,85.2
2015-04-28,85.05
2015-04-29,85.3
2015-04-30,88.2
2015-05-04,93.95
2015-05-05,94.7
2015-05-06,89.4
2015-05-07,87.9
2015-05-08,89.1
2015-05-11,91.75
2015-05-12,95.1
2015-05-13,98.75
2015-05-14,97.45
2015-05-15,95.6
2015-05-18,95.25
2015-05-19,95.8
2015-05-20,99.45
2015-05-21,103.0
2015-05-22,101.9
2015-05-25,108.6
2015-05-26,110.15
2015-05-27,110.2
2015-05-28,116.15
2015-05-29,113.05
2015-06-01,111.6
2015-06-02,110.3
2015-06-03,110.45
2015-06-04,110.45
2015-06-05,111.2
2015-06-08,110.0
2015-06-09,109.4
2015-06-10,111.0
2015-06-11,110.9
2015-06-12,110.8
2015-06-15,110.35
2015-06-16,110.85
2015-06-17,110.3
2015-06-18,110.3
2015-06-19,110.8
2015-06-22,110.95
2015-06-23,110.35
2015-06-24,110.5
2015-06-25,110.0
2015-06-26,110.4
2015-06-29,110.85
2015-06-30,112.25
2015-07-01,109.9
2015-07-02,109.5
2015-07-03,109.3
2015-07-06,110.1
2015-07-07,110.8
2015-07-08,111.05
2015-07-09,113.85
2015-07-10,116.2
2015-07-13,116.95
2015-07-14,114.9
2015-07-15,116.15
2015-07-16,116.85
2015-07-17,120.35
2015-07-20,117.25
2015-07-21,116.75
2015-07-22,117.6
2015-07-23,116.65
2015-07-24,116.6
2015-07-27,117.15
2015-07-28,117.35
2015-07-29,117.05
2015-07-30,116.75
2015-07-31,115.85
2015-08-03,119.35
2015-08-04,117.9
2015-08-05,117.4
2015-08-06,116.75
2015-08-07,115.05
2015-08-10,115.25
2015-08-11,114.45
2015-08-12,113.55
2015-08-13,109.25
2015-08-14,109.0
2015-08-17,114.7
2015-08-18,112.0
2015-08-19,114.35
2015-08-20,112.85
2015-08-21,111.95
2015-08-24,107.15
2015-08-25,109.05
2015-08-26,110.55
2015-08-27,112.5
2015-08-28,111.8
2015-08-31,111.5
2015-09-01,110.0
2015-09-02,110.95
2015-09-03,111.7
2015-09-04,110.5
2015-09-07,108.5
2015-09-08,108.25
2015-09-09,110.55
2015-09-10,111.9
2015-09-11,110.0
2015-09-14,110.05
2015-09-15,110.05
2015-09-16,109.5
2015-09-18,111.75
2015-09-21,115.15
2015-09-22,116.3
2015-09-23,116.8
2015-09-24,117.4
2015-09-28,118.4
2015-09-29,118.8
2015-09-30,118.9
2015-10-01,118.75
2015-10-05,118.85
2015-10-06,118.9
2015-10-07,120.35
2015-10-08,114.05
2015-10-09,113.6
2015-10-12,113.5
2015-10-13,114.5
2015-10-14,115.35
2015-10-15,114.7
2015-10-16,114.05
2015-10-19,113.45
2015-10-20,113.3
2015-10-21,113.2
2015-10-23,112.75
2015-10-26,113.2
2015-10-27,114.85
2015-10-28,114.1
2015-10-29,114.7
2015-10-30,113.75
2015-11-02,122.75
2015-11-03,120.35
2015-11-04,118.85
2015-11-05,118.5
2015-11-06,119.25
2015-11-09,118.95
2015-11-10,119.75
2015-11-11,118.65
2015-11-13,119.8
2015-11-16,118.0
2015-11-17,118.1
2015-11-18,116.8
2015-11-19,114.75
2015-11-20,110.75
2015-11-23,109.4
2015-11-24,108.7
2015-11-26,113.65
2015-11-27,113.1
2015-11-30,116.6
2015-12-01,120.5
2015-12-02,111.8
2015-12-03,110.6
2015-12-04,109.65
2015-12-07,108.95
2015-12-08,107.3
2015-12-09,104.2
2015-12-10,102.45
2015-12-11,98.45
2015-12-14,98.9
2015-12-15,101.05
2015-12-16,100.55
2015-12-17,99.95
2015-12-18,98.95
2015-12-21,98.35
2015-12-22,97.75
2015-12-23,101.55
2015-12-24,103.5
2015-12-28,103.1
2015-12-29,102.25
2015-12-30,102.55
2015-12-31,102.0
