Date,BHARATGEAR
2015-01-01,63.85
2015-01-02,65.45
2015-01-05,67.05
2015-01-06,62.4
2015-01-07,61.35
2015-01-08,63.2
2015-01-09,64.2
2015-01-12,72.1
2015-01-13,71.85
2015-01-14,71.45
2015-01-15,73.25
2015-01-16,73.55
2015-01-19,80.05
2015-01-20,96.05
2015-01-21,92.2
2015-01-22,89.0
2015-01-23,81.45
2015-01-27,79.35
2015-01-28,80.9
2015-01-29,79.25
2015-01-30,77.65
2015-02-02,75.8
2015-02-03,80.85
2015-02-04,78.65
2015-02-05,74.7
2015-02-06,73.2
2015-02-09,70.7
2015-02-10,72.45
2015-02-11,73.55
2015-02-12,76.6
2015-02-13,77.25
2015-02-16,75.0
2015-02-18,75.45
2015-02-19,73.65
2015-02-20,72.75
2015-02-23,73.3
2015-02-24,74.95
2015-02-25,71.6
2015-02-26,71.05
2015-02-27,72.6
2015-02-28,73.3
2015-03-02,74.0
2015-03-03,72.15
2015-03-04,72.65
2015-03-05,72.3
2015-03-09,71.4
2015-03-10,73.55
2015-03-11,80.4
2015-03-12,78.45
2015-03-13,76.55
2015-03-16,74.95
2015-03-17,74.15
2015-03-18,73.1
2015-03-19,72.5
2015-03-20,72.15
2015-03-23,70.9
2015-03-24,71.8
2015-03-25,69.75
2015-03-26,70.1
2015-03-27,70.8
2015-03-30,72.2
2015-03-31,72.45
2015-04-01,75.9
2015-04-06,78.4
2015-04-07,76.65
2015-04-08,76.75
2015-04-09,75.45
2015-04-10,77.25
2015-04-13,82.45
2015-04-15,80.75
2015-04-16,79.35
2015-04-17,78.25
2015-04-20,76.65
2015-04-21,75.45
2015-04-22,73.75
2015-04-23,74.95
2015-04-24,72.45
2015-04-27,68.5
2015-04-28,68.75
2015-04-29,70.85
2015-04-30,70.2
2015-05-04,76.35
2015-05-05,73.55
2015-05-06,71.0
2015-05-07,68.15
2015-05-08,68.75
2015-05-11,70.0
2015-05-12,69.4
2015-05-13,68.55
2015-05-14,69.55
2015-05-15,69.95
2015-05-18,69.95
2015-05-19,70.55
2015-05-20,70.65
2015-05-21,70.5
2015-05-22,70.0
2015-05-25,70.4
2015-05-26,70.8
2015-05-27,70.0
2015-05-28,69.0
2015-05-29,70.15
2015-06-01,69.55
2015-06-02,68.5
2015-06-03,66.85
2015-06-04,69.2
2015-06-05,68.5
2015-06-08,66.0
2015-06-09,66.0
2015-06-10,65.3
2015-06-11,63.3
2015-06-12,64.5
2015-06-15,64.9
2015-06-16,66.55
2015-06-17,65.5
2015-06-18,64.9
2015-06-19,65.05
2015-06-22,66.5
2015-06-23,67.75
2015-06-24,67.0
2015-06-25,66.85
2015-06-26,65.55
2015-06-29,65.35
2015-06-30,66.7
2015-07-01,67.8
2015-07-02,68.15
2015-07-03,67.65
2015-07-06,68.25
2015-07-07,72.25
2015-07-08,69.35
2015-07-09,72.55
2015-07-10,75.0
2015-07-13,75.1
2015-07-14,73.6
2015-07-15,74.0
2015-07-16,75.15
2015-07-17,80.7
2015-07-20,83.4
2015-07-21,80.0
2015-07-22,80.2
2015-07-23,78.05
2015-07-24,78.3
2015-07-27,76.8
2015-07-28,77.85
2015-07-29,83.2
2015-07-30,86.85
2015-07-31,79.25
2015-08-03,85.5
2015-08-04,84.3
2015-08-05,84.4
2015-08-06,84.25
2015-08-07,90.2
2015-08-10,92.9
2015-08-11,88.4
2015-08-12,82.8
2015-08-13,92.0
2015-08-14,94.8
2015-08-17,104.1
2015-08-18,106.3
2015-08-19,102.55
2015-08-20,97.15
2015-08-21,99.05
2015-08-24,89.25
2015-08-25,89.9
2015-08-26,89.2
2015-08-27,93.05
2015-08-28,91.6
2015-08-31,91.85
2015-09-01,88.1
2015-09-02,88.95
2015-09-03,89.2
2015-09-04,85.65
2015-09-07,80.1
2015-09-08,79.35
2015-09-09,80.5
2015-09-10,80.15
2015-09-11,82.0
2015-09-14,83.65
2015-09-15,84.7
2015-09-16,86.25
2015-09-18,86.8
2015-09-21,86.8
2015-09-22,86.85
2015-09-23,85.1
2015-09-24,84.05
2015-09-28,83.5
2015-09-29,81.75
2015-09-30,82.7
2015-10-01,81.35
2015-10-05,82.9
2015-10-06,89.3
2015-10-07,92.2
2015-10-08,92.2
2015-10-09,92.9
2015-10-12,94.9
2015-10-13,96.3
2015-10-14,98.65
2015-10-15,97.1
2015-10-16,96.7
2015-10-19,100.75
2015-10-20,98.35
2015-10-21,100.6
2015-10-23,98.0
2015-10-26,96.3
2015-10-27,96.85
2015-10-28,96.85
2015-10-29,85.75
2015-10-30,86.5
2015-11-02,82.35
2015-11-03,85.2
2015-11-04,83.95
2015-11-05,83.15
2015-11-06,82.55
2015-11-09,80.85
2015-11-10,82.0
2015-11-11,82.45
2015-11-13,82.3
2015-11-16,81.75
2015-11-17,81.8
2015-11-18,83.25
2015-11-19,83.45
2015-11-20,84.6
2015-11-23,85.1
2015-11-24,84.95
2015-11-26,90.75
2015-11-27,87.55
2015-11-30,89.25
2015-12-01,87.9
2015-12-02,90.3
2015-12-03,91.7
2015-12-04,89.35
2015-12-07,89.05
2015-12-08,87.25
2015-12-09,84.45
2015-12-10,84.05
2015-12-11,84.95
2015-12-14,85.3
2015-12-15,87.4
2015-12-16,86.8
2015-12-17,86.6
2015-12-18,87.5
2015-12-21,94.5
2015-12-22,93.5
2015-12-23,93.85
2015-12-24,92.8
2015-12-28,92.8
2015-12-29,90.9
2015-12-30,89.95
2015-12-31,89.25
