Date,ZUARIGLOB
2015-01-01,102.95
2015-01-02,104.85
2015-01-05,104.6
2015-01-06,103.2
2015-01-07,101.75
2015-01-08,102.3
2015-01-09,103.1
2015-01-12,102.05
2015-01-13,103.2
2015-01-14,103.45
2015-01-15,104.0
2015-01-16,104.05
2015-01-19,107.05
2015-01-20,104.85
2015-01-21,104.05
2015-01-22,104.1
2015-01-23,102.7
2015-01-27,102.95
2015-01-28,103.1
2015-01-29,102.45
2015-01-30,102.35
2015-02-02,101.6
2015-02-03,102.0
2015-02-04,102.0
2015-02-05,102.1
2015-02-06,102.25
2015-02-09,101.5
2015-02-10,101.6
2015-02-11,99.7
2015-02-12,100.7
2015-02-13,100.25
2015-02-16,99.35
2015-02-18,103.2
2015-02-19,105.75
2015-02-20,104.55
2015-02-23,102.35
2015-02-24,102.3
2015-02-25,100.3
2015-02-26,100.6
2015-02-27,100.25
2015-02-28,100.25
2015-03-02,104.75
2015-03-03,102.0
2015-03-04,101.05
2015-03-05,101.5
2015-03-09,102.5
2015-03-10,99.6
2015-03-11,97.25
2015-03-12,97.4
2015-03-13,96.6
2015-03-16,97.05
2015-03-17,97.25
2015-03-18,95.45
2015-03-19,94.3
2015-03-20,94.55
2015-03-23,92.8
2015-03-24,90.65
2015-03-25,93.75
2015-03-26,94.3
2015-03-27,92.45
2015-03-30,94.35
2015-03-31,94.95
2015-04-01,100.65
2015-04-06,100.0
2015-04-07,101.4
2015-04-08,101.9
2015-04-09,102.6
2015-04-10,104.65
2015-04-13,101.7
2015-04-15,100.25
2015-04-16,98.7
2015-04-17,99.5
2015-04-20,97.15
2015-04-21,98.25
2015-04-22,96.7
2015-04-23,97.35
2015-04-24,94.25
2015-04-27,94.45
2015-04-28,94.2
2015-04-29,95.8
2015-04-30,94.15
2015-05-04,95.8
2015-05-05,92.8
2015-05-06,92.7
2015-05-07,92.5
2015-05-08,92.7
2015-05-11,93.85
2015-05-12,92.5
2015-05-13,93.15
2015-05-14,94.35
2015-05-15,94.8
2015-05-18,95.4
2015-05-19,94.35
2015-05-20,94.65
2015-05-21,97.05
2015-05-22,96.25
2015-05-25,96.85
2015-05-26,96.7
2015-05-27,96.5
2015-05-28,97.7
2015-05-29,95.15
2015-06-01,95.0
2015-06-02,93.65
2015-06-03,90.4
2015-06-04,92.3
2015-06-05,92.25
2015-06-08,90.9
2015-06-09,91.0
2015-06-10,91.8
2015-06-11,91.75
2015-06-12,91.25
2015-06-15,90.1
2015-06-16,90.15
2015-06-17,88.9
2015-06-18,91.9
2015-06-19,91.5
2015-06-22,92.05
2015-06-23,90.7
2015-06-24,90.05
2015-06-25,90.25
2015-06-26,90.1
2015-06-29,89.15
2015-06-30,88.4
2015-07-01,89.65
2015-07-02,90.1
2015-07-03,89.6
2015-07-06,89.0
2015-07-07,90.4
2015-07-08,89.15
2015-07-09,89.5
2015-07-10,90.55
2015-07-13,90.9
2015-07-14,90.0
2015-07-15,90.5
2015-07-16,95.95
2015-07-17,95.15
2015-07-20,95.15
2015-07-21,95.9
2015-07-22,97.5
2015-07-23,95.5
2015-07-24,95.45
2015-07-27,95.25
2015-07-28,95.1
2015-07-29,94.65
2015-07-30,96.65
2015-07-31,94.65
2015-08-03,94.7
2015-08-04,94.25
2015-08-05,94.6
2015-08-06,94.5
2015-08-07,95.0
2015-08-10,95.4
2015-08-11,95.85
2015-08-12,93.55
2015-08-13,91.7
2015-08-14,92.55
2015-08-17,92.1
2015-08-18,92.0
2015-08-19,91.5
2015-08-20,89.0
2015-08-21,89.8
2015-08-24,83.75
2015-08-25,80.3
2015-08-26,81.1
2015-08-27,83.05
2015-08-28,80.75
2015-08-31,84.0
2015-09-01,80.9
2015-09-02,81.05
2015-09-03,81.75
2015-09-04,80.7
2015-09-07,80.65
2015-09-08,79.85
2015-09-09,80.0
2015-09-10,77.5
2015-09-11,77.65
2015-09-14,79.1
2015-09-15,80.1
2015-09-16,79.95
2015-09-18,79.55
2015-09-21,78.2
2015-09-22,80.75
2015-09-23,80.0
2015-09-24,80.2
2015-09-28,79.85
2015-09-29,80.5
2015-09-30,79.55
2015-10-01,81.7
2015-10-05,80.3
2015-10-06,80.55
2015-10-07,81.0
2015-10-08,81.1
2015-10-09,81.3
2015-10-12,83.0
2015-10-13,84.0
2015-10-14,82.9
2015-10-15,83.7
2015-10-16,83.65
2015-10-19,80.0
2015-10-20,81.95
2015-10-21,82.2
2015-10-23,80.95
2015-10-26,81.25
2015-10-27,81.0
2015-10-28,79.8
2015-10-29,80.65
2015-10-30,80.3
2015-11-02,80.85
2015-11-03,81.7
2015-11-04,81.55
2015-11-05,81.45
2015-11-06,82.9
2015-11-09,82.0
2015-11-10,80.75
2015-11-11,81.9
2015-11-13,80.25
2015-11-16,81.1
2015-11-17,80.45
2015-11-18,81.1
2015-11-19,80.95
2015-11-20,81.0
2015-11-23,82.25
2015-11-24,87.6
2015-11-26,91.05
2015-11-27,92.55
2015-11-30,92.15
2015-12-01,94.0
2015-12-02,104.65
2015-12-03,99.3
2015-12-04,98.95
2015-12-07,96.75
2015-12-08,97.4
2015-12-09,92.85
2015-12-10,93.3
2015-12-11,93.05
2015-12-14,96.4
2015-12-15,97.6
2015-12-16,101.9
2015-12-17,103.55
2015-12-18,102.85
2015-12-21,103.65
2015-12-22,100.75
2015-12-23,103.15
2015-12-24,101.55
2015-12-28,101.6
2015-12-29,102.25
2015-12-30,102.95
2015-12-31,104.15
