Date,ABB
2015-01-01,1301.5
2015-01-02,1288.0
2015-01-05,1288.3
2015-01-06,1276.6
2015-01-07,1258.2
2015-01-08,1288.0
2015-01-09,1265.05
2015-01-12,1267.0
2015-01-13,1271.3
2015-01-14,1262.5
2015-01-15,1268.15
2015-01-16,1276.45
2015-01-19,1273.1
2015-01-20,1274.3
2015-01-21,1271.6
2015-01-22,1275.9
2015-01-23,1296.4
2015-01-27,1317.1
2015-01-28,1333.75
2015-01-29,1306.25
2015-01-30,1283.9
2015-02-02,1259.95
2015-02-03,1264.15
2015-02-04,1267.85
2015-02-05,1265.45
2015-02-06,1280.45
2015-02-09,1268.1
2015-02-10,1363.95
2015-02-11,1359.8
2015-02-12,1361.8
2015-02-13,1375.8
2015-02-16,1441.75
2015-02-18,1455.65
2015-02-19,1423.05
2015-02-20,1415.35
2015-02-23,1411.95
2015-02-24,1375.85
2015-02-25,1419.9
2015-02-26,1383.8
2015-02-27,1409.65
2015-02-28,1399.55
2015-03-02,1400.5
2015-03-03,1389.25
2015-03-04,1389.4
2015-03-05,1374.15
2015-03-09,1339.75
2015-03-10,1328.4
2015-03-11,1313.2
2015-03-12,1317.1
2015-03-13,1318.45
2015-03-16,1283.15
2015-03-17,1277.45
2015-03-18,1268.35
2015-03-19,1280.35
2015-03-20,1272.75
2015-03-23,1244.5
2015-03-24,1220.25
2015-03-25,1196.6
2015-03-26,1217.8
2015-03-27,1200.65
2015-03-30,1215.65
2015-03-31,1260.1
2015-04-01,1277.45
2015-04-06,1344.15
2015-04-07,1345.95
2015-04-08,1382.85
2015-04-09,1361.4
2015-04-10,1354.45
2015-04-13,1394.45
2015-04-15,1394.9
2015-04-16,1382.75
2015-04-17,1355.55
2015-04-20,1324.6
2015-04-21,1366.1
2015-04-22,1362.45
2015-04-23,1360.45
2015-04-24,1332.75
2015-04-27,1318.0
2015-04-28,1339.95
2015-04-29,1339.85
2015-04-30,1335.85
2015-05-04,1380.8
2015-05-05,1402.65
2015-05-06,1368.05
2015-05-07,1376.1
2015-05-08,1361.25
2015-05-11,1329.7
2015-05-12,1322.7
2015-05-13,1349.85
2015-05-14,1344.05
2015-05-15,1352.45
2015-05-18,1341.0
2015-05-19,1343.9
2015-05-20,1340.6
2015-05-21,1342.75
2015-05-22,1397.0
2015-05-25,1385.35
2015-05-26,1368.35
2015-05-27,1355.7
2015-05-28,1342.35
2015-05-29,1336.1
2015-06-01,1331.75
2015-06-02,1316.65
2015-06-03,1266.85
2015-06-04,1279.75
2015-06-05,1266.05
2015-06-08,1261.85
2015-06-09,1301.2
2015-06-10,1293.1
2015-06-11,1264.75
2015-06-12,1263.35
2015-06-15,1264.7
2015-06-16,1261.25
2015-06-17,1315.35
2015-06-18,1311.3
2015-06-19,1327.1
2015-06-22,1336.75
2015-06-23,1341.05
2015-06-24,1320.75
2015-06-25,1366.25
2015-06-26,1354.8
2015-06-29,1320.9
2015-06-30,1324.3
2015-07-01,1328.35
2015-07-02,1361.3
2015-07-03,1395.45
2015-07-06,1402.15
2015-07-07,1395.4
2015-07-08,1423.3
2015-07-09,1389.65
2015-07-10,1375.25
2015-07-13,1393.3
2015-07-14,1383.75
2015-07-15,1404.75
2015-07-16,1428.7
2015-07-17,1412.25
2015-07-20,1394.25
2015-07-21,1389.9
2015-07-22,1390.15
2015-07-23,1409.75
2015-07-24,1370.0
2015-07-27,1313.65
2015-07-28,1320.7
2015-07-29,1369.8
2015-07-30,1377.35
2015-07-31,1386.6
