Date,RIIL
2015-01-01,490.25
2015-01-02,488.4
2015-01-05,486.55
2015-01-06,464.5
2015-01-07,461.0
2015-01-08,468.0
2015-01-09,464.4
2015-01-12,474.9
2015-01-13,470.15
2015-01-14,455.45
2015-01-15,465.2
2015-01-16,467.8
2015-01-19,470.1
2015-01-20,471.95
2015-01-21,466.95
2015-01-22,464.2
2015-01-23,464.0
2015-01-27,463.2
2015-01-28,458.1
2015-01-29,465.7
2015-01-30,473.7
2015-02-02,478.6
2015-02-03,479.6
2015-02-04,479.55
2015-02-05,461.55
2015-02-06,455.35
2015-02-09,431.75
2015-02-10,426.35
2015-02-11,441.25
2015-02-12,449.0
2015-02-13,451.3
2015-02-16,447.45
2015-02-18,450.8
2015-02-19,463.65
2015-02-20,454.35
2015-02-23,449.95
2015-02-24,444.7
2015-02-25,447.7
2015-02-26,442.95
2015-02-27,458.15
2015-02-28,450.95
2015-03-02,451.7
2015-03-03,463.25
2015-03-04,448.35
2015-03-05,453.5
2015-03-09,443.9
2015-03-10,440.15
2015-03-11,435.65
2015-03-12,447.4
2015-03-13,436.3
2015-03-16,430.05
2015-03-17,431.0
2015-03-18,430.7
2015-03-19,426.3
2015-03-20,412.55
2015-03-23,404.5
2015-03-24,401.05
2015-03-25,394.05
2015-03-26,385.4
2015-03-27,380.2
2015-03-30,390.8
2015-03-31,397.3
2015-04-01,401.5
2015-04-06,406.75
2015-04-07,417.9
2015-04-08,421.2
2015-04-09,423.15
2015-04-10,432.95
2015-04-13,434.6
2015-04-15,437.55
2015-04-16,424.8
2015-04-17,421.95
2015-04-20,411.0
2015-04-21,404.8
2015-04-22,407.1
2015-04-23,402.35
2015-04-24,392.75
2015-04-27,381.5
2015-04-28,385.15
2015-04-29,381.95
2015-04-30,380.85
2015-05-04,394.1
2015-05-05,396.4
2015-05-06,381.6
2015-05-07,372.4
2015-05-08,380.0
2015-05-11,384.6
2015-05-12,373.2
2015-05-13,378.5
2015-05-14,380.75
2015-05-15,382.9
2015-05-18,384.55
2015-05-19,386.75
2015-05-20,391.25
2015-05-21,386.65
2015-05-22,382.9
2015-05-25,378.45
2015-05-26,373.65
2015-05-27,373.55
2015-05-28,372.05
2015-05-29,374.7
2015-06-01,374.7
2015-06-02,367.85
2015-06-03,350.5
2015-06-04,346.7
2015-06-05,348.6
2015-06-08,341.6
2015-06-09,339.3
2015-06-10,342.2
2015-06-11,329.75
2015-06-12,331.05
2015-06-15,331.25
2015-06-16,327.05
2015-06-17,365.1
2015-06-18,372.05
2015-06-19,370.95
2015-06-22,374.0
2015-06-23,380.35
2015-06-24,368.95
2015-06-25,372.05
2015-06-26,383.65
2015-06-29,368.7
2015-06-30,373.15
2015-07-01,378.15
2015-07-02,379.55
2015-07-03,376.35
2015-07-06,382.1
2015-07-07,395.55
2015-07-08,382.7
2015-07-09,386.45
2015-07-10,387.85
2015-07-13,388.8
2015-07-14,390.75
2015-07-15,389.35
2015-07-16,390.45
2015-07-17,395.45
2015-07-20,395.2
2015-07-21,381.7
2015-07-22,400.5
2015-07-23,404.5
2015-07-24,397.9
2015-07-27,380.25
2015-07-28,375.85
2015-07-29,376.45
2015-07-30,383.7
2015-07-31,386.55
2015-08-03,390.5
2015-08-04,388.35
2015-08-05,393.35
2015-08-06,389.6
2015-08-07,399.1
2015-08-10,388.15
2015-08-11,380.05
2015-08-12,366.15
2015-08-13,355.8
2015-08-14,367.95
2015-08-17,363.9
2015-08-18,364.25
2015-08-19,369.3
2015-08-20,355.0
2015-08-21,347.3
2015-08-24,317.1
2015-08-25,315.95
2015-08-26,318.55
2015-08-27,328.5
2015-08-28,322.45
2015-08-31,324.45
2015-09-01,314.1
2015-09-02,317.15
2015-09-03,323.65
2015-09-04,311.0
2015-09-07,309.8
2015-09-08,305.9
2015-09-09,314.65
2015-09-10,313.35
2015-09-11,312.4
2015-09-14,321.3
2015-09-15,315.3
2015-09-16,316.3
2015-09-18,316.15
2015-09-21,318.95
2015-09-22,315.5
2015-09-23,316.75
2015-09-24,316.15
2015-09-28,313.45
2015-09-29,316.3
2015-09-30,321.85
2015-10-01,319.4
2015-10-05,326.35
2015-10-06,326.95
2015-10-07,332.75
2015-10-08,339.75
2015-10-09,336.1
2015-10-12,338.15
2015-10-13,335.45
2015-10-14,339.4
2015-10-15,337.5
2015-10-16,339.85
2015-10-19,353.6
2015-10-20,345.9
2015-10-21,348.95
2015-10-23,345.1
2015-10-26,338.95
2015-10-27,338.05
2015-10-28,334.55
2015-10-29,332.2
2015-10-30,337.0
2015-11-02,335.1
2015-11-03,336.5
2015-11-04,342.85
2015-11-05,332.7
2015-11-06,328.5
2015-11-09,329.7
2015-11-10,324.55
2015-11-11,328.15
2015-11-13,326.3
2015-11-16,331.15
2015-11-17,338.65
2015-11-18,328.85
2015-11-19,332.4
2015-11-20,335.05
2015-11-23,334.4
2015-11-24,343.3
2015-11-26,347.75
2015-11-27,346.2
2015-11-30,354.55
2015-12-01,348.8
2015-12-02,347.65
2015-12-03,350.7
2015-12-04,347.75
2015-12-07,354.5
2015-12-08,340.1
2015-12-09,326.8
2015-12-10,331.95
2015-12-11,326.4
2015-12-14,326.4
2015-12-15,330.65
2015-12-16,331.45
2015-12-17,342.15
2015-12-18,349.7
2015-12-21,354.6
2015-12-22,425.5
2015-12-23,419.6
2015-12-24,483.15
2015-12-28,478.75
2015-12-29,508.25
2015-12-30,510.25
2015-12-31,505.75
