Date,KSL
2015-01-01,160.05
2015-01-02,160.8
2015-01-05,168.7
2015-01-06,161.6
2015-01-07,160.6
2015-01-08,163.4
2015-01-09,160.95
2015-01-12,165.7
2015-01-13,163.2
2015-01-14,160.3
2015-01-15,161.4
2015-01-16,159.0
2015-01-19,160.75
2015-01-20,161.25
2015-01-21,159.2
2015-01-22,159.4
2015-01-23,156.4
2015-01-27,153.85
2015-01-28,149.1
2015-01-29,147.6
2015-01-30,148.35
2015-02-02,153.4
2015-02-03,157.8
2015-02-04,152.2
2015-02-05,147.75
2015-02-06,142.45
2015-02-09,136.0
2015-02-10,137.95
2015-02-11,134.55
2015-02-12,138.6
2015-02-13,139.2
2015-02-16,137.25
2015-02-18,135.6
2015-02-19,154.9
2015-02-20,156.05
2015-02-23,147.5
2015-02-24,144.55
2015-02-25,148.65
2015-02-26,144.0
2015-02-27,145.4
2015-02-28,146.65
2015-03-02,146.95
2015-03-03,147.85
2015-03-04,145.4
2015-03-05,143.6
2015-03-09,140.15
2015-03-10,139.5
2015-03-11,150.7
2015-03-12,152.65
2015-03-13,145.5
2015-03-16,142.9
2015-03-17,142.05
2015-03-18,149.95
2015-03-19,144.7
2015-03-20,141.75
2015-03-23,136.75
2015-03-24,133.7
2015-03-25,131.95
2015-03-26,128.85
2015-03-27,126.7
2015-03-30,132.25
2015-03-31,134.5
2015-04-01,137.9
2015-04-06,140.8
2015-04-07,144.95
2015-04-08,144.8
2015-04-09,143.6
2015-04-10,144.5
2015-04-13,147.0
2015-04-15,148.0
2015-04-16,143.4
2015-04-17,143.5
2015-04-20,140.8
2015-04-21,143.0
2015-04-22,140.6
2015-04-23,146.1
2015-04-24,139.45
2015-04-27,132.1
2015-04-28,138.65
2015-04-29,136.65
2015-04-30,132.95
2015-05-04,140.35
2015-05-05,141.6
2015-05-06,136.2
2015-05-07,132.95
2015-05-08,134.35
2015-05-11,135.35
2015-05-12,132.5
2015-05-13,134.0
2015-05-14,135.4
2015-05-15,137.6
2015-05-18,134.25
2015-05-19,134.2
2015-05-20,134.3
2015-05-21,141.7
2015-05-22,134.85
2015-05-25,131.95
2015-05-26,130.35
2015-05-27,127.65
2015-05-28,123.7
2015-05-29,121.1
2015-06-01,117.15
2015-06-02,113.7
2015-06-03,108.75
2015-06-04,109.8
2015-06-05,111.85
2015-06-08,113.95
2015-06-09,109.0
2015-06-10,111.4
2015-06-11,111.3
2015-06-12,110.45
2015-06-15,110.15
2015-06-16,108.8
2015-06-17,116.05
2015-06-18,113.35
2015-06-19,114.55
2015-06-22,115.95
2015-06-23,117.15
2015-06-24,114.05
2015-06-25,114.25
2015-06-26,112.15
2015-06-29,109.5
2015-06-30,107.6
2015-07-01,109.0
2015-07-02,109.8
2015-07-03,109.75
2015-07-06,112.5
2015-07-07,113.0
2015-07-08,113.95
2015-07-09,113.35
2015-07-10,111.4
2015-07-13,109.75
2015-07-14,108.45
2015-07-15,108.5
2015-07-16,109.4
2015-07-17,111.0
2015-07-20,110.6
2015-07-21,108.35
2015-07-22,130.0
2015-07-23,127.15
2015-07-24,130.7
2015-07-27,136.85
2015-07-28,138.3
2015-07-29,137.45
2015-07-30,132.65
2015-07-31,141.25
2015-08-03,147.2
2015-08-04,151.3
2015-08-05,155.25
2015-08-06,159.0
2015-08-07,154.1
2015-08-10,157.7
2015-08-11,151.25
2015-08-12,154.6
2015-08-13,150.7
2015-08-14,151.95
2015-08-17,155.05
2015-08-18,154.65
2015-08-19,161.3
2015-08-20,157.05
2015-08-21,150.4
2015-08-24,131.45
2015-08-25,133.85
2015-08-26,132.6
2015-08-27,133.85
2015-08-28,136.9
2015-08-31,136.3
2015-09-01,130.25
2015-09-02,126.65
2015-09-03,130.35
2015-09-04,124.9
2015-09-07,119.9
2015-09-08,119.85
2015-09-09,127.05
2015-09-10,129.7
2015-09-11,128.05
2015-09-14,135.05
2015-09-15,130.65
2015-09-16,130.4
2015-09-18,132.15
2015-09-21,132.6
2015-09-22,129.05
2015-09-23,128.9
2015-09-24,127.5
2015-09-28,127.95
2015-09-29,126.5
2015-09-30,127.8
2015-10-01,128.4
2015-10-05,131.6
2015-10-06,131.05
2015-10-07,137.55
2015-10-08,138.15
2015-10-09,136.95
2015-10-12,139.3
2015-10-13,137.95
2015-10-14,135.3
2015-10-15,132.75
2015-10-16,131.9
2015-10-19,133.0
2015-10-20,135.15
2015-10-21,133.35
2015-10-23,131.9
2015-10-26,129.75
2015-10-27,133.05
2015-10-28,131.55
2015-10-29,132.6
2015-10-30,145.75
2015-11-02,142.8
2015-11-03,140.9
2015-11-04,141.3
2015-11-05,140.95
2015-11-06,140.4
2015-11-09,139.9
2015-11-10,138.1
2015-11-11,140.4
2015-11-13,140.65
2015-11-16,142.5
2015-11-17,148.2
2015-11-18,148.75
2015-11-19,149.3
2015-11-20,153.85
2015-11-23,157.25
2015-11-24,153.7
2015-11-26,153.95
2015-11-27,151.65
2015-11-30,153.3
2015-12-01,164.4
2015-12-02,163.85
2015-12-03,159.3
2015-12-04,156.65
2015-12-07,154.75
2015-12-08,156.1
2015-12-09,156.2
2015-12-10,166.35
2015-12-11,165.75
2015-12-14,167.6
2015-12-15,164.2
2015-12-16,165.3
2015-12-17,171.75
2015-12-18,173.05
2015-12-21,169.2
2015-12-22,172.05
2015-12-23,170.95
2015-12-24,169.55
2015-12-28,172.95
2015-12-29,169.75
2015-12-30,167.85
2015-12-31,167.0
