Date,PGEL
2015-01-01,74.7
2015-01-02,70.75
2015-01-05,70.75
2015-01-06,67.7
2015-01-07,66.35
2015-01-08,55.45
2015-01-09,56.55
2015-01-12,67.85
2015-01-13,65.6
2015-01-14,78.7
2015-01-15,74.9
2015-01-16,73.4
2015-01-19,71.2
2015-01-20,69.85
2015-01-21,70.2
2015-01-22,68.9
2015-01-23,68.65
2015-01-27,66.95
2015-01-28,69.45
2015-01-29,82.9
2015-01-30,83.7
2015-02-02,88.15
2015-02-03,89.2
2015-02-04,91.45
2015-02-05,92.15
2015-02-06,94.05
2015-02-09,91.4
2015-02-10,82.75
2015-02-11,78.2
2015-02-12,84.45
2015-02-13,85.8
2015-02-16,90.05
2015-02-18,95.1
2015-02-19,89.25
2015-02-20,89.6
2015-02-23,107.45
2015-02-24,99.85
2015-02-25,100.35
2015-02-26,109.9
2015-02-27,104.95
2015-02-28,106.05
2015-03-02,115.85
2015-03-03,115.0
2015-03-04,113.6
2015-03-05,114.7
2015-03-09,120.45
2015-03-10,120.45
2015-03-11,124.35
2015-03-12,128.7
2015-03-13,123.0
2015-03-16,126.3
2015-03-17,122.25
2015-03-18,123.25
2015-03-19,120.25
2015-03-20,109.8
2015-03-23,112.85
2015-03-24,105.05
2015-03-25,97.35
2015-03-26,95.95
2015-03-27,95.15
2015-03-30,98.0
2015-03-31,94.7
2015-04-01,97.85
2015-04-06,104.95
2015-04-07,118.3
2015-04-08,120.2
2015-04-09,127.8
2015-04-10,129.2
2015-04-13,129.5
2015-04-15,154.55
2015-04-16,150.75
2015-04-17,147.4
2015-04-20,148.05
2015-04-21,149.9
2015-04-22,148.35
2015-04-23,151.2
2015-04-24,148.8
2015-04-27,146.9
2015-04-28,133.9
2015-04-29,134.55
2015-04-30,134.8
2015-05-04,148.7
2015-05-05,154.85
2015-05-06,152.25
2015-05-07,141.6
2015-05-08,151.55
2015-05-11,151.7
2015-05-12,141.95
2015-05-13,143.4
2015-05-14,138.35
2015-05-15,132.1
2015-05-18,129.0
2015-05-19,124.4
2015-05-20,125.3
2015-05-21,125.05
2015-05-22,123.8
2015-05-25,116.95
2015-05-26,110.8
2015-05-27,112.4
2015-05-28,109.55
2015-05-29,112.5
2015-06-01,109.85
2015-06-02,99.6
2015-06-03,94.85
2015-06-04,87.55
2015-06-05,90.0
2015-06-08,85.4
2015-06-09,90.15
2015-06-10,91.05
2015-06-11,87.65
2015-06-12,85.95
2015-06-15,80.2
2015-06-16,78.95
2015-06-17,79.65
2015-06-18,79.95
2015-06-19,81.3
2015-06-22,84.05
2015-06-23,92.65
2015-06-24,88.65
2015-06-25,90.6
2015-06-26,99.0
2015-06-29,103.8
2015-06-30,101.1
2015-07-01,101.15
2015-07-02,101.05
2015-07-03,100.35
2015-07-06,101.85
2015-07-07,104.9
2015-07-08,105.1
2015-07-09,109.0
2015-07-10,109.6
2015-07-13,106.75
2015-07-14,110.6
2015-07-15,106.75
2015-07-16,105.65
2015-07-17,103.35
2015-07-20,101.5
2015-07-21,95.8
2015-07-22,96.7
2015-07-23,97.1
2015-07-24,94.0
2015-07-27,91.15
2015-07-28,109.35
2015-07-29,116.05
2015-07-30,113.55
2015-07-31,119.65
2015-08-03,111.4
2015-08-04,133.65
2015-08-05,160.35
2015-08-06,154.55
2015-08-07,150.2
2015-08-10,149.05
2015-08-11,150.2
2015-08-12,148.35
2015-08-13,144.1
2015-08-14,148.75
2015-08-17,142.45
2015-08-18,152.8
2015-08-19,149.35
2015-08-20,144.8
2015-08-21,150.35
2015-08-24,125.1
2015-08-25,117.35
2015-08-26,117.0
2015-08-27,138.25
2015-08-28,147.55
2015-08-31,159.45
2015-09-01,148.5
2015-09-02,146.85
2015-09-03,149.4
2015-09-04,138.25
2015-09-07,136.9
2015-09-08,133.3
2015-09-09,137.25
2015-09-10,135.15
2015-09-11,139.9
2015-09-14,137.1
2015-09-15,158.05
2015-09-16,148.35
2015-09-18,155.45
2015-09-21,153.85
2015-09-22,156.25
2015-09-23,162.15
2015-09-24,166.2
2015-09-28,184.25
2015-09-29,187.75
2015-09-30,189.95
2015-10-01,182.9
2015-10-05,182.8
2015-10-06,187.05
2015-10-07,186.95
2015-10-08,191.5
2015-10-09,190.8
2015-10-12,190.35
2015-10-13,194.15
2015-10-14,189.6
2015-10-15,190.6
2015-10-16,189.1
2015-10-19,188.8
2015-10-20,190.8
2015-10-21,189.9
2015-10-23,189.1
2015-10-26,185.05
2015-10-27,179.85
2015-10-28,184.5
2015-10-29,175.7
2015-10-30,174.85
2015-11-02,185.85
2015-11-03,166.4
2015-11-04,133.15
2015-11-05,128.7
2015-11-06,132.6
2015-11-09,135.6
2015-11-10,129.9
2015-11-11,130.65
2015-11-13,125.4
2015-11-16,125.0
2015-11-17,125.5
2015-11-18,127.35
2015-11-19,125.15
2015-11-20,126.6
2015-11-23,127.9
2015-11-24,128.5
2015-11-26,128.15
2015-11-27,127.55
2015-11-30,138.5
2015-12-01,143.8
2015-12-02,146.65
2015-12-03,140.45
2015-12-04,139.05
2015-12-07,139.2
2015-12-08,131.75
2015-12-09,129.45
2015-12-10,123.8
2015-12-11,124.85
2015-12-14,126.85
2015-12-15,126.15
2015-12-16,123.95
2015-12-17,124.55
2015-12-18,124.55
2015-12-21,126.25
2015-12-22,126.0
2015-12-23,149.5
2015-12-24,156.65
2015-12-28,158.8
2015-12-29,159.25
2015-12-30,150.95
2015-12-31,147.55
