Date,APARINDS
2015-01-01,409.9
2015-01-02,415.85
2015-01-05,406.05
2015-01-06,386.65
2015-01-07,385.55
2015-01-08,392.4
2015-01-09,389.05
2015-01-12,387.35
2015-01-13,382.8
2015-01-14,382.2
2015-01-15,382.75
2015-01-16,383.35
2015-01-19,386.35
2015-01-20,386.95
2015-01-21,386.95
2015-01-22,385.35
2015-01-23,382.65
2015-01-27,387.55
2015-01-28,381.25
2015-01-29,378.95
2015-01-30,371.85
2015-02-02,369.3
2015-02-03,373.1
2015-02-04,363.9
2015-02-05,356.0
2015-02-06,330.3
2015-02-09,333.55
2015-02-10,337.85
2015-02-11,335.7
2015-02-12,351.35
2015-02-13,346.25
2015-02-16,342.25
2015-02-18,345.05
2015-02-19,348.05
2015-02-20,348.75
2015-02-23,357.25
2015-02-24,356.15
2015-02-25,365.1
2015-02-26,359.25
2015-02-27,360.2
2015-02-28,360.65
2015-03-02,370.7
2015-03-03,371.4
2015-03-04,370.75
2015-03-05,374.55
2015-03-09,368.55
2015-03-10,364.9
2015-03-11,371.55
2015-03-12,371.6
2015-03-13,369.9
2015-03-16,366.85
2015-03-17,368.35
2015-03-18,384.9
2015-03-19,377.45
2015-03-20,379.4
2015-03-23,368.55
2015-03-24,365.55
2015-03-25,364.2
2015-03-26,354.45
2015-03-27,356.4
2015-03-30,370.1
2015-03-31,370.45
2015-04-01,373.45
2015-04-06,377.6
2015-04-07,388.55
2015-04-08,388.65
2015-04-09,386.7
2015-04-10,383.55
2015-04-13,377.05
2015-04-15,385.2
2015-04-16,373.7
2015-04-17,371.5
2015-04-20,362.35
2015-04-21,361.4
2015-04-22,365.75
2015-04-23,362.0
2015-04-24,352.15
2015-04-27,344.45
2015-04-28,341.25
2015-04-29,346.65
2015-04-30,358.05
2015-05-04,366.5
2015-05-05,366.2
2015-05-06,360.0
2015-05-07,349.5
2015-05-08,351.7
2015-05-11,354.6
2015-05-12,351.8
2015-05-13,346.45
2015-05-14,350.6
2015-05-15,344.15
2015-05-18,335.8
2015-05-19,335.65
2015-05-20,333.9
2015-05-21,326.5
2015-05-22,332.65
2015-05-25,329.7
2015-05-26,326.65
2015-05-27,334.65
2015-05-28,331.25
2015-05-29,334.25
2015-06-01,338.0
2015-06-02,334.45
2015-06-03,331.9
2015-06-04,332.1
2015-06-05,337.6
2015-06-08,337.05
2015-06-09,332.6
2015-06-10,334.45
2015-06-11,331.8
2015-06-12,331.8
2015-06-15,331.35
2015-06-16,328.7
2015-06-17,328.55
2015-06-18,329.25
2015-06-19,328.9
2015-06-22,332.0
2015-06-23,338.1
2015-06-24,340.55
2015-06-25,340.05
2015-06-26,381.1
2015-06-29,371.05
2015-06-30,376.7
2015-07-01,384.5
2015-07-02,381.3
2015-07-03,372.2
2015-07-06,370.55
2015-07-07,361.15
2015-07-08,357.8
2015-07-09,364.95
2015-07-10,373.45
2015-07-13,377.55
2015-07-14,377.15
2015-07-15,372.95
2015-07-16,381.5
2015-07-17,371.7
2015-07-20,374.3
2015-07-21,365.8
2015-07-22,367.45
2015-07-23,392.8
2015-07-24,412.5
2015-07-27,396.7
2015-07-28,396.4
2015-07-29,397.9
2015-07-30,394.35
2015-07-31,424.7
2015-08-03,414.1
2015-08-04,434.0
2015-08-05,442.9
2015-08-06,444.2
2015-08-07,430.7
2015-08-10,419.65
2015-08-11,414.55
2015-08-12,415.4
2015-08-13,434.95
2015-08-14,462.15
2015-08-17,454.95
2015-08-18,486.4
2015-08-19,486.0
2015-08-20,466.6
2015-08-21,453.15
2015-08-24,387.4
2015-08-25,389.85
2015-08-26,402.85
2015-08-27,421.75
2015-08-28,417.35
2015-08-31,419.0
2015-09-01,395.6
2015-09-02,402.15
2015-09-03,429.6
2015-09-04,416.95
2015-09-07,395.65
2015-09-08,414.4
2015-09-09,419.9
2015-09-10,419.65
2015-09-11,440.15
2015-09-14,442.35
2015-09-15,430.2
2015-09-16,419.5
2015-09-18,422.8
2015-09-21,419.1
2015-09-22,419.9
2015-09-23,417.35
2015-09-24,417.3
2015-09-28,417.0
2015-09-29,410.45
2015-09-30,413.5
2015-10-01,413.3
2015-10-05,423.4
2015-10-06,425.7
2015-10-07,423.5
2015-10-08,410.05
2015-10-09,418.0
2015-10-12,419.3
2015-10-13,421.15
2015-10-14,429.6
2015-10-15,438.5
2015-10-16,426.7
2015-10-19,435.4
2015-10-20,435.6
2015-10-21,447.0
2015-10-23,441.7
2015-10-26,433.15
2015-10-27,432.2
2015-10-28,430.75
2015-10-29,429.25
2015-10-30,427.4
2015-11-02,437.35
2015-11-03,440.4
2015-11-04,442.2
2015-11-05,439.65
2015-11-06,428.15
2015-11-09,431.15
2015-11-10,429.0
2015-11-11,429.65
2015-11-13,428.4
2015-11-16,461.7
2015-11-17,461.75
2015-11-18,458.45
2015-11-19,469.6
2015-11-20,464.95
2015-11-23,458.0
2015-11-24,449.8
2015-11-26,460.4
2015-11-27,466.05
2015-11-30,464.0
2015-12-01,465.8
2015-12-02,459.85
2015-12-03,462.15
2015-12-04,460.15
2015-12-07,513.4
2015-12-08,490.6
2015-12-09,468.65
2015-12-10,476.95
2015-12-11,473.4
2015-12-14,478.7
2015-12-15,508.05
2015-12-16,483.4
2015-12-17,496.15
2015-12-18,501.5
2015-12-21,526.25
2015-12-22,512.9
2015-12-23,513.45
2015-12-24,512.05
2015-12-28,515.45
2015-12-29,511.9
2015-12-30,509.35
2015-12-31,509.65
