Date,INDOCO
2015-01-01,315.65
2015-01-02,321.15
2015-01-05,332.5
2015-01-06,319.5
2015-01-07,317.25
2015-01-08,329.5
2015-01-09,327.55
2015-01-12,318.8
2015-01-13,309.05
2015-01-14,312.2
2015-01-15,311.35
2015-01-16,311.45
2015-01-19,308.9
2015-01-20,317.2
2015-01-21,317.85
2015-01-22,317.0
2015-01-23,319.45
2015-01-27,318.25
2015-01-28,319.1
2015-01-29,320.6
2015-01-30,325.5
2015-02-02,326.95
2015-02-03,325.05
2015-02-04,325.4
2015-02-05,324.45
2015-02-06,315.6
2015-02-09,313.45
2015-02-10,318.7
2015-02-11,317.1
2015-02-12,319.7
2015-02-13,319.75
2015-02-16,321.55
2015-02-18,317.15
2015-02-19,317.1
2015-02-20,314.05
2015-02-23,310.75
2015-02-24,302.6
2015-02-25,292.45
2015-02-26,295.6
2015-02-27,306.55
2015-02-28,296.65
2015-03-02,303.9
2015-03-03,313.1
2015-03-04,327.1
2015-03-05,357.85
2015-03-09,345.7
2015-03-10,346.6
2015-03-11,353.5
2015-03-12,347.25
2015-03-13,346.9
2015-03-16,365.65
2015-03-17,360.75
2015-03-18,360.4
2015-03-19,359.7
2015-03-20,347.85
2015-03-23,335.75
2015-03-24,342.1
2015-03-25,344.95
2015-03-26,345.2
2015-03-27,345.7
2015-03-30,362.9
2015-03-31,363.8
2015-04-01,383.7
2015-04-06,392.45
2015-04-07,380.5
2015-04-08,375.75
2015-04-09,377.75
2015-04-10,379.55
2015-04-13,379.5
2015-04-15,371.95
2015-04-16,366.65
2015-04-17,353.25
2015-04-20,354.1
2015-04-21,359.25
2015-04-22,358.6
2015-04-23,374.6
2015-04-24,365.55
2015-04-27,348.85
2015-04-28,347.9
2015-04-29,342.25
2015-04-30,349.1
2015-05-04,359.35
2015-05-05,355.55
2015-05-06,342.75
2015-05-07,337.35
2015-05-08,333.55
2015-05-11,343.65
2015-05-12,324.7
2015-05-13,358.0
2015-05-14,349.2
2015-05-15,364.0
2015-05-18,377.5
2015-05-19,376.45
2015-05-20,370.75
2015-05-21,366.3
2015-05-22,374.0
2015-05-25,386.55
2015-05-26,390.75
2015-05-27,367.95
2015-05-28,374.3
2015-05-29,394.5
2015-06-01,379.45
2015-06-02,374.85
2015-06-03,359.8
2015-06-04,368.4
2015-06-05,364.1
2015-06-08,357.65
2015-06-09,355.25
2015-06-10,365.05
2015-06-11,360.05
2015-06-12,353.15
2015-06-15,356.25
2015-06-16,360.95
2015-06-17,358.75
2015-06-18,358.2
2015-06-19,360.0
2015-06-22,375.55
2015-06-23,371.75
2015-06-24,371.15
2015-06-25,373.0
2015-06-26,365.7
2015-06-29,360.9
2015-06-30,361.25
2015-07-01,365.5
2015-07-02,367.35
2015-07-03,361.15
2015-07-06,365.25
2015-07-07,369.35
2015-07-08,364.75
2015-07-09,364.8
2015-07-10,360.6
2015-07-13,361.0
2015-07-14,363.35
2015-07-15,379.75
2015-07-16,377.75
2015-07-17,378.15
2015-07-20,378.6
2015-07-21,362.6
2015-07-22,366.45
2015-07-23,368.4
2015-07-24,362.6
2015-07-27,361.5
2015-07-28,366.3
2015-07-29,368.05
2015-07-30,328.6
2015-07-31,340.95
2015-08-03,334.75
2015-08-04,329.0
2015-08-05,330.9
2015-08-06,344.75
2015-08-07,348.15
2015-08-10,338.5
2015-08-11,344.3
2015-08-12,349.3
2015-08-13,343.2
2015-08-14,354.2
2015-08-17,349.6
2015-08-18,361.75
2015-08-19,355.75
2015-08-20,348.05
2015-08-21,349.0
2015-08-24,313.3
2015-08-25,320.45
2015-08-26,325.85
2015-08-27,325.75
2015-08-28,331.9
2015-08-31,337.25
2015-09-01,335.5
2015-09-02,337.15
2015-09-03,334.0
2015-09-04,339.1
2015-09-07,336.45
2015-09-08,334.9
2015-09-09,335.25
2015-09-10,342.4
2015-09-11,341.8
2015-09-14,340.2
2015-09-15,337.05
2015-09-16,335.8
2015-09-18,334.25
2015-09-21,327.65
2015-09-22,329.4
2015-09-23,326.7
2015-09-24,327.9
2015-09-28,324.1
2015-09-29,313.75
2015-09-30,321.25
2015-10-01,312.95
2015-10-05,313.3
2015-10-06,312.95
2015-10-07,311.2
2015-10-08,319.5
2015-10-09,327.05
2015-10-12,331.2
2015-10-13,327.75
2015-10-14,326.85
2015-10-15,327.25
2015-10-16,326.35
2015-10-19,324.45
2015-10-20,327.45
2015-10-21,339.7
2015-10-23,339.3
2015-10-26,335.6
2015-10-27,333.3
2015-10-28,327.5
2015-10-29,324.15
2015-10-30,326.05
2015-11-02,322.9
2015-11-03,324.4
2015-11-04,318.7
2015-11-05,310.7
2015-11-06,305.6
2015-11-09,307.45
2015-11-10,295.35
2015-11-11,304.4
2015-11-13,300.1
2015-11-16,300.4
2015-11-17,308.85
2015-11-18,301.2
2015-11-19,306.75
2015-11-20,301.05
2015-11-23,306.95
2015-11-24,299.35
2015-11-26,302.0
2015-11-27,306.15
2015-11-30,319.2
2015-12-01,327.25
2015-12-02,324.7
2015-12-03,321.25
2015-12-04,312.5
2015-12-07,314.4
2015-12-08,314.65
2015-12-09,317.3
2015-12-10,317.45
2015-12-11,312.3
2015-12-14,313.35
2015-12-15,314.65
2015-12-16,313.0
2015-12-17,315.3
2015-12-18,320.65
2015-12-21,320.15
2015-12-22,324.6
2015-12-23,334.95
2015-12-24,335.85
2015-12-28,332.9
2015-12-29,330.0
2015-12-30,324.8
2015-12-31,327.2
