Date,TIDEWATER
2015-01-01,18590.4
2015-01-02,18491.75
2015-01-05,18456.1
2015-01-06,18181.35
2015-01-07,17913.8
2015-01-08,18054.95
2015-01-09,18014.05
2015-01-12,18447.45
2015-01-13,18255.85
2015-01-14,18306.6
2015-01-15,18367.55
2015-01-16,18361.6
2015-01-19,18521.95
2015-01-20,18884.65
2015-01-21,18761.9
2015-01-22,18673.1
2015-01-23,18629.15
2015-01-27,18356.9
2015-01-28,18273.15
2015-01-29,18317.5
2015-01-30,18422.95
2015-02-02,18802.95
2015-02-03,18689.45
2015-02-04,18208.2
2015-02-05,17506.95
2015-02-06,16952.25
2015-02-09,16330.3
2015-02-10,16530.45
2015-02-11,16872.4
2015-02-12,16985.05
2015-02-13,17262.25
2015-02-16,17255.65
2015-02-18,17170.85
2015-02-19,16829.7
2015-02-20,16822.8
2015-02-23,16910.1
2015-02-24,16599.75
2015-02-25,16561.35
2015-02-26,16489.2
2015-02-27,16383.6
2015-02-28,16306.9
2015-03-02,16358.25
2015-03-03,16307.1
2015-03-04,16113.0
2015-03-05,15989.45
2015-03-09,15697.95
2015-03-10,15358.8
2015-03-11,15199.95
2015-03-12,15240.4
2015-03-13,15199.8
2015-03-16,14992.25
2015-03-17,14783.75
2015-03-18,14229.75
2015-03-19,13607.95
2015-03-20,12929.3
2015-03-23,12625.55
2015-03-24,14226.75
2015-03-25,14078.2
2015-03-26,13586.3
2015-03-27,13711.25
2015-03-30,13616.7
2015-03-31,13465.75
2015-04-01,13518.1
2015-04-06,14069.2
2015-04-07,14630.05
2015-04-08,14553.2
2015-04-09,14437.05
2015-04-10,14677.65
2015-04-13,14810.7
2015-04-15,15817.85
2015-04-16,16058.1
2015-04-17,15332.2
2015-04-20,15013.8
2015-04-21,14765.35
2015-04-22,14740.15
2015-04-23,15014.7
2015-04-24,14692.1
2015-04-27,13857.15
2015-04-28,14044.8
2015-04-29,13917.95
2015-04-30,13896.1
2015-05-04,14283.65
2015-05-05,14199.3
2015-05-06,13904.5
2015-05-07,13842.3
2015-05-08,14096.0
2015-05-11,14365.15
2015-05-12,14127.65
2015-05-13,14109.3
2015-05-14,14005.95
2015-05-15,14388.8
2015-05-18,14603.35
2015-05-19,14881.55
2015-05-20,15133.85
2015-05-21,15015.85
2015-05-22,15011.45
2015-05-25,15099.3
2015-05-26,15071.8
2015-05-27,14851.0
2015-05-28,14921.5
2015-05-29,15186.95
2015-06-01,14960.9
2015-06-02,14676.15
2015-06-03,14196.2
2015-06-04,13921.95
2015-06-05,13920.2
2015-06-08,13773.0
2015-06-09,14055.95
2015-06-10,14480.25
2015-06-11,14483.2
2015-06-12,14455.1
2015-06-15,14588.75
2015-06-16,14899.9
2015-06-17,15223.55
2015-06-18,15010.5
2015-06-19,15106.7
2015-06-22,15274.7
2015-06-23,15041.9
2015-06-24,14868.35
2015-06-25,14849.05
2015-06-26,14836.4
2015-06-29,14746.3
2015-06-30,15161.25
2015-07-01,15249.0
2015-07-02,15410.25
2015-07-03,15288.1
2015-07-06,15204.35
2015-07-07,15314.35
2015-07-08,15130.25
2015-07-09,15109.3
2015-07-10,15200.95
2015-07-13,15403.35
2015-07-14,15880.35
2015-07-15,16104.3
2015-07-16,16084.75
2015-07-17,15921.55
2015-07-20,15874.5
2015-07-21,15331.35
2015-07-22,15054.0
2015-07-23,14816.45
2015-07-24,15711.65
2015-07-27,15379.25
2015-07-28,15112.45
2015-07-29,15157.25
2015-07-30,15306.4
2015-07-31,16609.0
2015-08-03,18034.55
2015-08-04,18710.8
2015-08-05,18952.1
2015-08-06,18617.6
2015-08-07,18199.3
2015-08-10,18023.45
2015-08-11,17754.4
2015-08-12,17450.25
2015-08-13,16857.0
2015-08-14,17172.15
2015-08-17,17358.2
2015-08-18,17449.85
2015-08-19,17348.5
2015-08-20,17150.6
2015-08-21,16519.5
2015-08-24,15398.75
2015-08-25,15758.0
2015-08-26,15598.45
2015-08-27,15772.1
2015-08-28,16222.0
2015-08-31,16023.7
2015-09-01,15977.6
2015-09-02,15803.8
2015-09-03,15859.0
2015-09-04,15418.3
2015-09-07,15047.55
2015-09-08,14888.95
2015-09-09,15233.4
2015-09-10,15318.9
2015-09-11,15468.7
2015-09-14,15985.65
2015-09-15,15969.6
2015-09-16,15857.15
2015-09-18,16069.95
2015-09-21,16741.65
2015-09-22,17110.3
2015-09-23,17665.35
2015-09-24,17759.65
2015-09-28,18116.05
2015-09-29,17844.15
2015-09-30,17804.15
2015-10-01,17791.4
2015-10-05,17801.05
2015-10-06,17713.05
2015-10-07,17810.1
2015-10-08,17735.3
2015-10-09,17745.6
2015-10-12,17800.05
2015-10-13,17740.85
2015-10-14,17725.65
2015-10-15,17575.45
2015-10-16,17536.7
2015-10-19,17625.75
2015-10-20,17594.2
2015-10-21,17696.85
2015-10-23,17784.6
2015-10-26,17743.85
2015-10-27,17609.9
2015-10-28,17656.95
2015-10-29,17631.95
2015-10-30,17641.8
2015-11-02,17839.75
2015-11-03,17581.35
2015-11-04,17618.9
2015-11-05,17636.95
2015-11-06,17419.45
2015-11-09,17510.65
2015-11-10,17410.65
2015-11-11,17487.1
2015-11-13,17442.75
2015-11-16,17283.6
2015-11-17,17310.1
2015-11-18,16914.8
2015-11-19,16911.1
2015-11-20,16973.95
2015-11-23,16909.7
2015-11-24,17419.85
2015-11-26,17576.35
2015-11-27,17411.5
2015-11-30,17572.35
2015-12-01,17403.5
2015-12-02,17342.25
2015-12-03,17204.45
2015-12-04,17137.6
2015-12-07,17338.7
2015-12-08,17362.8
2015-12-09,17358.95
2015-12-10,17386.2
2015-12-11,17393.35
2015-12-14,17373.8
2015-12-15,17356.05
2015-12-16,17354.5
