Date,DCM
2015-01-01,98.7
2015-01-02,100.3
2015-01-05,98.85
2015-01-06,94.1
2015-01-07,94.9
2015-01-08,96.1
2015-01-09,97.95
2015-01-12,99.1
2015-01-13,96.85
2015-01-14,97.55
2015-01-15,96.65
2015-01-16,95.9
2015-01-19,97.75
2015-01-20,100.9
2015-01-21,100.2
2015-01-22,100.7
2015-01-23,99.25
2015-01-27,95.85
2015-01-28,93.85
2015-01-29,93.75
2015-01-30,92.45
2015-02-02,92.7
2015-02-03,94.1
2015-02-04,97.55
2015-02-05,97.7
2015-02-06,95.1
2015-02-09,92.05
2015-02-10,91.85
2015-02-11,93.5
2015-02-12,92.5
2015-02-13,92.3
2015-02-16,93.9
2015-02-18,95.45
2015-02-19,95.1
2015-02-20,93.35
2015-02-23,92.6
2015-02-24,93.25
2015-02-25,92.05
2015-02-26,89.4
2015-02-27,87.45
2015-02-28,87.1
2015-03-02,93.2
2015-03-03,91.4
2015-03-04,89.7
2015-03-05,88.65
2015-03-09,87.3
2015-03-10,86.35
2015-03-11,85.7
2015-03-12,84.75
2015-03-13,85.85
2015-03-16,84.1
2015-03-17,84.6
2015-03-18,85.2
2015-03-19,84.25
2015-03-20,83.5
2015-03-23,79.55
2015-03-24,80.55
2015-03-25,79.95
2015-03-26,77.2
2015-03-27,79.0
2015-03-30,78.85
2015-03-31,83.6
2015-04-01,87.0
2015-04-06,89.15
2015-04-07,89.85
2015-04-08,94.85
2015-04-09,94.75
2015-04-10,96.15
2015-04-13,97.75
2015-04-15,99.6
2015-04-16,97.9
2015-04-17,99.55
2015-04-20,96.1
2015-04-21,94.35
2015-04-22,92.95
2015-04-23,94.5
2015-04-24,91.45
2015-04-27,90.85
2015-04-28,90.8
2015-04-29,90.55
2015-04-30,92.65
2015-05-04,92.85
2015-05-05,93.15
2015-05-06,93.85
2015-05-07,92.95
2015-05-08,93.55
2015-05-11,95.15
2015-05-12,91.8
2015-05-13,92.6
2015-05-14,92.0
2015-05-15,92.1
2015-05-18,94.35
2015-05-19,93.9
2015-05-20,92.8
2015-05-21,91.5
2015-05-22,91.95
2015-05-25,90.95
2015-05-26,90.3
2015-05-27,89.95
2015-05-28,89.0
2015-05-29,96.55
2015-06-01,93.25
2015-06-02,92.75
2015-06-03,91.15
2015-06-04,92.3
2015-06-05,89.05
2015-06-08,88.25
2015-06-09,88.25
2015-06-10,90.65
2015-06-11,89.4
2015-06-12,87.65
2015-06-15,87.65
2015-06-16,86.8
2015-06-17,87.8
2015-06-18,88.2
2015-06-19,88.85
2015-06-22,88.4
2015-06-23,88.75
2015-06-24,87.9
2015-06-25,86.65
2015-06-26,86.65
2015-06-29,89.9
2015-06-30,93.6
2015-07-01,94.35
2015-07-02,97.0
2015-07-03,95.3
2015-07-06,98.15
2015-07-07,98.85
2015-07-08,97.8
2015-07-09,99.1
2015-07-10,98.05
2015-07-13,104.8
2015-07-14,105.0
2015-07-15,104.35
2015-07-16,102.3
2015-07-17,102.4
2015-07-20,104.45
2015-07-21,103.15
2015-07-22,102.7
2015-07-23,103.7
2015-07-24,102.1
2015-07-27,102.15
2015-07-28,117.35
2015-07-29,116.65
2015-07-30,114.4
2015-07-31,115.95
2015-08-03,117.2
2015-08-04,124.45
2015-08-05,119.95
2015-08-06,119.3
2015-08-07,119.65
2015-08-10,118.95
2015-08-11,115.05
2015-08-12,114.1
2015-08-13,105.85
2015-08-14,97.75
2015-08-17,97.7
2015-08-18,98.05
2015-08-19,97.15
2015-08-20,94.3
2015-08-21,93.2
2015-08-24,85.65
2015-08-25,83.05
2015-08-26,83.2
2015-08-27,83.35
2015-08-28,82.25
2015-08-31,82.85
2015-09-01,81.35
2015-09-02,80.95
2015-09-03,83.0
2015-09-04,79.65
2015-09-07,78.45
2015-09-08,80.2
2015-09-09,83.6
2015-09-10,81.95
2015-09-11,83.05
2015-09-14,87.7
2015-09-15,88.95
2015-09-16,89.5
2015-09-18,89.85
2015-09-21,92.05
2015-09-22,90.15
2015-09-23,88.0
2015-09-24,88.2
2015-09-28,88.45
2015-09-29,91.65
2015-09-30,94.05
2015-10-01,92.85
2015-10-05,95.05
2015-10-06,93.0
2015-10-07,93.8
2015-10-08,95.0
2015-10-09,95.1
2015-10-12,93.1
2015-10-13,92.35
2015-10-14,95.1
2015-10-15,96.05
2015-10-16,96.25
2015-10-19,95.15
2015-10-20,96.25
2015-10-21,93.8
2015-10-23,93.05
2015-10-26,91.65
2015-10-27,90.8
2015-10-28,90.05
2015-10-29,90.25
2015-10-30,91.45
2015-11-02,91.4
2015-11-03,91.05
2015-11-04,90.9
2015-11-05,89.45
2015-11-06,88.3
2015-11-09,86.2
2015-11-10,85.8
2015-11-11,85.5
2015-11-13,85.0
2015-11-16,85.75
2015-11-17,85.65
2015-11-18,87.7
2015-11-19,90.4
2015-11-20,89.0
2015-11-23,86.85
2015-11-24,87.3
2015-11-26,88.05
2015-11-27,88.4
2015-11-30,89.6
2015-12-01,89.35
2015-12-02,89.0
2015-12-03,89.9
2015-12-04,86.9
2015-12-07,86.1
2015-12-08,86.3
2015-12-09,84.5
2015-12-10,84.8
2015-12-11,83.55
2015-12-14,84.05
2015-12-15,86.65
2015-12-16,84.55
2015-12-17,83.85
2015-12-18,83.15
2015-12-21,85.8
2015-12-22,86.15
2015-12-23,95.65
2015-12-24,103.25
2015-12-28,100.85
2015-12-29,99.05
2015-12-30,98.3
2015-12-31,97.25
