Date,BRITANNIA
2015-01-01,1831.5
2015-01-02,1878.55
2015-01-05,1879.85
2015-01-06,1881.9
2015-01-07,1995.75
2015-01-08,1969.2
2015-01-09,1945.3
2015-01-12,1932.0
2015-01-13,1933.4
2015-01-14,1946.05
2015-01-15,1934.15
2015-01-16,1928.7
2015-01-19,1908.65
2015-01-20,1920.75
2015-01-21,1915.05
2015-01-22,1901.15
2015-01-23,1914.65
2015-01-27,1914.35
2015-01-28,1913.75
2015-01-29,1908.35
2015-01-30,1889.0
2015-02-02,1900.1
2015-02-03,1924.25
2015-02-04,1894.1
2015-02-05,1853.5
2015-02-06,1879.15
2015-02-09,1882.15
2015-02-10,1933.25
2015-02-11,1929.7
2015-02-12,1967.5
2015-02-13,2022.9
2015-02-16,2034.2
2015-02-18,2055.8
2015-02-19,2081.1
2015-02-20,2097.55
2015-02-23,2060.4
2015-02-24,2073.0
2015-02-25,2069.4
2015-02-26,2055.65
2015-02-27,2083.45
2015-02-28,2095.4
2015-03-02,2122.4
2015-03-03,2168.65
2015-03-04,2152.5
2015-03-05,2210.75
2015-03-09,2199.35
2015-03-10,2156.05
2015-03-11,2155.0
2015-03-12,2196.65
2015-03-13,2156.95
2015-03-16,2150.5
2015-03-17,2190.95
2015-03-18,2196.65
2015-03-19,2207.15
2015-03-20,2133.45
2015-03-23,2102.7
2015-03-24,2148.75
2015-03-25,2161.35
2015-03-26,2193.8
2015-03-27,2154.0
2015-03-30,2162.15
2015-03-31,2158.55
2015-04-01,2177.55
2015-04-06,2216.7
2015-04-07,2259.1
2015-04-08,2258.75
2015-04-09,2277.9
2015-04-10,2277.9
2015-04-13,2310.2
2015-04-15,2344.55
2015-04-16,2329.15
2015-04-17,2298.95
2015-04-20,2170.0
2015-04-21,2069.5
2015-04-22,2066.25
2015-04-23,2151.65
2015-04-24,2139.7
2015-04-27,2071.5
2015-04-28,2095.05
2015-04-29,2151.6
2015-04-30,2197.85
2015-05-04,2248.4
2015-05-05,2344.95
2015-05-06,2247.3
2015-05-07,2236.35
2015-05-08,2203.4
2015-05-11,2283.2
2015-05-12,2272.4
2015-05-13,2282.6
2015-05-14,2258.3
2015-05-15,2263.9
2015-05-18,2293.85
2015-05-19,2324.75
2015-05-20,2332.05
2015-05-21,2287.85
2015-05-22,2430.85
2015-05-25,2507.0
2015-05-26,2513.65
2015-05-27,2578.75
2015-05-28,2657.25
2015-05-29,2544.7
2015-06-01,2567.9
2015-06-02,2509.1
2015-06-03,2511.6
2015-06-04,2580.4
2015-06-05,2709.45
2015-06-08,2643.95
2015-06-09,2597.6
2015-06-10,2597.35
2015-06-11,2602.65
2015-06-12,2605.5
2015-06-15,2623.15
2015-06-16,2611.65
2015-06-17,2758.4
2015-06-18,2684.3
2015-06-19,2705.45
2015-06-22,2783.7
2015-06-23,2738.7
2015-06-24,2692.65
2015-06-25,2693.6
2015-06-26,2743.9
2015-06-29,2700.35
2015-06-30,2762.95
2015-07-01,2731.55
2015-07-02,2746.25
2015-07-03,2770.7
2015-07-06,2785.65
2015-07-07,2787.5
2015-07-08,2791.9
2015-07-09,2823.9
2015-07-10,2839.05
2015-07-13,2845.6
2015-07-14,2831.3
2015-07-15,2832.9
2015-07-16,2842.1
2015-07-17,2878.45
2015-07-20,2881.9
2015-07-21,2875.15
2015-07-22,2856.9
2015-07-23,2850.05
2015-07-24,2895.1
2015-07-27,2932.0
2015-07-28,2976.05
2015-07-29,2968.25
2015-07-30,3065.8
2015-07-31,3153.65
2015-08-03,3136.85
2015-08-04,3175.65
2015-08-05,3156.3
2015-08-06,3139.75
