Date,SETFGOLD
2015-01-01,2497.65
2015-01-02,2510.4
2015-01-05,2523.95
2015-01-06,2555.2
2015-01-07,2551.85
2015-01-08,2524.3
2015-01-09,2521.25
2015-01-12,2535.65
2015-01-13,2558.4
2015-01-14,2534.55
2015-01-15,2532.8
2015-01-16,2591.55
2015-01-19,2613.6
2015-01-20,2639.25
2015-01-21,2650.05
2015-01-22,2632.35
2015-01-23,2640.05
2015-01-27,2615.7
2015-01-28,2630.1
2015-01-29,2617.25
2015-01-30,2601.25
2015-02-02,2623.45
2015-02-03,2619.3
2015-02-04,2596.95
2015-02-05,2602.0
2015-02-06,2612.1
2015-02-09,2581.85
2015-02-10,2582.25
2015-02-11,2565.4
2015-02-12,2545.3
2015-02-13,2546.1
2015-02-16,2558.75
2015-02-18,2531.8
2015-02-19,2532.75
2015-02-20,2538.9
2015-02-23,2516.05
2015-02-24,2483.8
2015-02-25,2502.15
2015-02-26,2494.4
2015-02-27,2475.35
2015-02-28,2489.8
2015-03-02,2517.2
2015-03-03,2490.65
2015-03-04,2489.55
2015-03-05,2492.0
2015-03-09,2472.65
2015-03-10,2464.4
2015-03-11,2451.3
2015-03-12,2462.75
2015-03-13,2440.5
2015-03-16,2457.5
2015-03-17,2458.4
2015-03-18,2443.55
2015-03-19,2450.85
2015-03-20,2460.5
2015-03-23,2459.45
2015-03-24,2458.85
2015-03-25,2464.65
2015-03-26,2516.65
2015-03-27,2482.85
2015-03-30,2476.35
2015-03-31,2473.25
2015-04-01,2468.6
2015-04-06,2520.5
2015-04-07,2512.4
2015-04-08,2508.55
2015-04-09,2475.75
2015-04-10,2493.3
2015-04-13,2496.5
2015-04-15,2477.8
2015-04-16,2500.15
2015-04-17,2504.95
2015-04-20,2513.9
2015-04-21,2551.05
2015-04-22,2510.15
2015-04-23,2501.95
2015-04-24,2515.25
2015-04-27,2500.6
2015-04-28,2522.35
2015-04-29,2525.95
2015-04-30,2534.5
2015-05-04,2515.95
2015-05-05,2509.3
2015-05-06,2517.5
2015-05-07,2523.55
2015-05-08,2520.0
2015-05-11,2520.7
2015-05-12,2530.9
2015-05-13,2539.75
2015-05-14,2570.85
2015-05-15,2564.95
2015-05-18,2587.55
2015-05-19,2570.65
2015-05-20,2549.2
2015-05-21,2554.05
2015-05-22,2537.0
2015-05-25,2538.1
2015-05-26,2529.85
2015-05-27,2526.45
2015-05-28,2521.2
2015-05-29,2514.4
2015-06-01,2518.1
2015-06-02,2518.45
2015-06-03,2519.65
2015-06-04,2516.8
2015-06-05,2500.25
2015-06-08,2500.85
2015-06-09,2498.45
2015-06-10,2503.2
2015-06-11,2495.5
2015-06-12,2491.45
2015-06-15,2497.95
2015-06-16,2502.45
2015-06-17,2496.2
2015-06-18,2507.05
2015-06-19,2503.0
2015-06-22,2497.55
2015-06-23,2481.75
2015-06-24,2471.35
2015-06-25,2469.0
2015-06-26,2477.25
2015-06-29,2490.25
2015-06-30,2473.3
2015-07-01,2471.4
2015-07-02,2445.4
2015-07-03,2450.75
2015-07-06,2447.15
2015-07-07,2453.75
2015-07-08,2456.9
2015-07-09,2456.1
2015-07-10,2438.5
2015-07-13,2432.6
2015-07-14,2424.2
2015-07-15,2426.7
2015-07-16,2419.8
2015-07-17,2418.9
2015-07-20,2424.3
2015-07-21,2420.7
2015-07-22,2411.25
2015-07-23,2399.1
2015-07-24,2388.85
2015-07-27,2392.3
2015-07-28,2406.55
2015-07-29,2379.25
2015-07-30,2358.45
2015-07-31,2349.05
2015-08-03,2361.85
2015-08-04,2346.85
2015-08-05,2345.75
2015-08-06,2343.15
2015-08-07,2347.35
2015-08-10,2353.5
2015-08-11,2372.1
2015-08-12,2399.6
2015-08-13,2409.4
2015-08-14,2406.5
2015-08-17,2416.45
2015-08-18,2427.0
2015-08-19,2425.8
2015-08-20,2464.2
2015-08-21,2496.6
2015-08-24,2503.1
2015-08-25,2482.15
2015-08-26,2467.05
2015-08-27,2456.0
2015-08-28,2445.2
2015-08-31,2476.55
2015-09-01,2475.65
2015-09-02,2472.6
2015-09-03,2450.55
2015-09-04,2449.0
2015-09-07,2445.1
2015-09-08,2444.55
2015-09-09,2443.85
2015-09-10,2414.6
2015-09-11,2425.25
2015-09-14,2419.05
2015-09-15,2423.3
2015-09-16,2415.9
2015-09-18,2454.0
2015-09-21,2434.05
2015-09-22,2430.85
2015-09-23,2424.55
2015-09-24,2461.2
2015-09-28,2465.7
2015-09-29,2429.2
2015-09-30,2438.2
2015-10-01,2432.3
2015-10-05,2421.75
2015-10-06,2430.2
2015-10-07,2442.95
2015-10-08,2434.45
2015-10-09,2441.15
2015-10-12,2470.85
2015-10-13,2452.35
2015-10-14,2496.75
2015-10-15,2518.5
2015-10-16,2501.2
2015-10-19,2481.75
2015-10-20,2509.0
2015-10-21,2511.7
2015-10-23,2504.6
2015-10-26,2479.4
2015-10-27,2484.7
2015-10-28,2501.05
2015-10-29,2480.05
2015-10-30,2467.95
2015-11-02,2452.7
2015-11-03,2436.45
2015-11-04,2418.55
2015-11-05,2410.2
2015-11-06,2426.45
2015-11-09,2446.3
2015-11-10,2407.4
2015-11-11,2431.2
2015-11-13,2399.4
2015-11-16,2393.75
2015-11-17,2377.55
2015-11-18,2389.3
2015-11-19,2363.6
2015-11-20,2364.15
2015-11-23,2350.7
2015-11-24,2348.05
2015-11-26,2353.05
2015-11-27,2346.8
2015-11-30,2331.0
2015-12-01,2347.15
2015-12-02,2350.7
2015-12-03,2324.65
2015-12-04,2336.75
2015-12-07,2373.2
2015-12-08,2356.75
2015-12-09,2361.85
2015-12-10,2346.0
2015-12-11,2342.85
2015-12-14,2340.6
2015-12-15,2337.05
2015-12-16,2363.7
2015-12-17,2339.55
2015-12-18,2341.35
2015-12-21,2338.25
2015-12-22,2351.35
2015-12-23,2340.25
2015-12-24,2320.05
2015-12-28,2340.2
2015-12-29,2346.15
2015-12-30,2343.9
2015-12-31,2317.5
