Date,GIPCL
2015-01-01,86.45
2015-01-02,86.1
2015-01-05,86.75
2015-01-06,84.75
2015-01-07,85.4
2015-01-08,85.65
2015-01-09,84.7
2015-01-12,84.8
2015-01-13,83.85
2015-01-14,83.35
2015-01-15,84.25
2015-01-16,83.45
2015-01-19,84.3
2015-01-20,86.5
2015-01-21,85.8
2015-01-22,86.8
2015-01-23,86.8
2015-01-27,86.05
2015-01-28,86.2
2015-01-29,83.95
2015-01-30,84.3
2015-02-02,85.05
2015-02-03,84.3
2015-02-04,83.95
2015-02-05,83.7
2015-02-06,83.0
2015-02-09,82.05
2015-02-10,84.0
2015-02-11,84.35
2015-02-12,84.95
2015-02-13,83.45
2015-02-16,82.35
2015-02-18,83.05
2015-02-19,82.95
2015-02-20,83.15
2015-02-23,84.0
2015-02-24,81.4
2015-02-25,81.4
2015-02-26,79.45
2015-02-27,81.4
2015-02-28,80.9
2015-03-02,80.85
2015-03-03,81.25
2015-03-04,82.35
2015-03-05,83.05
2015-03-09,82.75
2015-03-10,84.05
2015-03-11,84.15
2015-03-12,84.0
2015-03-13,84.1
2015-03-16,84.35
2015-03-17,84.05
2015-03-18,85.85
2015-03-19,87.05
2015-03-20,85.5
2015-03-23,83.55
2015-03-24,83.7
2015-03-25,83.5
2015-03-26,83.6
2015-03-27,80.6
2015-03-30,87.0
2015-03-31,85.9
2015-04-01,84.75
2015-04-06,85.75
2015-04-07,85.15
2015-04-08,85.5
2015-04-09,86.3
2015-04-10,84.75
2015-04-13,88.0
2015-04-15,89.0
2015-04-16,88.4
2015-04-17,87.0
2015-04-20,88.8
2015-04-21,87.0
2015-04-22,88.0
2015-04-23,88.05
2015-04-24,87.0
2015-04-27,83.15
2015-04-28,84.3
2015-04-29,84.85
2015-04-30,83.2
2015-05-04,84.45
2015-05-05,84.85
2015-05-06,85.5
2015-05-07,84.65
2015-05-08,84.55
2015-05-11,85.0
2015-05-12,84.95
2015-05-13,85.1
2015-05-14,85.0
2015-05-15,84.05
2015-05-18,83.1
2015-05-19,82.7
2015-05-20,82.75
2015-05-21,84.7
2015-05-22,85.4
2015-05-25,82.55
2015-05-26,83.2
2015-05-27,82.45
2015-05-28,82.05
2015-05-29,82.2
2015-06-01,83.45
2015-06-02,81.8
2015-06-03,80.4
2015-06-04,81.35
2015-06-05,82.6
2015-06-08,80.95
2015-06-09,81.9
2015-06-10,81.2
2015-06-11,81.9
2015-06-12,81.4
2015-06-15,80.85
2015-06-16,80.85
2015-06-17,80.95
2015-06-18,80.9
2015-06-19,81.25
2015-06-22,82.5
2015-06-23,83.3
2015-06-24,81.5
2015-06-25,81.5
2015-06-26,82.3
2015-06-29,80.25
2015-06-30,81.7
2015-07-01,81.9
2015-07-02,82.1
2015-07-03,82.25
2015-07-06,82.6
2015-07-07,82.8
2015-07-08,81.6
2015-07-09,81.3
2015-07-10,81.25
2015-07-13,81.7
2015-07-14,81.65
2015-07-15,83.05
2015-07-16,83.15
2015-07-17,83.0
2015-07-20,82.7
2015-07-21,82.05
2015-07-22,81.7
2015-07-23,81.9
2015-07-24,82.05
2015-07-27,81.2
2015-07-28,81.5
2015-07-29,81.95
2015-07-30,82.35
2015-07-31,82.25
2015-08-03,83.0
2015-08-04,83.55
2015-08-05,86.5
2015-08-06,84.95
2015-08-07,88.35
2015-08-10,89.3
2015-08-11,86.95
2015-08-12,86.8
2015-08-13,86.1
2015-08-14,83.9
2015-08-17,85.65
2015-08-18,84.65
2015-08-19,84.8
2015-08-20,82.25
2015-08-21,81.55
2015-08-24,76.4
2015-08-25,72.5
2015-08-26,72.35
2015-08-27,71.9
2015-08-28,72.55
2015-08-31,72.5
2015-09-01,69.45
2015-09-02,69.35
2015-09-03,71.1
2015-09-04,67.9
2015-09-07,68.55
2015-09-08,70.1
2015-09-09,70.7
2015-09-10,70.85
2015-09-11,71.05
2015-09-14,71.7
2015-09-15,71.15
2015-09-16,70.45
2015-09-18,71.8
2015-09-21,74.85
2015-09-22,72.65
2015-09-23,73.5
2015-09-24,72.45
2015-09-28,71.85
2015-09-29,72.5
2015-09-30,72.35
2015-10-01,73.9
2015-10-05,75.05
2015-10-06,75.25
2015-10-07,75.05
2015-10-08,77.1
2015-10-09,76.7
2015-10-12,77.3
2015-10-13,77.95
2015-10-14,80.35
2015-10-15,80.65
2015-10-16,80.3
2015-10-19,78.95
2015-10-20,78.4
2015-10-21,80.95
2015-10-23,85.5
2015-10-26,81.8
2015-10-27,81.3
2015-10-28,81.45
2015-10-29,79.55
2015-10-30,77.85
2015-11-02,77.65
2015-11-03,76.95
2015-11-04,76.25
2015-11-05,76.4
2015-11-06,75.25
2015-11-09,74.2
2015-11-10,74.5
2015-11-11,75.45
2015-11-13,74.65
2015-11-16,73.6
2015-11-17,77.55
2015-11-18,78.3
2015-11-19,80.25
2015-11-20,79.85
2015-11-23,80.95
2015-11-24,80.05
2015-11-26,79.95
2015-11-27,80.1
2015-11-30,80.85
2015-12-01,81.2
2015-12-02,80.4
2015-12-03,80.3
2015-12-04,79.55
2015-12-07,79.25
2015-12-08,76.8
2015-12-09,74.9
2015-12-10,77.05
2015-12-11,77.1
2015-12-14,78.2
2015-12-15,77.8
2015-12-16,77.55
2015-12-17,78.65
2015-12-18,78.4
2015-12-21,79.45
2015-12-22,80.2
2015-12-23,79.9
2015-12-24,81.65
2015-12-28,81.15
2015-12-29,79.4
2015-12-30,79.6
2015-12-31,81.9
