Date,INDIANCARD
2015-01-01,112.05
2015-01-02,113.25
2015-01-05,114.4
2015-01-06,114.05
2015-01-07,112.0
2015-01-08,112.35
2015-01-09,111.7
2015-01-12,115.3
2015-01-13,115.0
2015-01-14,124.5
2015-01-15,126.6
2015-01-16,125.9
2015-01-19,125.85
2015-01-20,124.65
2015-01-21,122.5
2015-01-22,120.75
2015-01-23,124.85
2015-01-27,126.05
2015-01-28,124.05
2015-01-29,121.5
2015-01-30,124.2
2015-02-02,124.0
2015-02-03,119.55
2015-02-04,122.2
2015-02-05,119.95
2015-02-06,117.55
2015-02-09,120.0
2015-02-10,116.05
2015-02-11,116.0
2015-02-12,118.65
2015-02-13,117.7
2015-02-16,113.7
2015-02-18,114.3
2015-02-19,117.75
2015-02-24,115.35
2015-02-25,111.65
2015-02-26,110.0
2015-02-27,112.0
2015-02-28,110.1
2015-03-02,109.1
2015-03-03,110.2
2015-03-04,113.9
2015-03-05,111.55
2015-03-09,110.0
2015-03-10,108.75
2015-03-11,106.5
2015-03-12,109.0
2015-03-13,107.45
2015-03-16,107.0
2015-03-17,107.2
2015-03-18,105.95
2015-03-19,106.65
2015-03-20,104.2
2015-03-23,103.0
2015-03-24,102.45
2015-03-25,104.25
2015-03-26,100.3
2015-03-27,104.0
2015-03-31,102.8
2015-04-01,104.9
2015-04-06,105.45
2015-04-08,113.8
2015-04-09,121.9
2015-04-10,117.35
2015-04-13,117.0
2015-04-15,115.85
2015-04-16,115.0
2015-04-17,117.95
2015-04-20,113.8
2015-04-21,111.25
2015-04-22,112.6
2015-04-23,109.25
2015-04-24,108.2
2015-04-27,105.25
2015-04-28,104.9
2015-04-29,107.0
2015-04-30,109.5
2015-05-04,114.85
2015-05-05,109.0
2015-05-06,108.25
2015-05-07,104.0
2015-05-08,105.0
2015-05-11,105.75
2015-05-12,103.0
2015-05-13,103.2
2015-05-14,108.8
2015-05-15,110.95
2015-05-18,105.45
2015-05-19,103.8
2015-05-20,107.0
2015-05-21,106.0
2015-05-22,105.1
2015-05-25,105.1
2015-05-26,107.0
2015-05-27,106.7
2015-06-01,105.05
2015-06-02,103.55
2015-06-03,101.5
2015-06-04,102.0
2015-06-05,101.5
2015-06-08,102.95
2015-06-09,99.0
2015-06-10,100.15
2015-06-11,98.5
2015-06-12,99.65
2015-06-15,97.3
2015-06-17,99.5
2015-06-18,97.35
2015-06-19,101.75
2015-06-22,102.0
2015-06-23,103.9
2015-06-24,106.9
2015-06-25,105.3
2015-06-26,103.15
2015-06-29,102.95
2015-06-30,105.0
2015-07-01,112.45
2015-07-02,115.75
2015-07-03,114.0
2015-07-06,120.9
2015-07-07,127.0
2015-07-08,123.0
2015-07-09,124.75
2015-07-10,120.5
2015-07-13,121.05
2015-07-14,122.8
2015-07-15,125.0
2015-07-16,123.15
2015-07-17,126.5
2015-07-20,124.0
2015-07-21,120.5
2015-07-22,128.0
2015-07-23,125.85
2015-07-24,126.6
2015-07-27,130.25
2015-07-28,126.0
2015-07-29,127.2
2015-07-30,130.55
2015-07-31,138.1
2015-08-03,140.35
2015-08-04,144.05
2015-08-05,146.05
2015-08-06,138.2
2015-08-07,136.4
2015-08-10,153.05
2015-08-11,146.55
2015-08-12,143.95
2015-08-13,138.85
2015-08-14,147.4
2015-08-17,141.95
2015-08-18,142.0
2015-08-19,157.8
2015-08-20,163.85
2015-08-21,164.15
2015-08-24,146.15
2015-08-25,143.55
2015-08-26,143.05
2015-08-27,154.3
2015-08-28,149.4
2015-08-31,168.95
2015-09-01,166.65
2015-09-02,164.55
2015-09-03,171.05
2015-09-04,167.7
2015-09-07,156.8
2015-09-08,155.5
2015-09-09,156.5
2015-09-10,154.0
2015-09-11,152.5
2015-09-14,156.25
2015-09-15,152.8
2015-09-16,155.9
2015-09-18,153.4
2015-09-21,155.25
2015-09-22,158.95
2015-09-23,157.8
2015-09-24,157.05
2015-09-28,169.95
2015-09-29,164.4
2015-09-30,166.55
2015-10-01,171.15
2015-10-05,174.25
2015-10-06,171.05
2015-10-07,171.05
2015-10-08,179.7
2015-10-09,182.9
2015-10-12,187.25
2015-10-13,196.35
2015-10-14,206.0
2015-10-15,202.2
2015-10-16,199.45
2015-10-19,199.45
2015-10-20,210.8
2015-10-21,217.9
2015-10-23,233.9
2015-10-26,221.15
2015-10-27,218.65
2015-10-28,213.0
2015-10-29,206.55
2015-10-30,198.95
2015-11-02,198.3
2015-11-03,203.2
2015-11-04,203.85
2015-11-05,194.05
2015-11-06,194.0
2015-11-09,210.3
2015-11-10,206.65
2015-11-11,209.45
2015-11-13,206.05
2015-11-16,204.1
2015-11-17,202.0
2015-11-18,198.95
2015-11-19,201.7
2015-11-20,203.05
2015-11-23,202.55
2015-11-24,197.7
2015-11-26,197.05
2015-11-27,199.5
2015-11-30,201.0
2015-12-01,199.15
2015-12-02,211.95
2015-12-03,229.0
2015-12-04,239.55
2015-12-07,232.45
2015-12-08,222.75
2015-12-09,212.9
2015-12-10,220.75
2015-12-11,214.3
2015-12-14,209.35
2015-12-15,210.55
2015-12-16,222.65
2015-12-17,221.4
2015-12-18,222.3
2015-12-21,219.15
2015-12-22,222.05
2015-12-23,219.15
2015-12-24,228.1
2015-12-28,219.6
2015-12-29,221.85
2015-12-30,255.35
2015-12-31,256.6
