Date,GENESYS
2015-01-01,52.1
2015-01-02,52.3
2015-01-05,53.25
2015-01-06,52.5
2015-01-07,52.1
2015-01-08,53.1
2015-01-09,52.9
2015-01-12,52.9
2015-01-13,53.1
2015-01-14,54.1
2015-01-15,57.2
2015-01-16,63.1
2015-01-19,64.35
2015-01-20,61.85
2015-01-21,58.8
2015-01-22,58.1
2015-01-23,57.2
2015-01-27,55.95
2015-01-28,53.55
2015-01-29,53.5
2015-01-30,55.1
2015-02-02,54.7
2015-02-03,55.1
2015-02-04,56.6
2015-02-05,56.5
2015-02-06,54.95
2015-02-09,52.6
2015-02-10,52.95
2015-02-11,53.1
2015-02-12,52.75
2015-02-13,54.55
2015-02-16,58.0
2015-02-18,57.6
2015-02-19,55.7
2015-02-20,56.05
2015-02-23,58.0
2015-02-24,57.4
2015-02-25,57.85
2015-02-26,58.0
2015-02-27,60.95
2015-02-28,58.95
2015-03-02,63.2
2015-03-03,70.3
2015-03-04,70.65
2015-03-05,70.3
2015-03-09,69.25
2015-03-10,65.0
2015-03-11,65.8
2015-03-12,65.5
2015-03-13,68.3
2015-03-16,67.95
2015-03-17,68.25
2015-03-18,67.55
2015-03-19,61.7
2015-03-20,59.5
2015-03-23,59.8
2015-03-24,60.3
2015-03-25,58.7
2015-03-26,58.1
2015-03-27,59.25
2015-03-30,59.6
2015-03-31,60.7
2015-04-01,59.9
2015-04-06,61.55
2015-04-07,61.85
2015-04-08,61.0
2015-04-09,61.0
2015-04-10,63.95
2015-04-13,62.35
2015-04-15,62.45
2015-04-16,63.1
2015-04-17,62.5
2015-04-20,61.0
2015-04-21,59.9
2015-04-22,60.0
2015-04-23,58.4
2015-04-24,56.85
2015-04-27,56.35
2015-04-28,55.25
2015-04-29,55.5
2015-04-30,55.0
2015-05-04,56.2
2015-05-05,61.8
2015-05-06,60.1
2015-05-07,57.0
2015-05-08,57.15
2015-05-11,59.0
2015-05-12,57.0
2015-05-13,58.35
2015-05-14,57.4
2015-05-15,56.15
2015-05-18,56.05
2015-05-19,58.55
2015-05-20,57.35
2015-05-21,58.9
2015-05-22,58.6
2015-05-25,58.95
2015-05-26,57.0
2015-05-27,59.15
2015-05-28,59.8
2015-05-29,56.6
2015-06-01,57.45
2015-06-02,55.8
2015-06-03,53.5
2015-06-04,50.1
2015-06-05,52.0
2015-06-08,53.4
2015-06-09,52.0
2015-06-10,49.05
2015-06-11,49.4
2015-06-12,50.4
2015-06-15,47.55
2015-06-16,49.15
2015-06-17,51.35
2015-06-18,50.95
2015-06-19,51.6
2015-06-22,49.45
2015-06-23,52.0
2015-06-24,52.5
2015-06-25,52.0
2015-06-26,50.5
2015-06-29,48.65
2015-06-30,49.4
2015-07-01,49.95
2015-07-02,49.95
2015-07-03,50.6
2015-07-06,51.05
2015-07-07,51.4
2015-07-08,52.0
2015-07-09,52.0
2015-07-10,53.7
2015-07-13,54.5
2015-07-14,54.8
2015-07-15,55.5
2015-07-16,52.45
2015-07-17,56.2
2015-07-20,56.25
2015-07-21,54.1
2015-07-22,57.0
2015-07-23,68.4
2015-07-24,70.85
2015-07-27,72.4
2015-07-28,66.95
2015-07-29,71.3
2015-07-30,69.65
2015-07-31,69.05
2015-08-03,68.05
2015-08-04,71.75
2015-08-05,72.25
2015-08-06,68.2
2015-08-07,68.15
2015-08-10,73.75
2015-08-11,69.25
2015-08-12,69.0
2015-08-13,66.2
2015-08-14,65.8
2015-08-17,61.95
2015-08-18,60.65
2015-08-19,58.85
2015-08-20,57.45
2015-08-21,55.9
2015-08-24,51.05
2015-08-25,47.85
2015-08-26,53.0
2015-08-27,56.2
2015-08-28,53.9
2015-08-31,55.9
2015-09-01,51.65
2015-09-02,52.05
2015-09-03,51.95
2015-09-04,48.0
2015-09-07,44.2
2015-09-08,47.2
2015-09-09,48.75
2015-09-10,51.5
2015-09-11,51.5
2015-09-14,50.95
2015-09-15,50.3
2015-09-16,53.1
2015-09-18,51.1
2015-09-21,51.45
2015-09-23,53.15
2015-09-24,55.7
2015-09-28,52.55
2015-09-29,53.2
2015-09-30,52.6
2015-10-01,52.95
2015-10-05,55.55
2015-10-06,55.0
2015-10-07,57.2
2015-10-08,68.6
2015-10-09,82.3
2015-10-12,78.0
2015-10-13,79.95
2015-10-14,77.9
2015-10-15,75.9
2015-10-16,78.9
2015-10-19,77.65
2015-10-20,75.45
2015-10-21,72.45
2015-10-23,73.1
2015-10-26,70.6
2015-10-27,73.7
2015-10-28,76.35
2015-10-29,78.1
2015-10-30,70.3
2015-11-02,73.0
2015-11-03,73.35
2015-11-04,73.25
2015-11-05,70.55
2015-11-06,69.5
2015-11-09,72.25
2015-11-10,67.15
2015-11-11,69.8
2015-11-13,68.3
2015-11-16,72.35
2015-11-17,73.3
2015-11-18,74.0
2015-11-19,80.3
2015-11-20,78.15
2015-11-23,76.1
2015-11-24,76.05
2015-11-26,76.65
2015-11-27,77.85
2015-11-30,75.0
2015-12-01,75.3
2015-12-02,74.15
2015-12-03,74.05
2015-12-04,74.7
2015-12-07,73.1
2015-12-08,72.5
2015-12-09,69.75
2015-12-10,72.5
2015-12-11,69.6
2015-12-14,70.45
2015-12-15,71.25
2015-12-16,71.6
2015-12-17,72.15
2015-12-18,73.7
2015-12-21,82.85
2015-12-22,95.15
2015-12-23,90.75
2015-12-24,92.0
2015-12-28,86.05
2015-12-29,83.3
2015-12-30,83.15
2015-12-31,80.4
