Date,LICHSGFIN
2015-01-01,438.1
2015-01-02,466.75
2015-01-05,470.2
2015-01-06,447.55
2015-01-07,457.25
2015-01-08,469.15
2015-01-09,473.2
2015-01-12,459.1
2015-01-13,462.35
2015-01-14,454.05
2015-01-15,466.15
2015-01-16,487.05
2015-01-19,494.05
2015-01-20,490.45
2015-01-21,483.65
2015-01-22,481.9
2015-01-23,486.1
2015-01-27,497.0
2015-01-28,494.35
2015-01-29,490.35
2015-01-30,478.5
2015-02-02,479.9
2015-02-03,470.7
2015-02-04,455.65
2015-02-05,459.95
2015-02-06,452.05
2015-02-09,448.15
2015-02-10,456.65
2015-02-11,458.7
2015-02-12,468.35
2015-02-13,470.15
2015-02-16,462.65
2015-02-18,461.1
2015-02-19,454.7
2015-02-20,465.1
2015-02-23,466.85
2015-02-24,468.35
2015-02-25,482.3
2015-02-26,477.5
2015-02-27,495.25
2015-02-28,479.0
2015-03-02,485.9
2015-03-03,492.45
2015-03-04,489.55
2015-03-05,494.7
2015-03-09,479.55
2015-03-10,469.75
2015-03-11,465.9
2015-03-12,464.8
2015-03-13,446.75
2015-03-16,449.45
2015-03-17,464.25
2015-03-18,460.75
2015-03-19,462.4
2015-03-20,460.1
2015-03-23,443.15
2015-03-24,441.9
2015-03-25,429.25
2015-03-26,424.0
2015-03-27,430.15
2015-03-30,444.5
2015-03-31,437.6
2015-04-01,446.45
2015-04-06,450.85
2015-04-07,444.25
2015-04-08,452.85
2015-04-09,460.6
2015-04-10,460.85
2015-04-13,462.0
2015-04-15,462.95
2015-04-16,451.2
2015-04-17,436.5
2015-04-20,441.8
2015-04-21,440.3
2015-04-22,441.15
2015-04-23,443.25
2015-04-24,438.75
2015-04-27,422.1
2015-04-28,438.25
2015-04-29,434.7
2015-04-30,430.05
2015-05-04,430.85
2015-05-05,441.8
2015-05-06,419.7
2015-05-07,405.95
2015-05-08,414.75
2015-05-11,426.5
2015-05-12,412.1
2015-05-13,419.2
2015-05-14,412.05
2015-05-15,419.55
2015-05-18,422.85
2015-05-19,422.95
2015-05-20,418.75
2015-05-21,416.5
2015-05-22,415.75
2015-05-25,412.9
2015-05-26,404.55
2015-05-27,413.9
2015-05-28,411.2
2015-05-29,419.0
2015-06-01,421.8
2015-06-02,401.7
2015-06-03,404.3
2015-06-04,403.25
2015-06-05,407.35
2015-06-08,402.55
2015-06-09,393.35
2015-06-10,400.8
2015-06-11,395.75
2015-06-12,399.85
2015-06-15,395.0
2015-06-16,402.4
2015-06-17,415.3
2015-06-18,428.6
2015-06-19,439.75
2015-06-22,459.75
2015-06-23,452.75
2015-06-24,455.9
2015-06-25,457.15
2015-06-26,450.75
2015-06-29,451.4
2015-06-30,450.9
2015-07-01,452.6
2015-07-02,451.7
2015-07-03,447.75
2015-07-06,444.6
2015-07-07,447.65
2015-07-08,438.85
2015-07-09,452.2
2015-07-10,455.6
2015-07-13,463.15
2015-07-14,461.1
2015-07-15,457.8
2015-07-16,463.2
2015-07-17,475.05
2015-07-20,476.8
2015-07-21,465.15
2015-07-22,486.3
2015-07-23,497.0
2015-07-24,494.9
2015-07-27,479.3
2015-07-28,492.0
2015-07-29,488.65
2015-07-30,490.85
2015-07-31,499.2
2015-08-03,511.6
2015-08-04,513.2
2015-08-05,506.2
2015-08-06,522.65
2015-08-07,510.5
2015-08-10,506.15
2015-08-11,498.95
2015-08-12,479.85
2015-08-13,492.55
2015-08-14,502.25
2015-08-17,500.9
2015-08-18,498.9
2015-08-19,494.0
2015-08-20,472.15
2015-08-21,461.1
2015-08-24,424.5
2015-08-25,434.2
2015-08-26,427.7
2015-08-27,445.6
2015-08-28,439.25
2015-08-31,443.0
2015-09-01,424.7
2015-09-02,404.05
2015-09-03,423.4
2015-09-04,413.35
2015-09-07,401.7
2015-09-08,416.7
2015-09-09,427.75
2015-09-10,430.7
2015-09-11,429.3
2015-09-14,439.4
2015-09-15,436.7
2015-09-16,441.4
2015-09-18,441.5
2015-09-21,449.6
2015-09-22,435.85
2015-09-23,435.25
2015-09-24,426.15
2015-09-28,423.25
2015-09-29,450.25
2015-09-30,470.55
2015-10-01,463.0
2015-10-05,483.15
2015-10-06,479.7
2015-10-07,483.8
2015-10-08,475.1
2015-10-09,478.95
2015-10-12,481.55
2015-10-13,475.1
2015-10-14,482.15
2015-10-15,491.15
2015-10-16,494.8
2015-10-19,477.7
2015-10-20,473.05
2015-10-21,482.55
2015-10-23,481.15
2015-10-26,489.1
2015-10-27,491.7
2015-10-28,490.3
2015-10-29,488.55
2015-10-30,479.8
2015-11-02,480.75
2015-11-03,482.3
2015-11-04,482.05
2015-11-05,459.45
2015-11-06,468.45
2015-11-09,476.2
2015-11-10,463.2
2015-11-11,468.85
2015-11-13,465.65
2015-11-16,470.95
2015-11-17,466.45
2015-11-18,458.9
2015-11-19,460.5
2015-11-20,465.65
2015-11-23,465.6
2015-11-24,475.0
2015-11-26,474.85
2015-11-27,482.1
2015-11-30,484.6
2015-12-01,485.35
2015-12-02,479.35
2015-12-03,467.9
2015-12-04,457.8
2015-12-07,462.45
2015-12-08,462.65
2015-12-09,452.8
2015-12-10,463.95
2015-12-11,460.55
2015-12-14,472.8
2015-12-15,470.6
2015-12-16,479.0
2015-12-17,485.3
2015-12-18,483.8
2015-12-21,487.9
2015-12-22,484.3
2015-12-23,489.35
2015-12-24,485.5
2015-12-28,487.35
2015-12-29,502.55
2015-12-30,500.65
2015-12-31,510.05
