Date,ZUARI
2015-01-01,267.3
2015-01-02,269.5
2015-01-05,264.0
2015-01-06,261.7
2015-01-07,251.85
2015-01-08,254.5
2015-01-09,248.95
2015-01-12,251.1
2015-01-13,251.8
2015-01-14,252.0
2015-01-15,256.75
2015-01-16,256.95
2015-01-19,262.05
2015-01-20,273.5
2015-01-21,278.8
2015-01-22,287.7
2015-01-23,252.45
2015-01-27,236.65
2015-01-28,232.15
2015-01-29,233.45
2015-01-30,230.65
2015-02-02,236.55
2015-02-03,240.05
2015-02-04,249.05
2015-02-05,251.45
2015-02-06,251.25
2015-02-09,244.75
2015-02-10,239.8
2015-02-11,237.55
2015-02-12,241.5
2015-02-13,242.0
2015-02-16,241.05
2015-02-18,261.45
2015-02-19,258.8
2015-02-20,262.25
2015-02-23,261.85
2015-02-24,261.75
2015-02-25,262.85
2015-02-26,263.95
2015-02-27,269.0
2015-02-28,267.5
2015-03-02,267.2
2015-03-03,267.7
2015-03-04,268.0
2015-03-05,264.65
2015-03-09,259.6
2015-03-10,253.35
2015-03-11,244.45
2015-03-12,242.45
2015-03-13,239.6
2015-03-16,233.1
2015-03-17,228.15
2015-03-18,229.7
2015-03-19,233.35
2015-03-20,227.1
2015-03-23,227.05
2015-03-24,224.85
2015-03-25,219.9
2015-03-26,219.0
2015-03-27,219.95
2015-03-30,219.05
2015-03-31,225.1
2015-04-01,252.1
2015-04-06,251.6
2015-04-07,257.9
2015-04-08,256.0
2015-04-09,250.45
2015-04-10,248.8
2015-04-13,249.7
2015-04-15,242.1
2015-04-16,240.0
2015-04-17,239.9
2015-04-20,236.45
2015-04-21,235.6
2015-04-22,231.7
2015-04-23,227.2
2015-04-24,227.35
2015-04-27,210.4
2015-04-28,211.95
2015-04-29,214.15
2015-04-30,204.25
2015-05-04,209.25
2015-05-05,209.05
2015-05-06,205.45
2015-05-07,209.95
2015-05-08,210.35
2015-05-11,211.8
2015-05-12,211.5
2015-05-13,211.7
2015-05-14,211.75
2015-05-15,212.0
2015-05-18,210.75
2015-05-19,209.45
2015-05-20,209.8
2015-05-21,210.5
2015-05-22,205.7
2015-05-25,207.0
2015-05-26,206.8
2015-05-27,203.45
2015-05-28,194.2
2015-05-29,196.1
2015-06-01,197.15
2015-06-02,200.1
2015-06-03,197.25
2015-06-04,197.25
2015-06-05,193.6
2015-06-08,192.4
2015-06-09,194.3
2015-06-10,195.65
2015-06-11,192.5
2015-06-12,189.75
2015-06-15,189.5
2015-06-16,189.35
2015-06-17,188.55
2015-06-18,190.65
2015-06-19,190.8
2015-06-22,197.6
2015-06-23,194.85
2015-06-24,196.85
2015-06-25,195.5
2015-06-26,194.95
2015-06-29,194.15
2015-06-30,196.0
2015-07-01,193.55
2015-07-02,194.6
2015-07-03,195.35
2015-07-06,198.35
2015-07-07,198.55
2015-07-08,193.45
2015-07-09,193.1
2015-07-10,190.3
2015-07-13,187.65
2015-07-14,190.05
2015-07-15,199.45
2015-07-16,205.15
2015-07-17,204.05
2015-07-20,202.2
2015-07-21,199.7
2015-07-22,197.65
2015-07-23,197.3
2015-07-24,195.0
2015-07-27,190.85
2015-07-28,188.8
2015-07-29,190.1
2015-07-30,199.1
2015-07-31,193.3
2015-08-03,193.8
2015-08-04,192.6
2015-08-05,190.9
2015-08-06,191.25
2015-08-07,190.15
2015-08-10,193.8
2015-08-11,195.05
2015-08-12,190.2
2015-08-13,182.55
2015-08-14,179.25
2015-08-17,179.2
2015-08-18,178.45
2015-08-19,176.9
2015-08-20,173.75
2015-08-21,169.95
2015-08-24,152.55
2015-08-25,159.2
2015-08-26,167.1
2015-08-27,174.35
2015-08-28,177.75
2015-08-31,173.3
2015-09-01,163.35
2015-09-02,167.6
2015-09-03,163.5
2015-09-04,155.8
2015-09-07,145.3
2015-09-08,148.75
2015-09-09,153.0
2015-09-10,150.45
2015-09-11,151.65
2015-09-14,151.9
2015-09-15,152.2
2015-09-16,150.6
2015-09-18,150.4
2015-09-21,154.0
2015-09-22,151.5
2015-09-23,148.4
2015-09-24,147.4
2015-09-28,150.1
2015-09-29,148.85
2015-09-30,150.05
2015-10-01,165.5
2015-10-05,161.7
2015-10-06,157.65
2015-10-07,159.25
2015-10-08,159.55
2015-10-09,157.75
2015-10-12,163.75
2015-10-13,161.05
2015-10-14,161.2
2015-10-15,161.6
2015-10-16,159.7
2015-10-19,159.45
2015-10-20,159.0
2015-10-21,159.25
2015-10-23,160.15
2015-10-26,160.05
2015-10-27,159.2
2015-10-28,159.15
2015-10-29,159.6
2015-10-30,158.1
2015-11-02,155.3
2015-11-03,156.5
2015-11-04,155.65
2015-11-05,153.05
2015-11-06,152.25
2015-11-09,148.9
2015-11-10,146.5
2015-11-11,152.85
2015-11-13,146.9
2015-11-16,147.25
2015-11-17,148.25
2015-11-18,150.9
2015-11-19,153.8
2015-11-20,156.8
2015-11-23,159.75
2015-11-24,160.1
2015-11-26,158.4
2015-11-27,158.0
2015-11-30,155.4
2015-12-01,157.05
2015-12-02,158.05
2015-12-03,157.55
2015-12-04,154.75
2015-12-07,156.05
2015-12-08,150.15
2015-12-09,148.5
2015-12-10,149.9
2015-12-11,148.9
2015-12-14,150.8
2015-12-15,153.1
2015-12-16,155.65
2015-12-17,157.1
2015-12-18,154.9
2015-12-21,159.7
2015-12-22,158.5
2015-12-23,158.55
2015-12-24,157.3
2015-12-28,159.25
2015-12-29,158.25
2015-12-30,160.85
2015-12-31,158.55
