Date,WABAG
2015-01-01,1479.2
2015-01-02,1506.55
2015-01-05,1599.35
2015-01-06,1551.4
2015-01-07,1543.8
2015-01-08,1576.6
2015-01-09,1572.1
2015-01-12,1585.95
2015-01-13,1599.75
2015-01-14,1587.85
2015-01-15,1594.55
2015-01-16,1584.5
2015-01-19,1558.6
2015-01-20,1545.95
2015-01-21,1553.15
2015-01-22,1614.2
2015-01-23,1595.8
2015-01-27,1606.45
2015-01-28,1601.3
2015-01-29,1592.5
2015-01-30,1611.35
2015-02-02,1561.9
2015-02-03,1551.35
2015-02-04,1547.9
2015-02-05,1563.95
2015-02-06,1509.05
2015-02-09,1462.25
2015-02-10,1468.55
2015-02-11,1499.65
2015-02-12,1534.0
2015-02-13,1621.95
2015-02-16,1625.95
2015-02-18,1708.2
2015-02-19,1717.85
2015-02-20,1707.7
2015-02-23,1709.65
2015-02-24,1680.0
2015-02-25,1700.15
2015-02-26,1709.7
2015-02-27,1814.0
2015-02-28,1750.4
2015-03-02,1768.5
2015-03-03,1768.1
2015-03-04,1716.85
2015-03-05,1734.3
2015-03-09,1663.55
2015-03-10,1635.05
2015-03-11,1636.6
2015-03-12,1656.45
2015-03-13,1666.75
2015-03-16,1778.1
2015-03-17,1900.35
2015-03-18,1897.55
2015-03-19,1838.45
2015-03-20,1785.3
2015-03-23,1789.3
2015-03-24,1750.15
2015-03-25,1724.55
2015-03-26,827.15
2015-03-27,800.15
2015-03-30,807.65
2015-03-31,819.65
2015-04-01,827.75
2015-04-06,822.35
2015-04-07,821.95
2015-04-08,822.6
2015-04-09,797.2
2015-04-10,780.8
2015-04-13,787.0
2015-04-15,780.65
2015-04-16,799.0
2015-04-17,787.7
2015-04-20,749.1
2015-04-21,747.65
2015-04-22,737.55
2015-04-23,713.65
2015-04-24,674.55
2015-04-27,636.2
2015-04-28,635.75
2015-04-29,678.8
2015-04-30,699.95
2015-05-04,711.5
2015-05-05,728.3
2015-05-06,714.6
2015-05-07,682.7
2015-05-08,703.05
2015-05-11,695.75
2015-05-12,670.4
2015-05-13,677.3
2015-05-14,657.25
2015-05-15,697.75
2015-05-18,715.3
2015-05-19,774.6
2015-05-20,776.3
2015-05-21,750.15
2015-05-22,765.45
2015-05-25,779.05
2015-05-26,736.25
2015-05-27,731.6
2015-05-28,734.85
2015-05-29,732.9
2015-06-01,745.85
2015-06-02,728.65
2015-06-03,703.5
2015-06-04,707.05
2015-06-05,731.5
2015-06-08,728.65
2015-06-09,732.7
2015-06-10,718.95
2015-06-11,698.9
2015-06-12,691.5
2015-06-15,699.4
2015-06-16,694.15
2015-06-17,693.95
2015-06-18,710.2
2015-06-19,693.05
2015-06-22,715.4
2015-06-23,745.5
2015-06-24,755.95
2015-06-25,766.9
2015-06-26,753.6
2015-06-29,728.5
2015-06-30,740.4
2015-07-01,746.9
2015-07-02,753.0
2015-07-03,790.8
2015-07-06,798.35
2015-07-07,789.25
2015-07-08,768.1
2015-07-09,764.7
2015-07-10,768.15
2015-07-13,767.6
2015-07-14,770.7
2015-07-15,759.05
2015-07-16,790.1
2015-07-17,787.05
2015-07-20,783.05
2015-07-21,777.65
2015-07-22,777.8
2015-07-23,765.5
2015-07-24,758.5
2015-07-27,744.9
2015-07-28,729.75
2015-07-29,746.1
2015-07-30,747.2
2015-07-31,759.45
2015-08-03,752.45
2015-08-04,751.25
2015-08-05,751.4
2015-08-06,759.1
2015-08-07,767.75
2015-08-10,745.6
2015-08-11,748.85
2015-08-12,738.95
2015-08-13,733.35
2015-08-14,747.5
2015-08-17,743.1
2015-08-18,758.95
2015-08-19,752.15
2015-08-20,743.9
2015-08-21,743.85
2015-08-24,703.15
2015-08-25,688.5
2015-08-26,660.15
2015-08-27,682.4
2015-08-28,698.5
2015-08-31,694.0
2015-09-01,679.6
2015-09-02,681.95
2015-09-03,713.5
2015-09-04,685.0
2015-09-07,667.55
2015-09-08,665.85
2015-09-09,674.3
2015-09-10,669.8
2015-09-11,680.6
2015-09-14,687.2
2015-09-15,682.2
2015-09-16,671.8
2015-09-18,697.7
2015-09-21,687.0
2015-09-22,672.4
2015-09-23,672.5
2015-09-24,674.3
2015-09-28,671.2
2015-09-29,665.9
2015-09-30,665.0
2015-10-01,650.9
2015-10-05,658.3
2015-10-06,669.95
2015-10-07,658.25
2015-10-08,654.4
2015-10-09,651.75
2015-10-12,645.2
2015-10-13,638.95
2015-10-14,639.0
2015-10-15,633.7
2015-10-16,632.4
2015-10-19,647.0
2015-10-20,635.05
2015-10-21,664.2
2015-10-23,651.45
2015-10-26,647.35
2015-10-27,646.6
2015-10-28,644.3
2015-10-29,640.85
2015-10-30,640.9
2015-11-02,624.4
2015-11-03,632.3
2015-11-04,630.45
2015-11-05,636.9
2015-11-06,631.25
2015-11-09,667.55
2015-11-10,654.4
2015-11-11,669.15
2015-11-13,655.65
2015-11-16,657.9
2015-11-17,734.5
2015-11-18,714.05
2015-11-19,712.55
2015-11-20,702.45
2015-11-23,695.95
2015-11-24,707.4
2015-11-26,710.45
2015-11-27,713.15
2015-11-30,700.05
2015-12-01,708.45
2015-12-02,703.35
2015-12-03,701.3
2015-12-04,689.6
2015-12-07,700.8
2015-12-08,683.6
2015-12-09,682.9
2015-12-10,677.75
2015-12-11,687.15
2015-12-14,682.25
2015-12-15,684.9
2015-12-16,684.35
2015-12-17,695.45
2015-12-18,681.3
2015-12-21,686.5
2015-12-22,679.95
2015-12-23,698.85
2015-12-24,693.7
2015-12-28,698.8
2015-12-29,687.1
2015-12-30,687.5
2015-12-31,687.75
