Date,SHREECEM
2015-01-01,9377.55
2015-01-02,9325.9
2015-01-05,9302.55
2015-01-06,9076.35
2015-01-07,9064.0
2015-01-08,9161.75
2015-01-09,9188.3
2015-01-12,9202.05
2015-01-13,9231.9
2015-01-14,9262.4
2015-01-15,9974.0
2015-01-16,9920.2
2015-01-19,10257.15
2015-01-20,10456.4
2015-01-21,10427.3
2015-01-22,10904.15
2015-01-23,11029.95
2015-01-27,10848.7
2015-01-28,11057.65
2015-01-29,10894.9
2015-01-30,10969.7
2015-02-02,10897.75
2015-02-03,10848.3
2015-02-04,10688.25
2015-02-05,11001.85
2015-02-06,11073.05
2015-02-09,11066.7
2015-02-10,11002.7
2015-02-11,11084.75
2015-02-12,11114.45
2015-02-13,11299.8
2015-02-16,11062.35
2015-02-18,10898.95
2015-02-19,11003.65
2015-02-20,11109.3
2015-02-23,11110.85
2015-02-24,10988.75
2015-02-25,11064.05
2015-02-26,10993.25
2015-02-27,11001.1
2015-02-28,10528.6
2015-03-02,11448.55
2015-03-03,11453.95
2015-03-04,11238.15
2015-03-05,11154.1
2015-03-09,11103.95
2015-03-10,11017.55
2015-03-11,10659.25
2015-03-12,10688.55
2015-03-13,10696.6
2015-03-16,10686.45
2015-03-17,10703.25
2015-03-18,10840.7
2015-03-19,11023.65
2015-03-20,11037.85
2015-03-23,10796.85
2015-03-24,10586.4
2015-03-25,11067.35
2015-03-26,11066.4
2015-03-27,10907.05
2015-03-30,10752.4
2015-03-31,10793.8
2015-04-01,10878.2
2015-04-06,10865.45
2015-04-07,10954.95
2015-04-08,10788.35
2015-04-09,11091.9
2015-04-10,10803.2
2015-04-13,10437.65
2015-04-15,10533.7
2015-04-16,10451.5
2015-04-17,10039.1
2015-04-20,10050.4
2015-04-21,10000.45
2015-04-22,10102.4
2015-04-23,10330.15
2015-04-24,10041.6
2015-04-27,9977.9
2015-04-28,10255.3
2015-04-29,10332.5
2015-04-30,10192.85
2015-05-04,10334.3
2015-05-05,10414.15
2015-05-06,10330.95
