Date,NUCLEUS
2015-01-01,201.6
2015-01-02,207.3
2015-01-05,207.55
2015-01-06,194.7
2015-01-07,193.3
2015-01-08,198.1
2015-01-09,197.0
2015-01-12,202.7
2015-01-13,198.65
2015-01-14,196.55
2015-01-15,196.9
2015-01-16,197.9
2015-01-19,198.8
2015-01-20,199.25
2015-01-21,192.5
2015-01-22,191.9
2015-01-23,190.05
2015-01-27,187.4
2015-01-28,183.65
2015-01-29,185.35
2015-01-30,181.8
2015-02-02,185.8
2015-02-03,183.0
2015-02-04,181.2
2015-02-05,180.6
2015-02-06,175.6
2015-02-09,180.8
2015-02-10,182.65
2015-02-11,177.6
2015-02-12,179.45
2015-02-13,177.8
2015-02-16,176.1
2015-02-18,187.1
2015-02-19,187.15
2015-02-20,189.5
2015-02-23,189.2
2015-02-24,186.6
2015-02-25,183.2
2015-02-26,180.75
2015-02-27,183.3
2015-02-28,180.85
2015-03-02,183.35
2015-03-03,200.8
2015-03-04,192.95
2015-03-05,192.7
2015-03-09,187.4
2015-03-10,187.1
2015-03-11,185.75
2015-03-12,186.85
2015-03-13,184.5
2015-03-16,184.95
2015-03-17,183.25
2015-03-18,181.5
2015-03-19,180.2
2015-03-20,175.6
2015-03-23,168.1
2015-03-24,168.95
2015-03-25,165.65
2015-03-26,163.35
2015-03-27,165.0
2015-03-30,169.6
2015-03-31,169.1
2015-04-01,183.3
2015-04-06,182.25
2015-04-07,183.4
2015-04-08,189.9
2015-04-09,227.85
2015-04-10,230.15
2015-04-13,237.2
2015-04-15,232.25
2015-04-16,222.7
2015-04-17,215.7
2015-04-20,204.2
2015-04-21,208.1
2015-04-22,208.4
2015-04-23,230.15
2015-04-24,213.85
2015-04-27,206.6
2015-04-28,208.75
2015-04-29,206.2
2015-04-30,197.9
2015-05-04,207.75
2015-05-05,210.85
2015-05-06,199.25
2015-05-07,195.8
2015-05-08,221.6
2015-05-11,264.2
2015-05-12,249.2
2015-05-13,270.1
2015-05-14,267.3
2015-05-15,282.5
2015-05-18,287.65
2015-05-19,280.3
2015-05-20,280.9
2015-05-21,271.75
2015-05-22,268.25
2015-05-25,267.75
2015-05-26,264.5
2015-05-27,262.3
2015-05-28,264.2
2015-05-29,267.9
2015-06-01,271.25
2015-06-02,259.6
2015-06-03,244.9
2015-06-04,252.25
2015-06-05,254.65
2015-06-08,251.15
2015-06-09,253.25
2015-06-10,260.45
2015-06-11,247.7
2015-06-12,241.7
2015-06-15,243.0
2015-06-16,252.15
2015-06-17,250.95
2015-06-18,251.0
2015-06-19,250.95
2015-06-22,259.25
2015-06-23,257.9
2015-06-24,256.95
2015-06-25,251.0
2015-06-26,253.6
2015-06-29,242.3
2015-06-30,238.35
2015-07-01,242.75
2015-07-02,246.0
2015-07-03,261.0
2015-07-06,268.0
2015-07-07,261.9
2015-07-08,264.45
2015-07-09,271.2
2015-07-10,304.25
2015-07-13,315.5
2015-07-14,312.85
2015-07-15,313.45
2015-07-16,324.0
2015-07-17,317.0
2015-07-20,326.6
2015-07-21,316.2
2015-07-22,328.0
2015-07-23,327.75
2015-07-24,331.9
2015-07-27,331.8
2015-07-28,343.65
2015-07-29,337.5
2015-07-30,339.05
2015-07-31,283.7
2015-08-03,290.8
2015-08-04,287.7
2015-08-05,286.35
2015-08-06,279.4
2015-08-07,263.75
2015-08-10,263.75
2015-08-11,261.95
2015-08-12,255.85
2015-08-13,289.9
2015-08-14,296.6
2015-08-17,282.0
2015-08-18,285.0
2015-08-19,290.75
2015-08-20,279.5
2015-08-21,272.6
2015-08-24,240.05
2015-08-25,241.8
2015-08-26,242.85
2015-08-27,255.0
2015-08-28,253.85
2015-08-31,245.5
2015-09-01,232.6
2015-09-02,242.75
2015-09-03,240.2
2015-09-04,237.0
2015-09-07,233.35
2015-09-08,233.9
2015-09-09,243.6
2015-09-10,238.15
2015-09-11,239.7
2015-09-14,241.05
2015-09-15,239.7
2015-09-16,232.85
2015-09-18,238.7
2015-09-21,242.05
2015-09-22,240.7
2015-09-23,240.7
2015-09-24,242.3
2015-09-28,237.3
2015-09-29,236.75
2015-09-30,235.85
2015-10-01,232.75
2015-10-05,247.95
2015-10-06,252.6
2015-10-07,255.35
2015-10-08,259.85
2015-10-09,261.25
2015-10-12,254.05
2015-10-13,263.4
2015-10-14,265.0
2015-10-15,264.75
2015-10-16,264.35
2015-10-19,272.5
2015-10-20,274.2
2015-10-21,267.7
2015-10-23,270.55
2015-10-26,265.0
2015-10-27,261.05
2015-10-28,231.6
2015-10-29,248.35
2015-10-30,241.95
2015-11-02,232.6
2015-11-03,232.85
2015-11-04,234.3
2015-11-05,230.65
2015-11-06,226.05
2015-11-09,231.25
2015-11-10,227.4
2015-11-11,232.8
2015-11-13,240.4
2015-11-16,237.85
2015-11-17,236.85
2015-11-18,236.85
2015-11-19,235.9
2015-11-20,249.9
2015-11-23,265.15
2015-11-24,276.95
2015-11-26,266.3
2015-11-27,263.8
2015-11-30,265.25
2015-12-01,266.0
2015-12-02,278.4
2015-12-03,278.75
2015-12-04,270.45
2015-12-07,276.3
2015-12-08,268.9
2015-12-09,255.6
2015-12-10,259.0
2015-12-11,250.95
2015-12-14,257.95
2015-12-15,259.95
2015-12-16,264.05
2015-12-17,273.6
2015-12-18,267.3
2015-12-21,274.2
2015-12-22,267.65
2015-12-23,263.4
2015-12-24,259.85
2015-12-28,265.95
2015-12-29,262.4
2015-12-30,257.8
2015-12-31,258.1
