Date,SCI
2015-01-01,60.25
2015-01-02,59.8
2015-01-05,60.0
2015-01-06,58.1
2015-01-07,57.75
2015-01-08,58.9
2015-01-09,57.8
2015-01-12,58.65
2015-01-13,58.8
2015-01-14,59.6
2015-01-15,59.55
2015-01-16,58.75
2015-01-19,59.05
2015-01-20,60.1
2015-01-21,58.3
2015-01-22,58.15
2015-01-23,57.5
2015-01-27,56.75
2015-01-28,56.15
2015-01-29,56.95
2015-01-30,56.25
2015-02-02,56.45
2015-02-03,55.95
2015-02-04,57.1
2015-02-05,55.85
2015-02-06,54.55
2015-02-09,49.0
2015-02-10,50.4
2015-02-11,52.7
2015-02-12,55.8
2015-02-13,53.65
2015-02-16,53.35
2015-02-18,55.65
2015-02-19,56.85
2015-02-20,58.1
2015-02-23,56.95
2015-02-24,56.2
2015-02-25,58.0
2015-02-26,57.25
2015-02-27,59.15
2015-02-28,56.95
2015-03-02,56.35
2015-03-03,56.1
2015-03-04,55.5
2015-03-05,54.55
2015-03-09,52.3
2015-03-10,50.95
2015-03-11,51.15
2015-03-12,51.45
2015-03-13,50.45
2015-03-16,50.15
2015-03-17,50.4
2015-03-18,50.3
2015-03-19,49.75
2015-03-20,48.35
2015-03-23,47.05
2015-03-24,46.1
2015-03-25,45.0
2015-03-26,45.05
2015-03-27,44.9
2015-03-30,46.6
2015-03-31,46.45
2015-04-01,48.05
2015-04-06,49.25
2015-04-07,49.9
2015-04-08,50.5
2015-04-09,51.1
2015-04-10,51.2
2015-04-13,52.0
2015-04-15,50.9
2015-04-16,50.25
2015-04-17,49.8
2015-04-20,48.95
2015-04-21,48.55
2015-04-22,48.45
2015-04-23,49.0
2015-04-24,48.0
2015-04-27,46.75
2015-04-28,46.55
2015-04-29,46.35
2015-04-30,47.0
2015-05-04,48.1
2015-05-05,48.35
2015-05-06,46.6
2015-05-07,45.1
2015-05-08,46.15
2015-05-11,46.6
2015-05-12,45.8
2015-05-13,46.05
2015-05-14,46.25
2015-05-15,50.15
2015-05-18,52.7
2015-05-19,53.5
2015-05-20,56.8
2015-05-21,56.8
2015-05-22,54.4
2015-05-25,52.75
2015-05-26,51.8
2015-05-27,52.25
2015-05-28,51.25
2015-05-29,52.05
2015-06-01,51.5
2015-06-02,51.3
2015-06-03,48.6
2015-06-04,48.25
2015-06-05,48.55
2015-06-08,47.05
2015-06-09,46.95
2015-06-10,47.25
2015-06-11,46.7
2015-06-12,46.55
2015-06-15,46.9
2015-06-16,46.9
2015-06-17,47.3
2015-06-18,48.5
2015-06-19,48.2
2015-06-22,48.75
2015-06-23,49.45
2015-06-24,50.4
2015-06-25,51.85
2015-06-26,51.4
2015-06-29,49.3
2015-06-30,50.1
2015-07-01,50.8
2015-07-02,54.25
2015-07-03,54.0
2015-07-06,54.25
2015-07-07,54.5
2015-07-08,52.9
2015-07-09,53.0
2015-07-10,53.0
2015-07-13,54.6
2015-07-14,55.75
2015-07-15,56.6
2015-07-16,57.9
2015-07-17,57.85
2015-07-20,60.3
2015-07-21,59.3
2015-07-22,61.55
2015-07-23,60.55
2015-07-24,60.95
2015-07-27,58.8
2015-07-28,59.55
2015-07-29,62.35
2015-07-30,63.95
2015-07-31,64.65
2015-08-03,66.05
2015-08-04,69.7
2015-08-05,77.25
2015-08-06,74.85
2015-08-07,77.35
2015-08-10,75.0
2015-08-11,73.45
2015-08-12,71.9
2015-08-13,73.35
2015-08-14,77.3
2015-08-17,75.4
2015-08-18,75.85
2015-08-19,81.85
2015-08-20,78.5
2015-08-21,79.9
2015-08-24,66.7
2015-08-25,69.65
2015-08-26,68.55
2015-08-27,70.55
2015-08-28,69.05
2015-08-31,67.85
2015-09-01,63.6
2015-09-02,65.0
2015-09-03,66.5
2015-09-04,63.45
2015-09-07,63.55
2015-09-08,64.25
2015-09-09,67.35
2015-09-10,65.6
2015-09-11,66.4
2015-09-14,66.85
2015-09-15,63.75
2015-09-16,65.7
2015-09-18,71.25
2015-09-21,78.35
2015-09-22,73.9
2015-09-23,77.75
2015-09-24,76.8
2015-09-28,75.65
2015-09-29,73.7
2015-09-30,75.5
2015-10-01,75.15
2015-10-05,76.6
2015-10-06,76.3
2015-10-07,79.5
2015-10-08,80.05
2015-10-09,77.65
2015-10-12,77.2
2015-10-13,79.2
2015-10-14,82.7
2015-10-15,81.75
2015-10-16,81.85
2015-10-19,83.1
2015-10-20,81.2
2015-10-21,83.7
2015-10-23,82.75
2015-10-26,80.1
2015-10-27,78.35
2015-10-28,77.85
2015-10-29,79.2
2015-10-30,79.1
2015-11-02,82.15
2015-11-03,80.15
2015-11-04,78.55
2015-11-05,75.6
2015-11-06,75.15
2015-11-09,79.3
2015-11-10,76.95
2015-11-11,78.6
2015-11-13,81.3
2015-11-16,80.15
2015-11-17,79.85
2015-11-18,77.15
2015-11-19,79.1
2015-11-20,78.55
2015-11-23,80.95
2015-11-24,81.0
2015-11-26,82.85
2015-11-27,81.5
2015-11-30,82.95
2015-12-01,85.4
2015-12-02,85.4
2015-12-03,82.9
2015-12-04,82.9
2015-12-07,82.45
2015-12-08,86.7
2015-12-09,83.3
2015-12-10,89.5
2015-12-11,89.65
2015-12-14,91.9
2015-12-15,95.5
2015-12-16,96.8
2015-12-17,95.1
2015-12-18,97.55
2015-12-21,99.75
2015-12-22,97.45
2015-12-23,98.75
2015-12-24,96.9
2015-12-28,96.05
2015-12-29,93.95
2015-12-30,95.65
2015-12-31,93.35
