Date,TATAGLOBAL
2015-01-01,150.7
2015-01-02,152.5
2015-01-05,152.95
2015-01-06,148.15
2015-01-07,148.45
2015-01-08,153.7
2015-01-09,155.6
2015-01-12,157.35
2015-01-13,155.25
2015-01-14,154.85
2015-01-15,155.65
2015-01-16,154.3
2015-01-19,156.55
2015-01-20,156.35
2015-01-21,158.0
2015-01-22,158.85
2015-01-23,161.15
2015-01-27,159.4
2015-01-28,158.75
2015-01-29,158.25
2015-01-30,158.7
2015-02-02,163.6
2015-02-03,160.45
2015-02-04,158.55
2015-02-05,154.75
2015-02-06,152.4
2015-02-09,149.55
2015-02-10,151.55
2015-02-11,154.35
2015-02-12,155.2
2015-02-13,157.4
2015-02-16,155.15
2015-02-18,156.85
2015-02-19,157.0
2015-02-20,159.7
2015-02-23,155.95
2015-02-24,155.55
2015-02-25,153.5
2015-02-26,152.55
2015-02-27,156.05
2015-02-28,154.9
2015-03-02,158.35
2015-03-03,163.55
2015-03-04,158.35
2015-03-05,159.3
2015-03-09,159.05
2015-03-10,157.25
2015-03-11,157.85
2015-03-12,160.0
2015-03-13,154.85
2015-03-16,154.75
2015-03-17,156.7
2015-03-18,155.85
2015-03-19,153.85
2015-03-20,149.95
2015-03-23,147.2
2015-03-24,147.95
2015-03-25,149.0
2015-03-26,147.3
2015-03-27,145.75
2015-03-30,149.75
2015-03-31,148.8
2015-04-01,151.1
2015-04-06,151.45
2015-04-07,151.1
2015-04-08,151.6
2015-04-09,152.05
2015-04-10,161.2
2015-04-13,161.5
2015-04-15,158.95
2015-04-16,159.3
2015-04-17,157.55
2015-04-20,153.25
2015-04-21,150.2
2015-04-22,149.65
2015-04-23,150.2
2015-04-24,147.25
2015-04-27,142.15
2015-04-28,141.95
2015-04-29,142.55
2015-04-30,142.1
2015-05-04,143.55
2015-05-05,144.55
2015-05-06,139.8
2015-05-07,137.75
2015-05-08,141.05
2015-05-11,143.35
2015-05-12,142.85
2015-05-13,144.55
2015-05-14,146.3
2015-05-15,147.4
2015-05-18,147.95
2015-05-19,147.55
2015-05-20,145.95
2015-05-21,146.65
2015-05-22,147.95
2015-05-25,147.45
2015-05-26,148.8
2015-05-27,148.7
2015-05-28,144.9
2015-05-29,146.25
2015-06-01,145.15
2015-06-02,140.8
2015-06-03,137.35
2015-06-04,137.75
2015-06-05,138.5
2015-06-08,134.85
2015-06-09,137.55
2015-06-10,136.6
2015-06-11,134.4
2015-06-12,128.15
2015-06-15,129.1
2015-06-16,128.7
2015-06-17,132.35
2015-06-18,132.6
2015-06-19,133.75
2015-06-22,135.0
2015-06-23,133.85
2015-06-24,133.2
2015-06-25,135.7
2015-06-26,133.85
2015-06-29,129.55
2015-06-30,132.2
2015-07-01,135.55
2015-07-02,137.1
2015-07-03,136.1
2015-07-06,135.0
2015-07-07,138.2
2015-07-08,134.9
2015-07-09,133.95
2015-07-10,134.55
2015-07-13,136.8
2015-07-14,137.05
2015-07-15,138.15
2015-07-16,138.0
2015-07-17,139.0
2015-07-20,141.75
2015-07-21,137.5
2015-07-22,139.5
2015-07-23,140.85
2015-07-24,140.8
2015-07-27,137.55
2015-07-28,137.45
2015-07-29,138.65
2015-07-30,137.15
2015-07-31,140.2
2015-08-03,140.85
2015-08-04,143.3
2015-08-05,142.15
2015-08-06,143.75
2015-08-07,141.95
2015-08-10,138.95
2015-08-11,137.7
2015-08-12,133.05
2015-08-13,130.0
2015-08-14,132.1
2015-08-17,131.0
2015-08-18,134.15
2015-08-19,133.8
2015-08-20,132.9
2015-08-21,130.4
2015-08-24,114.85
2015-08-25,117.55
2015-08-26,117.3
2015-08-27,116.35
2015-08-28,118.15
2015-08-31,119.6
2015-09-01,115.2
2015-09-02,118.85
2015-09-03,124.15
2015-09-04,120.2
2015-09-07,120.45
2015-09-08,120.95
2015-09-09,123.65
2015-09-10,123.75
2015-09-11,123.25
2015-09-14,124.05
2015-09-15,125.4
2015-09-16,123.1
2015-09-18,125.45
2015-09-21,125.5
2015-09-22,123.9
2015-09-23,125.0
2015-09-24,124.2
2015-09-28,127.1
2015-09-29,126.6
2015-09-30,127.8
2015-10-01,130.05
2015-10-05,131.85
2015-10-06,130.55
2015-10-07,133.05
2015-10-08,133.35
2015-10-09,134.7
2015-10-12,134.55
2015-10-13,132.3
2015-10-14,134.0
2015-10-15,134.7
2015-10-16,134.0
2015-10-19,134.7
2015-10-20,139.4
2015-10-21,137.55
2015-10-23,137.8
2015-10-26,138.9
2015-10-27,135.8
2015-10-28,135.6
2015-10-29,135.9
2015-10-30,133.45
2015-11-02,132.65
2015-11-03,131.75
2015-11-04,131.75
2015-11-05,128.0
2015-11-06,125.85
2015-11-09,128.8
2015-11-10,125.7
2015-11-11,127.9
2015-11-13,128.0
2015-11-16,128.15
2015-11-17,132.5
2015-11-18,128.75
2015-11-19,130.9
2015-11-20,133.8
2015-11-23,132.95
2015-11-24,134.35
2015-11-26,134.95
2015-11-27,136.95
2015-11-30,137.55
2015-12-01,136.25
2015-12-02,136.2
2015-12-03,134.9
2015-12-04,133.65
2015-12-07,135.35
2015-12-08,135.0
2015-12-09,132.15
2015-12-10,135.3
2015-12-11,133.2
2015-12-14,134.35
2015-12-15,133.85
2015-12-16,136.55
2015-12-17,142.2
2015-12-18,141.9
2015-12-21,142.9
2015-12-22,141.2
2015-12-23,142.0
2015-12-24,144.8
2015-12-28,144.05
2015-12-29,141.9
2015-12-30,146.35
2015-12-31,146.2
