Date,IIFL
2015-01-01,176.35
2015-01-02,176.7
2015-01-05,180.15
2015-01-06,170.95
2015-01-07,166.3
2015-01-08,170.85
2015-01-09,171.95
2015-01-12,169.15
2015-01-13,166.9
2015-01-14,166.35
2015-01-15,173.55
2015-01-16,172.45
2015-01-19,167.5
2015-01-20,171.1
2015-01-21,165.4
2015-01-22,168.7
2015-01-23,171.75
2015-01-27,181.7
2015-01-28,187.5
2015-01-29,181.85
2015-01-30,179.7
2015-02-02,179.4
2015-02-03,180.5
2015-02-04,182.9
2015-02-05,179.5
2015-02-06,175.4
2015-02-09,176.35
2015-02-10,180.25
2015-02-11,183.85
2015-02-12,188.55
2015-02-13,186.6
2015-02-16,189.05
2015-02-18,185.0
2015-02-19,183.7
2015-02-20,183.45
2015-02-23,179.8
2015-02-24,175.9
2015-02-25,177.3
2015-02-26,175.95
2015-02-27,181.55
2015-02-28,173.55
2015-03-02,180.8
2015-03-03,193.55
2015-03-04,181.7
2015-03-05,180.0
2015-03-09,171.75
2015-03-10,174.55
2015-03-11,174.35
2015-03-12,175.25
2015-03-13,172.5
2015-03-16,182.05
2015-03-17,187.6
2015-03-18,188.55
2015-03-19,180.5
2015-03-20,184.05
2015-03-23,180.7
2015-03-24,177.9
2015-03-25,178.1
2015-03-26,173.9
2015-03-27,177.95
2015-03-30,181.15
2015-03-31,178.25
2015-04-01,178.45
2015-04-06,181.7
2015-04-07,179.2
2015-04-08,178.15
2015-04-09,178.1
2015-04-10,177.35
2015-04-13,177.85
2015-04-15,181.4
2015-04-16,177.25
2015-04-17,179.6
2015-04-20,178.2
2015-04-21,177.3
2015-04-22,176.1
2015-04-23,177.8
2015-04-24,176.5
2015-04-27,169.1
2015-04-28,175.85
2015-04-29,174.5
2015-04-30,174.2
2015-05-04,175.25
2015-05-05,176.55
2015-05-06,174.1
2015-05-07,182.65
2015-05-08,185.35
2015-05-11,182.7
2015-05-12,178.8
2015-05-13,176.65
2015-05-14,176.35
2015-05-15,174.75
2015-05-18,176.55
2015-05-19,177.4
2015-05-20,174.4
2015-05-21,175.0
2015-05-22,175.3
2015-05-25,178.05
2015-05-26,177.15
2015-05-27,179.9
2015-05-28,180.2
2015-05-29,187.1
2015-06-01,186.55
2015-06-02,183.05
2015-06-03,174.15
2015-06-04,186.35
2015-06-05,187.5
2015-06-08,180.05
2015-06-09,178.65
2015-06-10,173.95
2015-06-11,176.6
2015-06-12,179.35
2015-06-15,175.95
2015-06-16,175.3
2015-06-17,174.95
2015-06-18,174.9
2015-06-19,173.15
2015-06-22,174.4
2015-06-23,173.05
2015-06-24,174.35
2015-06-25,174.35
2015-06-26,175.4
2015-06-29,168.85
2015-06-30,173.55
2015-07-01,179.5
2015-07-02,176.65
2015-07-03,184.8
2015-07-06,184.8
2015-07-07,186.9
2015-07-08,185.65
2015-07-09,183.15
2015-07-10,185.9
2015-07-13,188.3
2015-07-14,207.1
2015-07-15,207.65
2015-07-16,202.45
2015-07-17,202.95
2015-07-20,202.35
2015-07-21,198.3
2015-07-22,196.4
2015-07-23,196.35
2015-07-24,193.0
2015-07-27,192.85
2015-07-28,192.0
2015-07-29,197.05
2015-07-30,194.8
2015-07-31,196.35
2015-08-03,195.05
2015-08-04,196.15
2015-08-05,195.75
2015-08-06,195.6
2015-08-07,196.25
2015-08-10,194.05
2015-08-11,194.6
2015-08-12,192.25
2015-08-13,194.5
2015-08-14,194.2
2015-08-17,194.55
2015-08-18,192.7
2015-08-19,194.7
2015-08-20,193.85
2015-08-21,192.15
2015-08-24,186.3
2015-08-25,185.6
2015-08-26,184.85
2015-08-27,186.25
2015-08-28,188.55
2015-08-31,189.4
2015-09-01,187.05
2015-09-02,186.95
2015-09-03,188.0
2015-09-04,183.55
2015-09-07,185.2
2015-09-08,184.2
2015-09-09,186.7
2015-09-10,184.9
2015-09-11,185.25
2015-09-14,186.5
2015-09-15,184.0
2015-09-16,186.2
2015-09-18,183.1
2015-09-21,188.6
2015-09-22,187.0
2015-09-23,186.7
2015-09-24,186.5
2015-09-28,187.25
2015-09-29,187.55
2015-09-30,189.5
2015-10-01,188.1
2015-10-05,187.5
2015-10-06,188.9
2015-10-07,188.75
2015-10-08,194.15
2015-10-09,193.75
2015-10-12,192.4
2015-10-13,191.75
2015-10-14,192.7
2015-10-15,193.45
2015-10-16,193.7
2015-10-19,197.9
2015-10-20,200.8
2015-10-21,201.9
2015-10-23,206.6
2015-10-26,198.3
2015-10-27,194.5
2015-10-28,192.45
2015-10-29,192.55
2015-10-30,192.7
2015-11-02,193.4
2015-11-03,192.7
2015-11-04,192.5
2015-11-05,192.15
2015-11-06,192.45
2015-11-09,191.85
2015-11-10,191.9
2015-11-11,191.8
2015-11-13,186.45
2015-11-16,186.05
2015-11-17,187.5
2015-11-18,186.15
2015-11-19,198.45
2015-11-20,199.5
2015-11-23,199.7
2015-11-24,195.35
2015-11-26,193.65
2015-11-27,206.0
2015-11-30,211.0
2015-12-01,212.05
2015-12-02,209.65
2015-12-03,204.25
2015-12-04,194.95
2015-12-07,200.2
2015-12-08,196.75
2015-12-09,194.45
2015-12-10,195.65
2015-12-11,200.85
2015-12-14,205.8
2015-12-15,211.55
2015-12-16,205.55
2015-12-17,204.2
2015-12-18,196.35
2015-12-21,204.35
2015-12-22,202.35
2015-12-23,201.05
2015-12-24,209.55
2015-12-28,210.55
2015-12-29,209.7
2015-12-30,213.4
2015-12-31,212.95
