Date,RUCHIRA
2015-01-01,30.9
2015-01-02,31.15
2015-01-05,32.15
2015-01-06,30.6
2015-01-07,30.55
2015-01-08,30.95
2015-01-09,30.9
2015-01-12,30.95
2015-01-13,30.5
2015-01-14,31.2
2015-01-15,29.9
2015-01-16,30.1
2015-01-19,30.95
2015-01-20,31.5
2015-01-21,34.5
2015-01-22,33.95
2015-01-23,33.6
2015-01-27,34.0
2015-01-28,33.35
2015-01-29,34.9
2015-01-30,34.3
2015-02-02,35.1
2015-02-03,35.4
2015-02-04,38.25
2015-02-05,36.3
2015-02-06,34.9
2015-02-09,34.5
2015-02-10,34.45
2015-02-11,35.4
2015-02-12,33.9
2015-02-13,33.1
2015-02-16,32.05
2015-02-18,34.4
2015-02-19,32.55
2015-02-20,33.15
2015-02-23,33.25
2015-02-24,32.2
2015-02-25,31.6
2015-02-26,30.65
2015-02-27,30.95
2015-02-28,30.85
2015-03-02,31.1
2015-03-03,29.25
2015-03-04,28.2
2015-03-05,28.45
2015-03-09,28.15
2015-03-10,27.55
2015-03-11,26.6
2015-03-12,28.75
2015-03-13,30.25
2015-03-16,29.25
2015-03-17,29.25
2015-03-18,28.2
2015-03-19,27.95
2015-03-20,27.3
2015-03-23,27.6
2015-03-24,27.65
2015-03-25,27.35
2015-03-26,27.2
2015-03-27,26.3
2015-03-30,26.75
2015-03-31,26.25
2015-04-01,27.9
2015-04-06,29.15
2015-04-07,30.8
2015-04-08,30.55
2015-04-09,29.5
2015-04-10,30.05
2015-04-13,30.2
2015-04-15,29.4
2015-04-16,29.15
2015-04-17,29.1
2015-04-20,28.25
2015-04-21,28.6
2015-04-22,28.8
2015-04-23,28.3
2015-04-24,28.2
2015-04-27,26.95
2015-04-28,27.5
2015-04-29,27.1
2015-04-30,27.0
2015-05-04,28.4
2015-05-05,27.7
2015-05-06,26.35
2015-05-07,25.8
2015-05-08,26.55
2015-05-11,26.7
2015-05-12,25.6
2015-05-13,27.75
2015-05-14,27.9
2015-05-15,26.8
2015-05-18,26.6
2015-05-19,27.05
2015-05-20,28.7
2015-05-21,28.8
2015-05-22,28.0
2015-05-25,28.25
2015-05-26,27.5
2015-05-27,27.15
2015-05-28,29.35
2015-05-29,28.45
2015-06-01,28.4
2015-06-02,28.9
2015-06-03,28.35
2015-06-04,28.35
2015-06-05,28.05
2015-06-08,27.25
2015-06-09,27.9
2015-06-10,28.25
2015-06-11,28.5
2015-06-12,27.65
2015-06-15,27.5
2015-06-16,27.95
2015-06-17,27.3
2015-06-18,27.4
2015-06-19,27.6
2015-06-22,28.1
2015-06-23,27.95
2015-06-24,27.85
2015-06-25,28.45
2015-06-26,29.15
2015-06-29,28.9
2015-06-30,29.0
2015-07-01,30.65
2015-07-02,30.4
2015-07-03,30.3
2015-07-06,33.0
2015-07-07,33.0
2015-07-08,31.85
2015-07-09,32.95
2015-07-10,34.4
2015-07-13,34.35
2015-07-14,34.1
2015-07-15,33.3
2015-07-16,33.55
2015-07-17,33.35
2015-07-20,32.95
2015-07-21,32.9
2015-07-22,33.9
2015-07-23,33.0
2015-07-24,33.25
2015-07-27,33.2
2015-07-28,33.15
2015-07-29,33.9
2015-07-30,33.75
2015-07-31,36.45
2015-08-03,37.4
2015-08-04,38.25
2015-08-05,39.2
2015-08-06,41.55
2015-08-07,42.35
2015-08-10,40.85
2015-08-11,37.8
2015-08-12,42.8
2015-08-13,45.2
2015-08-14,44.5
2015-08-17,44.6
2015-08-18,46.05
2015-08-19,48.05
2015-08-20,46.45
2015-08-21,45.5
2015-08-24,40.6
2015-08-25,42.2
2015-08-26,41.35
2015-08-27,42.95
2015-08-28,41.7
2015-08-31,44.0
2015-09-01,41.15
2015-09-02,41.3
2015-09-03,41.85
2015-09-04,41.0
2015-09-07,39.2
2015-09-08,38.7
2015-09-09,40.4
2015-09-10,39.3
2015-09-11,39.4
2015-09-14,39.5
2015-09-15,38.4
2015-09-16,38.85
2015-09-18,39.4
2015-09-21,39.9
2015-09-22,38.55
2015-09-23,38.65
2015-09-24,41.4
2015-09-28,42.95
2015-09-29,44.6
2015-09-30,43.5
2015-10-01,44.35
2015-10-05,44.3
2015-10-06,45.5
2015-10-07,46.6
2015-10-08,45.4
2015-10-09,44.4
2015-10-12,45.1
2015-10-13,44.35
2015-10-14,43.9
2015-10-15,42.7
2015-10-16,44.4
2015-10-19,45.55
2015-10-20,45.0
2015-10-21,45.6
2015-10-23,46.5
2015-10-26,49.4
2015-10-27,49.35
2015-10-28,47.55
2015-10-29,46.25
2015-10-30,46.85
2015-11-02,45.15
2015-11-03,46.4
2015-11-04,47.75
2015-11-05,47.1
2015-11-06,46.45
2015-11-09,47.4
2015-11-10,47.35
2015-11-11,49.0
2015-11-13,46.45
2015-11-16,48.35
2015-11-17,54.55
2015-11-18,55.4
2015-11-19,60.1
2015-11-20,62.8
2015-11-23,64.75
2015-11-24,63.25
2015-11-26,61.75
2015-11-27,59.7
2015-11-30,59.85
2015-12-01,59.35
2015-12-02,59.55
2015-12-03,59.35
2015-12-04,57.55
2015-12-07,56.55
2015-12-08,62.05
2015-12-09,58.1
2015-12-10,58.85
2015-12-11,60.7
2015-12-14,60.55
2015-12-15,61.15
2015-12-16,61.9
2015-12-17,65.0
2015-12-18,63.6
2015-12-21,62.85
2015-12-22,63.35
2015-12-23,62.25
2015-12-24,62.25
2015-12-28,61.8
2015-12-29,64.05
2015-12-30,64.35
2015-12-31,64.35
