Date,ICRA
2015-01-01,3223.35
2015-01-02,3234.2
2015-01-05,3294.6
2015-01-06,3211.25
2015-01-07,3228.35
2015-01-08,3250.95
2015-01-09,3250.65
2015-01-12,3285.1
2015-01-13,3283.4
2015-01-14,3238.65
2015-01-15,3249.95
2015-01-16,3272.45
2015-01-19,3313.6
2015-01-20,3312.1
2015-01-21,3302.65
2015-01-22,3300.3
2015-01-23,3300.6
2015-01-27,3300.0
2015-01-28,3302.1
2015-01-29,3318.35
2015-01-30,3359.85
2015-02-02,3303.65
2015-02-03,3311.75
2015-02-04,3303.35
2015-02-05,3300.2
2015-02-06,3299.95
2015-02-09,3297.5
2015-02-10,3308.05
2015-02-11,3313.9
2015-02-12,3406.15
2015-02-13,3643.95
2015-02-16,3636.35
2015-02-18,3571.6
2015-02-19,3553.8
2015-02-20,3673.1
2015-02-23,3658.95
2015-02-24,3667.05
2015-02-25,3690.85
2015-02-26,3694.8
2015-02-27,3778.15
2015-02-28,3822.65
2015-03-02,3842.95
2015-03-03,3852.3
2015-03-04,3883.9
2015-03-05,3939.9
2015-03-09,3930.1
2015-03-10,3872.15
2015-03-11,3879.7
2015-03-12,3941.65
2015-03-13,3978.35
2015-03-16,3980.05
2015-03-17,3986.65
2015-03-18,4048.45
2015-03-19,3993.95
2015-03-20,3995.4
2015-03-23,3987.0
2015-03-24,4000.75
2015-03-25,3996.05
2015-03-26,3994.5
2015-03-27,3990.2
2015-03-30,4000.4
2015-03-31,4009.2
2015-04-01,4112.35
2015-04-06,4194.75
2015-04-07,4173.45
2015-04-08,4240.0
2015-04-09,4466.6
2015-04-10,4688.65
2015-04-13,4783.3
2015-04-15,4709.8
2015-04-16,4744.35
2015-04-17,4716.85
2015-04-20,4709.85
2015-04-21,4629.05
2015-04-22,4611.75
2015-04-23,4659.55
2015-04-24,4634.7
2015-04-27,4436.8
2015-04-28,4466.9
2015-04-29,4421.55
2015-04-30,4389.3
2015-05-04,4446.25
2015-05-05,4429.45
2015-05-06,4298.35
2015-05-07,4294.95
2015-05-08,4304.05
2015-05-11,4376.05
2015-05-12,4298.2
2015-05-13,4279.2
2015-05-14,4188.7
2015-05-15,4179.45
2015-05-18,4170.6
2015-05-19,4144.0
2015-05-20,4143.5
2015-05-21,4115.8
2015-05-22,4136.6
2015-05-25,4166.05
2015-05-26,4160.8
2015-05-27,4170.6
2015-05-28,4209.15
2015-05-29,4209.6
2015-06-01,4210.8
2015-06-02,4184.5
2015-06-03,4117.25
2015-06-04,4180.55
2015-06-05,4197.0
2015-06-08,4193.25
2015-06-09,4183.7
2015-06-10,4204.65
2015-06-11,4200.8
2015-06-12,4199.5
2015-06-15,4199.5
2015-06-16,4177.4
2015-06-17,4199.2
2015-06-18,4178.8
2015-06-19,4191.35
2015-06-22,4198.7
2015-06-23,4191.8
2015-06-24,4191.75
2015-06-25,4199.75
2015-06-26,4198.8
2015-06-29,4191.7
2015-06-30,4252.4
2015-07-01,4247.6
2015-07-02,4346.15
2015-07-03,4340.45
2015-07-06,4348.3
2015-07-07,4379.95
2015-07-08,4287.1
2015-07-09,4263.65
2015-07-10,4298.5
2015-07-13,4308.65
2015-07-14,4287.2
2015-07-15,4346.1
2015-07-16,4393.65
2015-07-17,4422.55
2015-07-20,4431.8
2015-07-21,4380.95
2015-07-22,4398.0
2015-07-23,4359.3
2015-07-24,4377.85
2015-07-27,4264.7
2015-07-28,4150.25
2015-07-29,4156.8
2015-07-30,4291.0
2015-07-31,4360.0
2015-08-03,4382.95
2015-08-04,4326.65
2015-08-05,4283.85
2015-08-06,4297.85
2015-08-07,4300.8
2015-08-10,4286.85
2015-08-11,4273.1
2015-08-12,4277.45
2015-08-13,4234.7
2015-08-14,4108.15
2015-08-17,4178.45
2015-08-18,4093.25
2015-08-19,4197.1
2015-08-20,4171.5
2015-08-21,4134.4
2015-08-24,3947.95
2015-08-25,3939.7
2015-08-26,3947.65
2015-08-27,3987.45
2015-08-28,3906.5
2015-08-31,3982.15
2015-09-01,3891.35
2015-09-02,3821.2
2015-09-03,3944.85
2015-09-04,3885.55
2015-09-07,3885.85
2015-09-08,3900.8
2015-09-09,3947.7
2015-09-10,3968.05
2015-09-11,4066.25
2015-09-14,4073.0
2015-09-15,4012.45
2015-09-16,4026.4
2015-09-18,4011.5
2015-09-21,3966.55
2015-09-22,4009.65
2015-09-23,4021.55
2015-09-24,4060.95
2015-09-28,4103.7
2015-09-29,4083.75
2015-09-30,4060.5
2015-10-01,3984.1
2015-10-05,4086.5
2015-10-06,4083.45
2015-10-07,4053.8
2015-10-08,3978.6
2015-10-09,4012.15
2015-10-12,3989.15
2015-10-13,3946.3
2015-10-14,3922.45
2015-10-15,3906.35
2015-10-16,3946.3
2015-10-19,3922.75
2015-10-20,3958.75
2015-10-21,3925.55
2015-10-23,3927.0
2015-10-26,3931.35
2015-10-27,3959.15
2015-10-28,3923.2
2015-10-29,3879.2
2015-10-30,3887.7
2015-11-02,3896.9
2015-11-03,3922.65
2015-11-04,3928.0
2015-11-05,3895.05
2015-11-06,3853.0
2015-11-09,3897.35
2015-11-10,3890.5
2015-11-11,3884.4
2015-11-13,3899.3
2015-11-16,3889.3
2015-11-17,3919.55
2015-11-18,3898.75
2015-11-19,3961.7
2015-11-20,3923.25
2015-11-23,3938.8
2015-11-24,3890.85
2015-11-26,4046.7
2015-11-27,4069.95
2015-11-30,4416.95
2015-12-01,4289.15
2015-12-02,4274.0
2015-12-03,4290.6
2015-12-04,4277.85
2015-12-07,4292.85
2015-12-08,4273.8
2015-12-09,4175.3
2015-12-10,4211.4
2015-12-11,4190.7
2015-12-14,4172.45
2015-12-15,4159.55
2015-12-16,4140.7
2015-12-17,4125.75
2015-12-18,4153.25
2015-12-21,4189.4
2015-12-22,4278.1
2015-12-23,4333.85
2015-12-24,4360.15
2015-12-28,4470.6
2015-12-29,4432.35
2015-12-30,4423.15
2015-12-31,4447.6
