Date,MAHSEAMLES
2015-01-01,240.6
2015-01-02,244.45
2015-01-05,249.05
2015-01-06,241.75
2015-01-07,227.85
2015-01-08,222.1
2015-01-09,232.1
2015-01-12,212.95
2015-01-13,220.35
2015-01-14,222.1
2015-01-15,221.25
2015-01-16,221.45
2015-01-19,223.55
2015-01-20,224.45
2015-01-21,222.3
2015-01-22,222.3
2015-01-23,221.85
2015-01-27,218.0
2015-01-28,217.9
2015-01-29,208.65
2015-01-30,206.5
2015-02-02,208.3
2015-02-03,208.5
2015-02-04,214.75
2015-02-05,212.95
2015-02-06,208.7
2015-02-09,204.5
2015-02-10,203.85
2015-02-11,205.95
2015-02-12,209.35
2015-02-13,214.1
2015-02-16,215.35
2015-02-18,215.75
2015-02-19,214.3
2015-02-20,218.6
2015-02-23,213.85
2015-02-24,212.35
2015-02-25,210.5
2015-02-26,209.8
2015-02-27,213.7
2015-02-28,214.35
2015-03-02,210.6
2015-03-03,215.35
2015-03-04,213.45
2015-03-05,212.1
2015-03-09,207.7
2015-03-10,208.75
2015-03-11,209.1
2015-03-12,208.45
2015-03-13,206.05
2015-03-16,203.05
2015-03-17,203.5
2015-03-18,203.35
2015-03-19,201.5
2015-03-20,200.3
2015-03-23,202.9
2015-03-24,200.45
2015-03-25,194.7
2015-03-26,190.85
2015-03-27,190.75
2015-03-30,190.5
2015-03-31,197.15
2015-04-01,209.35
2015-04-06,212.6
2015-04-07,211.8
2015-04-08,210.8
2015-04-09,207.5
2015-04-10,217.15
2015-04-13,212.55
2015-04-15,207.85
2015-04-16,204.35
2015-04-17,201.1
2015-04-20,200.6
2015-04-21,202.0
2015-04-22,197.85
2015-04-23,198.95
2015-04-24,198.6
2015-04-27,195.1
2015-04-28,201.55
2015-04-29,207.1
2015-04-30,211.25
2015-05-04,215.7
2015-05-05,214.2
2015-05-06,204.35
2015-05-07,199.65
2015-05-08,201.05
2015-05-11,205.35
2015-05-12,210.7
2015-05-13,211.15
2015-05-14,212.05
2015-05-15,208.85
2015-05-18,210.5
2015-05-19,211.7
2015-05-20,214.8
2015-05-21,212.9
2015-05-22,210.3
2015-05-25,216.25
2015-05-26,214.05
2015-05-27,203.0
2015-05-28,203.8
2015-05-29,202.05
2015-06-01,200.25
2015-06-02,198.3
2015-06-03,195.35
2015-06-04,196.0
2015-06-05,195.05
2015-06-08,193.3
2015-06-09,190.4
2015-06-10,193.05
2015-06-11,189.35
2015-06-12,188.0
2015-06-15,188.75
2015-06-16,188.6
2015-06-17,191.35
2015-06-18,193.7
2015-06-19,190.15
2015-06-22,196.35
2015-06-23,196.05
2015-06-24,198.2
2015-06-25,198.05
2015-06-26,197.9
2015-06-29,195.35
2015-06-30,193.7
2015-07-01,194.75
2015-07-02,193.75
2015-07-03,191.35
2015-07-06,192.2
2015-07-07,195.0
2015-07-08,190.45
2015-07-09,189.25
2015-07-10,183.9
2015-07-13,182.65
2015-07-14,186.35
2015-07-15,190.25
2015-07-16,188.75
2015-07-17,187.55
2015-07-20,186.05
2015-07-21,183.75
2015-07-22,183.4
2015-07-23,182.05
2015-07-24,181.2
2015-07-27,190.5
2015-07-28,183.6
2015-07-29,186.4
2015-07-30,188.15
2015-07-31,185.8
2015-08-03,201.45
2015-08-04,207.9
2015-08-05,180.15
2015-08-06,174.7
2015-08-07,173.55
2015-08-10,176.25
2015-08-11,174.1
2015-08-12,173.9
2015-08-13,172.35
2015-08-14,171.45
2015-08-17,167.05
2015-08-18,164.1
2015-08-19,163.25
2015-08-20,160.15
2015-08-21,159.15
2015-08-24,151.1
2015-08-25,145.35
2015-08-26,146.55
2015-08-27,155.25
2015-08-28,155.5
2015-08-31,168.1
2015-09-01,160.0
2015-09-02,159.95
2015-09-03,162.3
2015-09-04,158.4
2015-09-07,155.1
2015-09-08,153.4
2015-09-09,157.65
2015-09-10,156.2
2015-09-11,159.3
2015-09-14,157.85
2015-09-15,158.4
2015-09-16,154.0
2015-09-18,150.5
2015-09-21,150.55
2015-09-22,147.15
2015-09-23,148.1
2015-09-24,146.4
2015-09-28,143.1
2015-09-29,142.75
2015-09-30,144.4
2015-10-01,144.75
2015-10-05,145.55
2015-10-06,146.7
2015-10-07,147.6
2015-10-08,150.7
2015-10-09,152.0
2015-10-12,160.35
2015-10-13,158.2
2015-10-14,157.25
2015-10-15,158.1
2015-10-16,160.95
2015-10-19,159.35
2015-10-20,158.55
2015-10-21,159.2
2015-10-23,158.4
2015-10-26,155.05
2015-10-27,154.2
2015-10-28,155.7
2015-10-29,155.7
2015-10-30,152.85
2015-11-02,150.8
2015-11-03,151.5
2015-11-04,152.25
2015-11-05,148.5
2015-11-06,147.75
2015-11-09,150.3
2015-11-10,150.15
2015-11-11,152.05
2015-11-13,150.25
2015-11-16,150.05
2015-11-17,151.9
2015-11-18,150.35
2015-11-19,151.6
2015-11-20,150.05
2015-11-23,151.7
2015-11-24,150.8
2015-11-26,150.1
2015-11-27,150.4
2015-11-30,149.25
2015-12-01,167.9
2015-12-02,165.25
2015-12-03,169.35
2015-12-04,163.8
2015-12-07,163.65
2015-12-08,160.45
2015-12-09,157.7
2015-12-10,157.85
2015-12-11,158.95
2015-12-14,160.95
2015-12-15,159.5
2015-12-16,160.35
2015-12-17,164.7
2015-12-18,162.45
2015-12-21,175.45
2015-12-22,176.15
2015-12-23,178.65
2015-12-24,177.05
2015-12-28,176.6
2015-12-29,176.95
2015-12-30,177.2
2015-12-31,175.2
