Date,TINPLATE
2015-01-01,64.25
2015-01-02,65.0
2015-01-05,64.75
2015-01-06,62.55
2015-01-07,61.95
2015-01-08,62.7
2015-01-09,62.75
2015-01-12,62.9
2015-01-13,61.9
2015-01-14,61.65
2015-01-15,61.7
2015-01-16,62.45
2015-01-19,64.2
2015-01-20,65.85
2015-01-21,66.15
2015-01-22,65.5
2015-01-23,62.5
2015-01-27,61.3
2015-01-28,60.3
2015-01-29,61.05
2015-01-30,60.3
2015-02-02,60.15
2015-02-03,60.4
2015-02-04,60.4
2015-02-05,60.35
2015-02-06,58.6
2015-02-09,57.25
2015-02-10,58.5
2015-02-11,59.8
2015-02-12,61.3
2015-02-13,61.3
2015-02-16,61.9
2015-02-18,60.7
2015-02-19,60.6
2015-02-20,60.15
2015-02-23,62.65
2015-02-24,61.3
2015-02-25,61.8
2015-02-26,61.0
2015-02-27,60.85
2015-02-28,60.3
2015-03-02,59.8
2015-03-03,64.95
2015-03-04,61.7
2015-03-05,62.25
2015-03-09,60.15
2015-03-10,60.85
2015-03-11,60.1
2015-03-12,60.4
2015-03-13,59.2
2015-03-16,58.25
2015-03-17,58.4
2015-03-18,58.0
2015-03-19,61.45
2015-03-20,57.6
2015-03-23,57.2
2015-03-24,56.2
2015-03-25,54.5
2015-03-26,52.45
2015-03-27,52.4
2015-03-30,54.35
2015-03-31,54.3
2015-04-01,57.55
2015-04-06,56.55
2015-04-07,57.4
2015-04-08,64.1
2015-04-09,63.25
2015-04-10,62.6
2015-04-13,63.75
2015-04-15,62.55
2015-04-16,62.3
2015-04-17,61.15
2015-04-20,59.45
2015-04-21,59.7
2015-04-22,60.05
2015-04-23,61.5
2015-04-24,58.4
2015-04-27,57.45
2015-04-28,57.85
2015-04-29,60.2
2015-04-30,58.7
2015-05-04,59.05
2015-05-05,59.9
2015-05-06,57.35
2015-05-07,56.2
2015-05-08,56.5
2015-05-11,57.0
2015-05-12,56.45
2015-05-13,57.0
2015-05-14,56.7
2015-05-15,56.6
2015-05-18,56.85
2015-05-19,57.8
2015-05-20,57.6
2015-05-21,56.75
2015-05-22,61.75
2015-05-25,58.45
2015-05-26,58.45
2015-05-27,57.5
2015-05-28,56.9
2015-05-29,57.0
2015-06-01,56.85
2015-06-02,56.05
2015-06-03,55.2
2015-06-04,54.6
2015-06-05,55.4
2015-06-08,54.45
2015-06-09,54.1
2015-06-10,54.55
2015-06-11,53.7
2015-06-12,53.2
2015-06-15,53.5
2015-06-16,54.05
2015-06-17,54.7
2015-06-18,54.85
2015-06-19,55.6
2015-06-22,56.2
2015-06-23,56.4
2015-06-24,57.1
2015-06-25,57.35
2015-06-26,56.3
2015-06-29,54.6
2015-06-30,54.35
2015-07-01,55.45
2015-07-02,55.55
2015-07-03,57.85
2015-07-06,56.6
2015-07-07,57.15
2015-07-08,55.8
2015-07-09,55.6
2015-07-10,56.0
2015-07-13,56.95
2015-07-14,57.85
2015-07-15,61.5
2015-07-16,61.8
2015-07-17,61.85
2015-07-20,60.25
2015-07-21,68.2
2015-07-22,67.4
2015-07-23,67.8
2015-07-24,68.8
2015-07-27,69.0
2015-07-28,66.6
2015-07-29,66.05
2015-07-30,71.1
2015-07-31,69.8
2015-08-03,70.35
2015-08-04,69.85
2015-08-05,71.45
2015-08-06,70.35
2015-08-07,70.2
2015-08-10,69.35
2015-08-11,67.45
2015-08-12,65.05
2015-08-13,64.05
2015-08-14,64.9
2015-08-17,66.0
2015-08-18,69.35
2015-08-19,68.05
2015-08-20,68.55
2015-08-21,66.4
2015-08-24,58.8
2015-08-25,60.35
2015-08-26,60.5
2015-08-27,63.65
2015-08-28,64.35
2015-08-31,64.25
2015-09-01,61.75
2015-09-02,62.25
2015-09-03,62.95
2015-09-04,61.35
2015-09-07,58.95
2015-09-08,58.55
2015-09-09,60.05
2015-09-10,59.2
2015-09-11,58.85
2015-09-14,59.65
2015-09-15,60.85
2015-09-16,61.95
2015-09-18,61.65
2015-09-21,61.3
2015-09-22,59.6
2015-09-23,59.35
2015-09-24,59.65
2015-09-28,58.95
2015-09-29,59.5
2015-09-30,59.75
2015-10-01,59.3
2015-10-05,61.1
2015-10-06,62.95
2015-10-07,63.75
2015-10-08,63.6
2015-10-09,63.8
2015-10-12,66.0
2015-10-13,65.3
2015-10-14,64.65
2015-10-15,68.55
2015-10-16,70.25
2015-10-19,68.0
2015-10-20,68.15
2015-10-21,66.75
2015-10-23,65.6
2015-10-26,65.2
2015-10-27,64.45
2015-10-28,64.05
2015-10-29,63.5
2015-10-30,63.25
2015-11-02,65.3
2015-11-03,67.5
2015-11-04,69.25
2015-11-05,65.9
2015-11-06,64.8
2015-11-09,66.05
2015-11-10,65.3
2015-11-11,66.4
2015-11-13,65.15
2015-11-16,65.75
2015-11-17,67.1
2015-11-18,66.45
2015-11-19,67.35
2015-11-20,66.3
2015-11-23,66.55
2015-11-24,67.95
2015-11-26,69.3
2015-11-27,69.05
2015-11-30,68.65
2015-12-01,69.05
2015-12-02,68.5
2015-12-03,68.2
2015-12-04,66.35
2015-12-07,66.95
2015-12-08,66.55
2015-12-09,64.45
2015-12-10,67.55
2015-12-11,66.2
2015-12-14,65.95
2015-12-15,65.65
2015-12-16,66.25
2015-12-17,70.6
2015-12-18,73.8
2015-12-21,76.3
2015-12-22,73.95
2015-12-23,74.3
2015-12-24,74.6
2015-12-28,76.1
2015-12-29,73.6
2015-12-30,72.4
2015-12-31,73.2
