Date,RUPA
2015-01-01,229.6
2015-01-02,229.1
2015-01-05,227.0
2015-01-06,229.0
2015-01-07,228.3
2015-01-08,228.7
2015-01-09,234.4
2015-01-12,236.95
2015-01-13,231.5
2015-01-14,231.0
2015-01-15,227.45
2015-01-16,229.6
2015-01-19,231.85
2015-01-20,235.0
2015-01-21,234.9
2015-01-22,230.25
2015-01-23,232.5
2015-01-27,232.7
2015-01-28,231.1
2015-01-29,226.85
2015-01-30,228.6
2015-02-02,225.65
2015-02-03,224.15
2015-02-04,223.95
2015-02-05,223.15
2015-02-06,228.35
2015-02-09,226.7
2015-02-10,223.35
2015-02-11,226.85
2015-02-12,229.35
2015-02-13,223.8
2015-02-16,226.65
2015-02-18,225.8
2015-02-19,228.5
2015-02-20,227.2
2015-02-23,223.05
2015-02-24,222.15
2015-02-25,222.25
2015-02-26,223.0
2015-02-27,220.8
2015-02-28,220.5
2015-03-02,220.1
2015-03-03,219.7
2015-03-04,223.25
2015-03-05,220.9
2015-03-09,220.1
2015-03-10,214.7
2015-03-11,216.5
2015-03-12,222.25
2015-03-13,216.25
2015-03-16,215.0
2015-03-17,211.0
2015-03-18,210.0
2015-03-19,213.6
2015-03-20,208.5
2015-03-23,208.25
2015-03-24,210.0
2015-03-25,210.0
2015-03-26,210.8
2015-03-27,210.0
2015-03-30,214.0
2015-03-31,213.6
2015-04-01,213.4
2015-04-06,214.6
2015-04-07,219.45
2015-04-08,219.8
2015-04-09,215.5
2015-04-10,220.6
2015-04-13,218.85
2015-04-15,217.85
2015-04-16,218.1
2015-04-17,219.45
2015-04-20,216.75
2015-04-21,223.5
2015-04-22,222.55
2015-04-23,219.3
2015-04-24,215.0
2015-04-27,212.7
2015-04-28,206.1
2015-04-29,213.05
2015-04-30,213.45
2015-05-04,214.5
2015-05-05,217.5
2015-05-06,205.5
2015-05-07,205.35
2015-05-08,210.0
2015-05-11,222.8
2015-05-12,215.0
2015-05-13,218.2
2015-05-14,215.4
2015-05-15,222.15
2015-05-18,223.55
2015-05-19,226.0
2015-05-20,222.0
2015-05-21,226.0
2015-05-22,271.2
2015-05-25,325.4
2015-05-26,344.65
2015-05-27,361.15
2015-05-28,397.25
2015-05-29,436.95
2015-06-01,434.4
2015-06-02,412.7
2015-06-03,392.1
2015-06-04,376.15
2015-06-05,370.25
2015-06-08,376.95
2015-06-09,364.5
2015-06-10,346.3
2015-06-11,329.0
2015-06-12,320.7
2015-06-15,307.7
2015-06-16,305.15
2015-06-17,320.4
2015-06-18,336.4
2015-06-19,341.85
2015-06-22,340.95
2015-06-23,323.95
2015-06-24,324.65
2015-06-25,339.1
2015-06-26,342.3
2015-06-29,331.9
2015-06-30,328.6
2015-07-01,345.0
2015-07-02,329.55
2015-07-03,335.5
2015-07-06,369.05
2015-07-07,363.4
2015-07-08,363.45
2015-07-09,354.25
2015-07-10,351.0
2015-07-13,350.1
2015-07-14,348.65
2015-07-15,352.85
2015-07-16,354.95
2015-07-17,359.0
2015-07-20,354.6
2015-07-21,347.8
2015-07-22,348.45
2015-07-23,346.35
2015-07-24,349.25
2015-07-27,341.45
2015-07-28,352.2
2015-07-29,351.55
2015-07-30,356.7
2015-07-31,356.3
2015-08-03,367.6
2015-08-04,383.7
2015-08-05,411.45
2015-08-06,399.55
2015-08-07,360.85
2015-08-10,365.3
2015-08-11,356.85
2015-08-12,335.2
2015-08-13,330.7
2015-08-14,336.75
2015-08-17,328.55
2015-08-18,335.75
2015-08-19,391.35
2015-08-20,368.3
2015-08-21,351.7
2015-08-24,313.5
2015-08-25,325.4
2015-08-26,320.0
2015-08-27,343.15
2015-08-28,341.75
2015-08-31,333.95
2015-09-01,333.2
2015-09-02,320.1
2015-09-03,329.8
2015-09-04,319.25
2015-09-07,313.8
2015-09-08,315.35
2015-09-09,327.7
2015-09-10,325.15
2015-09-11,325.25
2015-09-14,331.1
2015-09-15,327.45
2015-09-16,325.5
2015-09-18,329.1
2015-09-21,325.9
2015-09-22,321.5
2015-09-23,319.5
2015-09-24,318.6
2015-09-28,311.3
2015-09-29,312.3
2015-09-30,313.05
2015-10-01,316.4
2015-10-05,324.25
2015-10-06,321.6
2015-10-07,320.55
2015-10-08,317.55
2015-10-09,316.3
2015-10-12,315.6
2015-10-13,317.95
2015-10-14,313.05
2015-10-15,318.4
2015-10-16,322.15
2015-10-19,334.55
2015-10-20,333.05
2015-10-21,336.55
2015-10-23,335.05
2015-10-26,332.3
2015-10-27,329.05
2015-10-28,321.8
2015-10-29,320.55
2015-10-30,318.15
2015-11-02,316.0
2015-11-03,317.35
2015-11-04,325.7
2015-11-05,332.15
2015-11-06,332.9
2015-11-09,329.9
2015-11-10,332.7
2015-11-11,329.2
2015-11-13,324.2
2015-11-16,325.25
2015-11-17,328.85
2015-11-18,327.2
2015-11-19,330.3
2015-11-20,329.65
2015-11-23,330.0
2015-11-24,326.95
2015-11-26,332.5
2015-11-27,377.95
2015-11-30,353.25
2015-12-01,338.2
2015-12-02,328.0
2015-12-03,327.0
2015-12-04,316.85
2015-12-07,317.1
2015-12-08,309.25
2015-12-09,293.2
2015-12-10,294.5
2015-12-11,293.3
2015-12-14,302.8
2015-12-15,308.75
2015-12-16,314.55
2015-12-17,312.2
2015-12-18,311.2
2015-12-21,308.45
2015-12-22,307.3
2015-12-23,307.45
2015-12-24,306.35
2015-12-28,308.1
2015-12-29,309.9
2015-12-30,310.65
2015-12-31,308.25
