Date,SARLAPOLY
2015-01-01,449.5
2015-01-02,450.35
2015-01-05,446.0
2015-01-06,432.8
2015-01-07,427.6
2015-01-08,430.3
2015-01-09,443.0
2015-01-12,441.1
2015-01-13,440.0
2015-01-14,440.0
2015-01-15,440.1
2015-01-16,447.1
2015-01-19,440.4
2015-01-20,435.0
2015-01-21,422.45
2015-01-22,420.75
2015-01-23,415.5
2015-01-27,418.65
2015-01-28,421.0
2015-01-29,424.3
2015-01-30,423.35
2015-02-02,428.45
2015-02-03,415.7
2015-02-04,411.45
2015-02-05,410.05
2015-02-06,416.5
2015-02-09,418.9
2015-02-10,402.35
2015-02-11,373.0
2015-02-12,380.95
2015-02-13,389.25
2015-02-16,390.45
2015-02-18,389.75
2015-02-19,385.9
2015-02-20,389.05
2015-02-23,386.2
2015-02-24,381.05
2015-02-25,390.0
2015-02-26,373.6
2015-02-27,366.1
2015-02-28,380.0
2015-03-02,360.95
2015-03-03,388.4
2015-03-04,385.25
2015-03-05,385.2
2015-03-09,374.6
2015-03-10,385.0
2015-03-11,387.55
2015-03-12,399.65
2015-03-13,389.95
2015-03-16,389.9
2015-03-17,382.4
2015-03-18,385.55
2015-03-19,381.05
2015-03-20,376.65
2015-03-23,388.05
2015-03-24,379.8
2015-03-25,371.9
2015-03-26,367.2
2015-03-27,365.05
2015-03-30,370.0
2015-03-31,370.0
2015-04-01,377.85
2015-04-06,394.5
2015-04-07,387.55
2015-04-08,420.5
2015-04-09,473.35
2015-04-10,456.95
2015-04-13,469.5
2015-04-15,459.6
2015-04-16,450.45
2015-04-17,456.95
2015-04-20,420.6
2015-04-21,426.2
2015-04-22,423.8
2015-04-23,423.65
2015-04-24,409.95
2015-04-27,404.55
2015-04-28,392.0
2015-04-29,402.0
2015-04-30,417.5
2015-05-04,423.05
2015-05-05,420.9
2015-05-06,417.45
2015-05-07,413.4
2015-05-08,420.65
2015-05-11,413.15
2015-05-12,417.0
2015-05-13,411.05
2015-05-14,417.9
2015-05-15,447.15
2015-05-18,427.0
2015-05-19,434.0
2015-05-20,438.55
2015-05-21,430.05
2015-05-22,428.45
2015-05-25,425.65
2015-05-26,417.0
2015-05-27,420.05
2015-05-28,450.05
2015-05-29,458.7
2015-06-01,445.0
2015-06-02,445.0
2015-06-03,449.1
2015-06-04,431.5
2015-06-05,436.15
2015-06-08,433.05
2015-06-09,431.9
2015-06-10,430.6
2015-06-11,417.25
2015-06-12,428.0
2015-06-15,421.25
2015-06-16,430.0
2015-06-17,429.85
2015-06-18,440.0
2015-06-19,449.2
2015-06-22,437.35
2015-06-23,430.0
2015-06-24,430.15
2015-06-25,436.15
2015-06-26,431.9
2015-06-29,421.7
2015-06-30,430.0
2015-07-01,425.45
2015-07-02,425.0
2015-07-03,429.75
2015-07-06,440.25
2015-07-07,430.65
2015-07-08,429.95
2015-07-09,441.2
2015-07-10,460.0
2015-07-13,498.65
2015-07-14,506.05
2015-07-15,509.7
2015-07-16,522.15
2015-07-17,546.65
2015-07-20,577.2
2015-07-21,579.25
2015-07-22,586.15
2015-07-23,593.4
2015-07-24,606.35
2015-07-27,612.05
2015-07-28,608.55
2015-07-29,615.85
2015-07-30,610.7
2015-07-31,592.1
2015-08-03,573.95
2015-08-04,582.05
2015-08-05,695.4
2015-08-06,655.35
2015-08-07,677.3
2015-08-10,654.3
2015-08-11,639.25
2015-08-12,610.6
2015-08-13,612.25
2015-08-14,614.75
2015-08-17,612.0
2015-08-18,613.1
2015-08-19,640.05
2015-08-20,626.05
2015-08-21,620.15
2015-08-24,559.4
2015-08-25,512.35
2015-08-26,533.75
2015-08-27,581.5
2015-08-28,566.15
2015-08-31,569.3
2015-09-01,537.45
2015-09-02,540.05
2015-09-03,562.0
2015-09-04,529.75
2015-09-07,513.9
2015-09-08,505.95
2015-09-09,518.15
2015-09-10,516.85
2015-09-11,538.0
2015-09-14,538.9
2015-09-15,522.95
2015-09-16,527.05
2015-09-18,537.2
2015-09-21,539.95
2015-09-22,517.5
2015-09-23,517.0
2015-09-24,518.65
2015-09-28,517.95
2015-09-29,505.6
2015-09-30,518.0
2015-10-01,519.35
2015-10-05,515.25
2015-10-06,485.7
2015-10-07,486.25
2015-10-08,489.2
2015-10-09,479.2
2015-10-12,474.95
2015-10-13,480.6
2015-10-14,494.45
2015-10-15,501.7
2015-10-16,506.35
2015-10-19,496.9
2015-10-20,523.55
2015-10-21,534.85
2015-10-23,515.2
2015-10-26,504.6
2015-10-27,518.5
2015-10-28,510.75
2015-10-29,51.3
2015-10-30,52.85
2015-11-02,57.65
2015-11-03,56.65
2015-11-04,55.45
2015-11-05,53.6
2015-11-06,53.35
2015-11-09,54.9
2015-11-10,53.65
2015-11-11,55.3
2015-11-13,55.05
2015-11-16,54.4
2015-11-17,54.55
2015-11-18,53.3
2015-11-19,52.85
2015-11-20,54.05
2015-11-23,55.9
2015-11-24,57.5
2015-11-26,57.1
2015-11-27,57.0
2015-11-30,58.4
2015-12-01,59.55
2015-12-02,64.7
2015-12-03,64.2
2015-12-04,65.7
2015-12-07,68.05
2015-12-08,65.05
2015-12-09,61.4
2015-12-10,62.45
2015-12-11,62.9
2015-12-14,62.85
2015-12-15,73.65
2015-12-16,71.7
2015-12-17,75.0
2015-12-18,74.4
2015-12-21,75.7
2015-12-22,76.3
2015-12-23,78.75
2015-12-24,79.25
2015-12-28,78.75
2015-12-29,76.8
2015-12-30,78.45
2015-12-31,78.15
