Date,ESSARSHPNG
2015-01-01,21.9
2015-01-02,21.75
2015-01-05,21.4
2015-01-06,21.5
2015-01-07,21.3
2015-01-08,21.45
2015-01-09,21.45
2015-01-12,21.55
2015-01-13,22.2
2015-01-14,22.3
2015-01-15,22.0
2015-01-16,21.85
2015-01-19,21.6
2015-01-20,21.95
2015-01-21,21.7
2015-01-22,22.15
2015-01-23,22.45
2015-01-27,22.15
2015-01-28,22.0
2015-01-29,22.0
2015-01-30,21.9
2015-02-02,21.65
2015-02-03,21.75
2015-02-04,22.45
2015-02-05,22.0
2015-02-06,22.1
2015-02-09,21.75
2015-02-10,21.8
2015-02-11,22.15
2015-02-12,22.1
2015-02-13,22.15
2015-02-16,21.0
2015-02-18,21.9
2015-02-19,21.75
2015-02-20,21.4
2015-02-23,21.55
2015-02-24,21.8
2015-02-25,21.9
2015-02-26,22.0
2015-02-27,22.65
2015-02-28,22.55
2015-03-02,22.1
2015-03-03,22.15
2015-03-04,22.2
2015-03-05,22.0
2015-03-09,22.0
2015-03-10,23.05
2015-03-11,22.4
2015-03-12,22.5
2015-03-13,21.3
2015-03-16,21.0
2015-03-17,21.05
2015-03-18,21.15
2015-03-19,21.75
2015-03-20,21.6
2015-03-23,22.35
2015-03-24,21.55
2015-03-25,21.85
2015-03-26,21.4
2015-03-27,21.9
2015-03-30,21.75
2015-03-31,21.95
2015-04-01,21.7
2015-04-06,21.8
2015-04-07,21.9
2015-04-08,21.85
2015-04-09,22.0
2015-04-10,21.8
2015-04-13,21.95
2015-04-15,22.0
2015-04-16,21.85
2015-04-17,21.8
2015-04-20,21.95
2015-04-21,21.6
2015-04-22,21.55
2015-04-23,21.5
2015-04-24,20.95
2015-04-27,20.55
2015-04-28,20.5
2015-04-29,20.55
2015-04-30,20.6
2015-05-04,20.6
2015-05-05,20.65
2015-05-06,20.25
2015-05-07,20.05
2015-05-08,20.5
2015-05-11,20.55
2015-05-12,20.65
2015-05-13,20.6
2015-05-14,20.5
2015-05-15,20.7
2015-05-18,20.5
2015-05-19,20.45
2015-05-20,20.7
2015-05-21,21.25
2015-05-22,20.75
2015-05-25,20.4
2015-05-26,20.5
2015-05-27,20.55
2015-05-28,20.45
2015-05-29,20.45
2015-06-01,20.25
2015-06-02,20.0
2015-06-03,19.7
2015-06-04,19.7
2015-06-05,20.0
2015-06-08,19.7
2015-06-09,19.35
2015-06-10,19.35
2015-06-11,19.9
2015-06-12,21.0
2015-06-15,20.6
2015-06-16,19.6
2015-06-17,19.55
2015-06-18,19.85
2015-06-19,19.8
2015-06-22,19.6
2015-06-23,19.85
2015-06-24,19.3
2015-06-25,19.25
2015-06-26,19.3
2015-06-29,19.3
2015-06-30,19.3
2015-07-01,19.25
2015-07-02,19.6
2015-07-03,19.8
2015-07-06,20.0
2015-07-07,20.8
2015-07-08,20.55
2015-07-09,19.85
2015-07-10,19.75
2015-07-13,20.2
2015-07-14,20.5
2015-07-15,20.7
2015-07-16,20.7
2015-07-17,21.0
2015-07-20,20.65
2015-07-21,21.1
2015-07-22,20.7
2015-07-23,20.95
2015-07-24,20.75
2015-07-27,21.0
2015-07-28,21.0
2015-07-29,21.05
2015-07-30,21.05
2015-07-31,21.1
2015-08-03,21.15
2015-08-04,21.35
2015-08-05,21.4
2015-08-06,21.45
2015-08-07,21.4
2015-08-10,21.55
2015-08-11,21.05
2015-08-12,20.15
2015-08-13,20.3
2015-08-14,20.25
2015-08-17,20.9
2015-08-18,20.6
2015-08-19,20.6
2015-08-20,20.15
2015-08-21,20.2
2015-08-24,19.15
2015-08-25,18.05
2015-08-26,18.5
2015-08-27,18.4
2015-08-28,18.75
2015-08-31,18.5
2015-09-01,18.85
2015-09-02,19.0
2015-09-03,18.9
2015-09-04,18.6
2015-09-07,18.2
2015-09-08,18.15
2015-09-09,18.3
2015-09-10,18.3
2015-09-11,18.25
2015-09-14,18.4
2015-09-15,18.35
2015-09-16,18.5
2015-09-18,18.65
2015-09-21,18.75
2015-09-22,18.2
2015-09-23,18.05
2015-09-24,18.3
2015-09-28,18.2
2015-09-29,18.15
2015-09-30,18.25
2015-10-01,18.3
2015-10-05,18.15
2015-10-06,18.45
2015-10-07,18.7
2015-10-08,18.85
2015-10-09,19.0
2015-10-12,18.75
2015-10-13,18.85
2015-10-14,19.25
2015-10-15,19.45
2015-10-16,20.45
2015-10-19,20.25
2015-10-20,20.35
2015-10-21,21.1
2015-10-23,21.5
2015-10-26,20.45
2015-10-27,22.8
2015-10-28,21.6
2015-10-29,22.05
2015-10-30,21.7
2015-11-02,21.7
2015-11-03,21.05
2015-11-04,20.55
2015-11-05,20.6
2015-11-06,20.25
2015-11-09,20.15
2015-11-10,20.0
2015-11-11,20.15
2015-11-13,20.15
2015-11-16,21.6
2015-11-17,21.2
2015-11-18,21.5
2015-11-19,21.35
2015-11-20,21.7
2015-11-23,21.5
2015-11-24,21.4
2015-11-26,22.05
2015-11-27,22.0
2015-11-30,21.95
2015-12-01,21.7
2015-12-02,21.65
2015-12-03,21.55
2015-12-04,21.3
2015-12-07,21.2
2015-12-08,20.85
2015-12-09,20.3
2015-12-10,21.4
2015-12-11,20.95
2015-12-14,20.6
2015-12-15,20.95
2015-12-16,20.8
2015-12-17,21.1
2015-12-18,21.05
2015-12-21,21.55
2015-12-22,22.35
2015-12-23,23.95
2015-12-24,24.2
2015-12-28,23.95
2015-12-29,23.75
2015-12-30,23.85
2015-12-31,23.9
