Date,MAHSCOOTER
2015-01-01,995.65
2015-01-02,995.05
2015-01-05,1020.65
2015-01-06,995.45
2015-01-07,999.45
2015-01-08,999.8
2015-01-09,988.55
2015-01-12,1000.8
2015-01-13,1000.15
2015-01-14,1018.0
2015-01-15,1030.8
2015-01-16,995.0
2015-01-19,982.3
2015-01-20,990.0
2015-01-21,971.3
2015-01-22,973.85
2015-01-23,974.4
2015-01-27,976.5
2015-01-28,1018.55
2015-01-29,1000.3
2015-01-30,993.1
2015-02-02,985.4
2015-02-03,985.45
2015-02-04,955.1
2015-02-05,925.85
2015-02-06,908.65
2015-02-09,903.4
2015-02-10,876.2
2015-02-11,860.5
2015-02-12,865.85
2015-02-13,859.2
2015-02-16,855.4
2015-02-18,855.0
2015-02-19,846.1
2015-02-20,854.1
2015-02-23,839.4
2015-02-24,827.75
2015-02-25,819.95
2015-02-26,826.6
2015-02-27,810.45
2015-02-28,803.95
2015-03-02,860.55
2015-03-03,834.85
2015-03-04,834.35
2015-03-05,841.3
2015-03-09,825.25
2015-03-10,839.1
2015-03-11,850.25
2015-03-12,855.45
2015-03-13,863.6
2015-03-16,898.95
2015-03-17,930.55
2015-03-18,942.05
2015-03-19,893.1
2015-03-20,889.45
2015-03-23,881.45
2015-03-24,861.1
2015-03-25,878.7
2015-03-26,858.55
2015-03-27,866.1
2015-03-30,887.55
2015-03-31,880.95
2015-04-01,877.95
2015-04-06,868.7
2015-04-07,885.95
2015-04-08,897.0
2015-04-09,878.2
2015-04-10,879.05
2015-04-13,885.0
2015-04-15,884.65
2015-04-16,897.75
2015-04-17,897.8
2015-04-20,881.75
2015-04-21,884.4
2015-04-22,890.0
2015-04-23,884.95
2015-04-24,842.1
2015-04-27,842.65
2015-04-28,849.3
2015-04-29,862.8
2015-04-30,857.85
2015-05-04,894.5
2015-05-05,889.25
2015-05-06,878.55
2015-05-07,868.7
2015-05-08,868.5
2015-05-11,918.75
2015-05-12,923.95
2015-05-13,918.9
2015-05-14,930.55
2015-05-15,936.7
2015-05-18,964.0
2015-05-19,1012.55
2015-05-20,1034.15
2015-05-21,1036.9
2015-05-22,1022.4
2015-05-25,1018.6
2015-05-26,1006.85
2015-05-27,1006.85
2015-05-28,1008.5
2015-05-29,996.3
2015-06-01,1006.65
2015-06-02,994.9
2015-06-03,995.8
2015-06-04,993.85
2015-06-05,996.7
2015-06-08,995.45
2015-06-09,992.9
2015-06-10,994.5
2015-06-11,987.25
2015-06-12,983.95
2015-06-15,1013.5
2015-06-16,1028.25
2015-06-17,1047.1
2015-06-18,1071.8
2015-06-19,1056.0
2015-06-22,1106.15
2015-06-23,1120.95
2015-06-24,1109.95
2015-06-25,1123.25
2015-06-26,1118.3
2015-06-29,1111.35
2015-06-30,1107.35
2015-07-01,1114.5
2015-07-02,1122.3
2015-07-03,1149.85
2015-07-06,1145.15
2015-07-07,1172.05
2015-07-08,1187.3
2015-07-09,1169.8
2015-07-10,1172.5
2015-07-13,1157.6
2015-07-14,1120.2
2015-07-15,1153.7
2015-07-16,1155.8
2015-07-17,1162.95
2015-07-20,1150.05
2015-07-21,1135.5
2015-07-22,1151.4
2015-07-23,1140.05
2015-07-24,1123.45
2015-07-27,1096.45
2015-07-28,1112.2
2015-07-29,1133.35
2015-07-30,1122.9
2015-07-31,1119.55
2015-08-03,1130.25
2015-08-04,1142.45
2015-08-05,1144.15
2015-08-06,1126.3
2015-08-07,1149.0
