Date,JAYBARMARU
2015-01-01,158.25
2015-01-02,156.9
2015-01-05,159.5
2015-01-06,152.85
2015-01-07,151.5
2015-01-08,156.9
2015-01-09,160.65
2015-01-12,164.6
2015-01-13,171.25
2015-01-14,170.45
2015-01-15,145.7
2015-01-16,144.9
2015-01-19,143.05
2015-01-20,141.9
2015-01-21,140.8
2015-01-22,138.45
2015-01-23,145.35
2015-01-27,148.3
2015-01-28,148.7
2015-01-29,145.85
2015-01-30,143.7
2015-02-02,144.7
2015-02-03,144.45
2015-02-04,140.55
2015-02-05,143.8
2015-02-06,137.25
2015-02-09,131.15
2015-02-10,135.05
2015-02-11,139.9
2015-02-12,141.7
2015-02-13,142.15
2015-02-16,145.25
2015-02-18,144.35
2015-02-19,140.95
2015-02-20,141.95
2015-02-23,140.4
2015-02-24,139.7
2015-02-25,137.85
2015-02-26,135.55
2015-02-27,140.35
2015-02-28,136.3
2015-03-02,146.25
2015-03-03,145.3
2015-03-04,140.6
2015-03-05,140.05
2015-03-09,137.25
2015-03-10,136.6
2015-03-11,139.1
2015-03-12,137.45
2015-03-13,137.7
2015-03-16,141.6
2015-03-17,140.7
2015-03-18,139.85
2015-03-19,141.45
2015-03-20,138.85
2015-03-23,132.7
2015-03-24,134.4
2015-03-25,130.4
2015-03-26,131.4
2015-03-27,126.65
2015-03-30,132.7
2015-03-31,135.3
2015-04-01,137.7
2015-04-06,148.6
2015-04-07,149.4
2015-04-08,147.9
2015-04-09,150.15
2015-04-10,153.0
2015-04-13,160.65
2015-04-15,158.75
2015-04-16,153.6
2015-04-17,152.05
2015-04-20,150.95
2015-04-21,148.55
2015-04-22,145.1
2015-04-23,141.65
2015-04-24,139.5
2015-04-27,139.9
2015-04-28,142.45
2015-04-29,147.7
2015-04-30,147.6
2015-05-04,146.85
2015-05-05,145.3
2015-05-06,142.35
2015-05-07,136.5
2015-05-08,137.7
2015-05-11,139.7
2015-05-12,134.2
2015-05-13,136.0
2015-05-14,138.45
2015-05-15,137.95
2015-05-18,139.15
2015-05-19,137.1
2015-05-20,140.55
2015-05-21,138.8
2015-05-22,135.65
2015-05-25,134.1
2015-05-26,133.9
2015-05-27,133.95
2015-05-28,133.65
2015-05-29,133.25
2015-06-01,132.6
2015-06-02,132.0
2015-06-03,129.95
2015-06-04,131.05
2015-06-05,133.85
2015-06-08,131.75
2015-06-09,128.25
2015-06-10,131.0
2015-06-11,128.95
2015-06-12,131.0
2015-06-15,131.6
2015-06-16,129.75
2015-06-17,130.55
2015-06-18,131.6
2015-06-19,132.45
2015-06-22,134.25
2015-06-23,136.6
2015-06-24,136.7
2015-06-25,136.75
2015-06-26,135.0
2015-06-29,137.8
2015-06-30,138.05
2015-07-01,138.2
2015-07-02,140.3
2015-07-03,145.0
2015-07-06,150.25
2015-07-07,149.1
2015-07-08,142.85
2015-07-09,144.05
2015-07-10,144.85
2015-07-13,149.2
2015-07-14,146.8
2015-07-15,147.6
2015-07-16,147.2
2015-07-17,148.45
2015-07-20,146.4
2015-07-21,146.6
2015-07-22,147.85
2015-07-23,147.1
2015-07-24,146.9
2015-07-27,142.25
2015-07-28,148.0
2015-07-29,145.3
2015-07-30,148.9
2015-07-31,151.95
2015-08-03,162.8
2015-08-04,161.4
2015-08-05,162.2
2015-08-06,157.95
2015-08-07,157.8
2015-08-10,158.0
2015-08-11,152.35
2015-08-12,148.3
2015-08-13,145.65
2015-08-14,147.8
2015-08-17,150.2
2015-08-18,149.9
2015-08-19,147.25
2015-08-20,144.05
2015-08-21,142.9
2015-08-24,130.35
2015-08-25,133.45
2015-08-26,137.95
2015-08-27,136.65
2015-08-28,138.65
2015-08-31,140.35
2015-09-01,137.6
2015-09-02,132.95
2015-09-03,137.6
2015-09-04,133.15
2015-09-07,131.55
2015-09-08,135.75
2015-09-09,139.0
2015-09-10,135.15
2015-09-11,134.15
2015-09-14,134.0
2015-09-15,133.95
2015-09-16,135.1
2015-09-18,138.65
2015-09-21,138.4
2015-09-22,138.0
2015-09-23,138.05
2015-09-24,137.1
2015-09-28,136.9
2015-09-29,135.0
2015-09-30,135.75
2015-10-01,137.25
2015-10-05,137.9
2015-10-06,139.7
2015-10-07,144.6
2015-10-08,148.95
2015-10-09,147.55
2015-10-12,145.1
2015-10-13,145.75
2015-10-14,143.5
2015-10-15,142.95
2015-10-16,136.95
2015-10-19,132.15
2015-10-20,135.35
2015-10-21,135.1
2015-10-23,133.45
2015-10-26,129.7
2015-10-27,129.95
2015-10-28,130.7
2015-10-29,133.7
2015-10-30,132.95
2015-11-02,133.2
2015-11-03,132.0
2015-11-04,134.45
2015-11-05,132.75
2015-11-06,132.45
2015-11-09,133.65
2015-11-10,131.05
2015-11-11,132.9
2015-11-13,132.55
2015-11-16,131.6
2015-11-17,132.95
2015-11-18,135.6
2015-11-19,133.95
2015-11-20,135.65
2015-11-23,140.3
2015-11-24,143.25
2015-11-26,146.7
2015-11-27,148.45
2015-11-30,146.8
2015-12-01,146.1
2015-12-02,148.55
2015-12-03,147.5
2015-12-04,145.1
2015-12-07,147.45
2015-12-08,144.8
2015-12-09,140.7
2015-12-10,139.85
2015-12-11,139.1
2015-12-14,140.9
2015-12-15,139.45
2015-12-16,143.65
2015-12-17,142.75
2015-12-18,142.6
2015-12-21,144.9
2015-12-22,146.7
2015-12-23,145.25
2015-12-24,146.35
2015-12-28,145.35
2015-12-29,146.6
2015-12-30,149.8
2015-12-31,149.3
