Date,OCL
2015-01-01,436.15
2015-01-02,438.15
2015-01-05,452.1
2015-01-06,431.85
2015-01-07,448.2
2015-01-08,491.5
2015-01-09,490.85
2015-01-12,497.2
2015-01-13,503.9
2015-01-14,500.5
2015-01-15,500.95
2015-01-16,488.45
2015-01-19,507.45
2015-01-20,514.4
2015-01-21,511.45
2015-01-22,509.4
2015-01-23,511.15
2015-01-27,543.95
2015-01-28,515.15
2015-01-29,523.85
2015-01-30,530.35
2015-02-02,531.55
2015-02-03,525.95
2015-02-04,530.9
2015-02-05,537.6
2015-02-06,552.55
2015-02-09,551.0
2015-02-10,574.65
2015-02-11,581.25
2015-02-12,585.15
2015-02-13,572.25
2015-02-16,558.2
2015-02-18,577.2
2015-02-19,573.2
2015-02-20,578.95
2015-02-23,575.9
2015-02-24,589.75
2015-02-25,519.45
2015-02-26,499.8
2015-02-27,486.5
2015-02-28,481.1
2015-03-02,487.9
2015-03-03,474.8
2015-03-04,450.45
2015-03-05,450.6
2015-03-09,445.3
2015-03-10,439.55
2015-03-11,440.05
2015-03-12,445.85
2015-03-13,435.25
2015-03-16,435.55
2015-03-17,432.95
2015-03-18,445.45
2015-03-19,450.2
2015-03-20,450.35
2015-03-23,450.05
2015-03-24,450.1
2015-03-25,426.55
2015-03-26,425.75
2015-03-27,416.15
2015-03-30,426.95
2015-03-31,449.75
2015-04-01,452.95
2015-04-06,451.2
2015-04-07,449.0
2015-04-08,451.3
2015-04-09,452.3
2015-04-10,455.75
2015-04-13,449.6
2015-04-15,439.2
2015-04-16,428.6
2015-04-17,427.05
2015-04-20,415.8
2015-04-21,417.7
2015-04-22,406.75
2015-04-23,409.85
2015-04-24,399.45
2015-04-27,383.0
2015-04-28,409.8
2015-04-29,406.0
2015-04-30,402.55
2015-05-04,410.0
2015-05-05,416.05
2015-05-06,403.75
2015-05-07,400.55
2015-05-08,406.2
2015-05-11,435.05
2015-05-12,440.2
2015-05-13,433.8
2015-05-14,444.8
2015-05-15,452.85
2015-05-18,458.3
2015-05-19,460.7
2015-05-20,467.3
2015-05-21,472.35
2015-05-22,489.15
2015-05-25,494.0
2015-05-26,491.7
2015-05-27,508.2
2015-05-28,504.55
2015-05-29,508.5
2015-06-01,505.35
2015-06-02,506.0
2015-06-03,501.1
2015-06-04,506.8
2015-06-05,512.55
2015-06-08,497.0
2015-06-09,478.2
2015-06-10,498.95
2015-06-11,494.25
2015-06-12,483.6
2015-06-15,481.0
2015-06-16,481.05
2015-06-17,483.95
2015-06-18,496.05
2015-06-19,495.15
2015-06-22,491.1
2015-06-23,505.05
2015-06-24,500.35
2015-06-25,503.35
2015-06-26,500.55
2015-06-29,495.0
2015-06-30,498.25
2015-07-01,495.2
2015-07-02,487.35
2015-07-03,488.95
2015-07-06,501.55
2015-07-07,495.0
2015-07-08,499.4
2015-07-09,497.1
2015-07-10,510.65
2015-07-13,513.0
2015-07-14,510.85
2015-07-15,509.35
2015-07-16,512.5
2015-07-17,510.5
2015-07-20,514.5
2015-07-21,509.25
2015-07-22,505.1
2015-07-23,510.8
2015-07-24,513.8
2015-07-27,510.35
2015-07-28,516.75
2015-07-29,521.55
2015-07-30,536.75
2015-07-31,528.4
2015-08-03,534.3
2015-08-04,529.9
2015-08-05,531.05
2015-08-06,530.65
2015-08-07,531.0
2015-08-10,529.5
2015-08-11,530.0
2015-08-12,529.15
2015-08-13,534.8
2015-08-14,543.1
2015-08-17,536.95
2015-08-18,526.5
2015-08-19,530.0
2015-08-20,539.75
2015-08-21,538.65
2015-08-24,500.05
2015-08-25,505.0
2015-08-26,503.5
2015-08-27,509.95
2015-08-28,505.0
2015-08-31,500.85
2015-09-01,501.85
2015-09-02,500.05
2015-09-03,506.35
2015-09-04,500.0
2015-09-07,504.3
2015-09-08,509.45
2015-09-09,508.95
2015-09-10,505.45
2015-09-11,510.0
2015-09-14,503.75
2015-09-15,499.65
2015-09-16,510.0
2015-09-18,504.65
2015-09-21,512.2
2015-09-22,500.0
2015-09-23,510.1
2015-09-24,511.5
2015-09-28,505.1
2015-09-29,501.4
2015-09-30,495.35
2015-10-01,501.0
2015-10-05,500.8
2015-10-06,505.2
2015-10-07,509.9
2015-10-08,515.3
2015-10-09,500.6
2015-10-12,500.6
2015-10-13,496.05
2015-10-14,513.95
2015-10-15,510.85
2015-10-16,511.1
2015-10-19,506.0
2015-10-20,510.0
2015-10-21,511.7
2015-10-23,510.0
2015-10-26,502.65
2015-10-27,502.0
2015-10-28,495.2
2015-10-29,501.8
2015-10-30,505.6
2015-11-02,506.0
2015-11-03,500.55
2015-11-04,490.25
2015-11-05,505.0
2015-11-06,493.45
2015-11-09,493.8
2015-11-10,499.35
2015-11-11,501.6
2015-11-13,487.8
2015-11-16,489.75
2015-11-17,491.75
2015-11-18,494.9
2015-11-19,500.15
2015-11-20,502.25
2015-11-23,486.35
2015-11-24,501.8
2015-11-26,492.6
2015-11-27,498.25
2015-11-30,494.8
2015-12-01,494.1
2015-12-02,498.3
2015-12-03,492.8
2015-12-04,482.1
2015-12-07,485.65
2015-12-08,480.45
2015-12-09,470.2
2015-12-10,466.6
2015-12-11,471.55
2015-12-14,462.2
2015-12-15,462.5
2015-12-16,469.95
2015-12-17,472.6
2015-12-18,490.1
2015-12-21,476.55
2015-12-22,470.8
2015-12-23,464.55
2015-12-24,466.5
2015-12-28,491.2
2015-12-29,481.65
2015-12-30,489.3
2015-12-31,488.9
