Date,WSTCSTPAPR
2015-01-01,56.4
2015-01-02,57.35
2015-01-05,57.8
2015-01-06,55.85
2015-01-07,55.3
2015-01-08,55.65
2015-01-09,55.15
2015-01-12,55.9
2015-01-13,55.2
2015-01-14,58.6
2015-01-15,57.45
2015-01-16,56.65
2015-01-19,57.25
2015-01-20,57.05
2015-01-21,60.95
2015-01-22,59.25
2015-01-23,59.05
2015-01-27,59.65
2015-01-28,59.4
2015-01-29,59.65
2015-01-30,59.3
2015-02-02,59.9
2015-02-03,59.85
2015-02-04,60.4
2015-02-05,58.45
2015-02-06,57.6
2015-02-09,57.8
2015-02-10,58.25
2015-02-11,57.5
2015-02-12,59.35
2015-02-13,59.1
2015-02-16,60.75
2015-02-18,60.35
2015-02-19,60.15
2015-02-20,60.7
2015-02-23,60.05
2015-02-24,59.15
2015-02-25,57.75
2015-02-26,56.55
2015-02-27,57.05
2015-02-28,56.55
2015-03-02,57.4
2015-03-03,56.55
2015-03-04,55.05
2015-03-05,54.6
2015-03-09,53.7
2015-03-10,52.7
2015-03-11,52.55
2015-03-12,55.4
2015-03-13,53.75
2015-03-16,52.0
2015-03-17,53.25
2015-03-18,53.55
2015-03-19,52.65
2015-03-20,51.55
2015-03-23,50.7
2015-03-24,50.85
2015-03-25,50.0
2015-03-26,48.95
2015-03-27,49.05
2015-03-30,49.75
2015-03-31,48.4
2015-04-01,52.25
2015-04-06,52.65
2015-04-07,53.4
2015-04-08,53.2
2015-04-09,53.05
2015-04-10,53.8
2015-04-13,54.4
2015-04-15,53.65
2015-04-16,53.15
2015-04-17,53.5
2015-04-20,53.15
2015-04-21,53.15
2015-04-22,53.8
2015-04-23,53.75
2015-04-24,52.85
2015-04-27,52.8
2015-04-28,52.8
2015-04-29,51.1
2015-04-30,50.5
2015-05-04,52.45
2015-05-05,52.3
2015-05-06,51.35
2015-05-07,50.6
2015-05-08,51.1
2015-05-11,51.35
2015-05-12,50.55
2015-05-13,51.3
2015-05-14,50.95
2015-05-15,52.75
2015-05-18,54.65
2015-05-19,54.2
2015-05-20,55.0
2015-05-21,58.75
2015-05-22,58.0
2015-05-25,59.1
2015-05-26,59.0
2015-05-27,56.3
2015-05-28,56.45
2015-05-29,56.6
2015-06-01,56.4
2015-06-02,55.4
2015-06-03,53.65
2015-06-04,55.55
2015-06-05,56.25
2015-06-08,55.7
2015-06-09,55.35
2015-06-10,56.05
2015-06-11,55.9
2015-06-12,55.4
2015-06-15,55.55
2015-06-16,54.6
2015-06-17,53.15
2015-06-18,54.3
2015-06-19,53.15
2015-06-22,52.7
2015-06-23,54.05
2015-06-24,55.2
2015-06-25,53.95
2015-06-26,54.2
2015-06-29,53.6
2015-06-30,53.8
2015-07-01,55.55
2015-07-02,54.8
2015-07-03,54.6
2015-07-06,54.7
2015-07-07,54.6
2015-07-08,54.45
2015-07-09,57.85
2015-07-10,58.45
2015-07-13,60.7
2015-07-14,59.65
2015-07-15,62.65
2015-07-16,64.05
2015-07-17,62.1
2015-07-20,62.05
2015-07-21,62.0
2015-07-22,64.9
2015-07-23,68.7
2015-07-24,68.8
2015-07-27,69.05
2015-07-28,68.45
2015-07-29,69.45
2015-07-30,75.95
2015-07-31,75.15
2015-08-03,73.95
2015-08-04,76.15
2015-08-05,75.3
2015-08-06,73.6
2015-08-07,74.4
2015-08-10,75.95
2015-08-11,74.8
2015-08-12,71.35
2015-08-13,67.7
2015-08-14,69.9
2015-08-17,71.75
2015-08-18,70.7
2015-08-19,74.0
2015-08-20,68.4
2015-08-21,72.25
2015-08-24,63.25
2015-08-25,62.6
2015-08-26,63.9
2015-08-27,66.75
2015-08-28,63.5
2015-08-31,62.8
2015-09-01,61.6
2015-09-02,61.85
2015-09-03,62.45
2015-09-04,58.65
2015-09-07,56.8
2015-09-08,56.75
2015-09-09,56.95
2015-09-10,57.55
2015-09-11,57.65
2015-09-14,58.0
2015-09-15,58.9
2015-09-16,59.1
2015-09-18,58.15
2015-09-21,60.75
2015-09-22,59.85
2015-09-23,60.85
2015-09-24,59.75
2015-09-28,59.55
2015-09-29,60.3
2015-09-30,60.05
2015-10-01,62.4
2015-10-05,62.9
2015-10-06,64.5
2015-10-07,65.35
2015-10-08,63.35
2015-10-09,64.1
2015-10-12,63.6
2015-10-13,62.95
2015-10-14,63.8
2015-10-15,65.9
2015-10-16,65.6
2015-10-19,65.3
2015-10-20,66.6
2015-10-21,66.25
2015-10-23,64.95
2015-10-26,62.8
2015-10-27,62.05
2015-10-28,62.45
2015-10-29,63.65
2015-10-30,61.3
2015-11-02,63.55
2015-11-03,63.4
2015-11-04,67.05
2015-11-05,66.3
2015-11-06,66.25
2015-11-09,67.05
2015-11-10,67.05
2015-11-11,68.15
2015-11-13,67.95
2015-11-16,63.8
2015-11-17,62.2
2015-11-18,59.85
2015-11-19,59.75
2015-11-20,63.25
2015-11-23,62.75
2015-11-24,63.9
2015-11-26,64.3
2015-11-27,63.85
2015-11-30,64.05
2015-12-01,67.35
2015-12-02,71.05
2015-12-03,70.35
2015-12-04,67.45
2015-12-07,65.75
2015-12-08,64.2
2015-12-09,62.2
2015-12-10,63.55
2015-12-11,62.7
2015-12-14,63.55
2015-12-15,64.0
2015-12-16,66.2
2015-12-17,65.05
2015-12-18,65.05
2015-12-21,66.85
2015-12-22,68.05
2015-12-23,69.05
2015-12-24,69.1
2015-12-28,71.1
2015-12-29,71.1
2015-12-30,71.2
2015-12-31,71.85
